thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(-0.42333333333333334)],[np.float64(-0.39)],[1],[0],[0],[2.699357599951327],['target'],10,0,10,0,19.75919990008697,,10,19.7498365000356,19.75919990008697,19.75919990008697,0.015380400000140071,22.449233300052583,[np.float64(-0.42333333333333334)],[np.float64(-0.39)],[1],[0],[0],[2.699357599951327],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
11,0,11,[np.float64(0.26)],[np.float64(-0.22166666666666668)],[1],[0],[0],[2.1094908001832664],['target'],11,0,11,0,22.474204800091684,,10,22.46443669986911,22.474204800091684,22.474204800091684,0.015113200061023235,24.573964399984106,[np.float64(0.26)],[np.float64(-0.22166666666666668)],[1],[0],[0],[2.1094908001832664],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
12,0,12,[np.float64(0.12166666666666667)],[np.float64(-0.44)],[1],[0],[0],[3.1523356998804957],['target'],12,0,12,0,24.5924076999072,,5,24.582132699899375,24.5924076999072,24.5924076999072,0.008077500155195594,27.73451009998098,[np.float64(0.12166666666666667)],[np.float64(-0.44)],[1],[0],[0],[3.1523356998804957],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
13,0,13,[np.float64(-0.42)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.8949333999771625],['target'],13,0,13,0,27.75260220002383,,5,27.74234370002523,27.75260220002383,27.75260220002383,0.0077604001853615046,29.63732360000722,[np.float64(-0.42)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.8949333999771625],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
14,0,14,[np.float64(-0.29)],[np.float64(-0.46166666666666667)],[1],[0],[0],[5.906863300129771],['target'],14,0,14,0,29.661356899887323,,10,29.65354590001516,29.661356899887323,29.661356899887323,0.016153199831023812,35.56044450006448,[np.float64(-0.29)],[np.float64(-0.46166666666666667)],[1],[0],[0],[5.906863300129771],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
15,0,15,[np.float64(-0.21666666666666667)],[np.float64(0.17166666666666666)],[1],[0],[0],[1.6718959000427276],['target'],15,0,15,0,35.585491799982265,,10,35.57581859990023,35.585491799982265,35.585491799982265,0.015283000189810991,37.247751499991864,[np.float64(-0.21666666666666667)],[np.float64(0.17166666666666666)],[1],[0],[0],[1.6718959000427276],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
16,0,16,[np.float64(-0.41333333333333333)],[np.float64(0.34833333333333333)],[1],[0],[0],[1.9023418000433594],['target'],16,0,16,0,37.26585910003632,,5,37.255914099980146,37.26585910003632,37.26585910003632,0.008071900112554431,39.158295300090685,[np.float64(-0.41333333333333333)],[np.float64(0.34833333333333333)],[1],[0],[0],[1.9023418000433594],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
17,0,17,[np.float64(0.18833333333333332)],[np.float64(0.13)],[1],[0],[0],[1.7264550998806953],['target'],17,0,17,0,39.18247099989094,,10,39.1741571999155,39.18247099989094,39.18247099989094,0.01579140010289848,40.900650300085545,[np.float64(0.18833333333333332)],[np.float64(0.13)],[1],[0],[0],[1.7264550998806953],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
18,0,18,[np.float64(0.33)],[np.float64(0.07833333333333334)],[1],[0],[0],[1.8183623999357224],['target'],18,0,18,0,40.91851429990493,,5,40.908738299971446,40.91851429990493,40.91851429990493,0.00799770001322031,42.72714510001242,[np.float64(0.33)],[np.float64(0.07833333333333334)],[1],[0],[0],[1.8183623999357224],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
19,0,19,[np.float64(0.3883333333333333)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.5051404000259936],['target'],19,0,19,0,42.75196100003086,,10,42.74267479986884,42.75196100003086,42.75196100003086,0.015456399880349636,44.24785579997115,[np.float64(0.3883333333333333)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.5051404000259936],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
20,0,20,[np.float64(0.2816666666666667)],[np.float64(-0.05333333333333334)],[1],[0],[0],[1.6999482999090105],[None],20,0,20,0,44.27289650007151,,10,44.26346420007758,44.27289650007151,44.27289650007151,0.015519600128754973,45.963450900046155,[np.float64(0.2816666666666667)],[np.float64(-0.05333333333333334)],[1],[0],[0],[1.6999482999090105],[None],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
21,0,21,[np.float64(0.39166666666666666)],[np.float64(0.16333333333333333)],[1],[0],[0],[1.741537599824369],['target'],21,0,21,0,45.98835200001486,,10,45.97889439994469,45.98835200001486,45.98835200001486,0.015355499926954508,47.72047209995799,[np.float64(0.39166666666666666)],[np.float64(0.16333333333333333)],[1],[0],[0],[1.741537599824369],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
22,0,22,[np.float64(-0.4583333333333333)],[np.float64(0.45)],[1],[0],[0],[2.5544601001311094],['target'],22,0,22,0,47.744900699937716,,10,47.73611679999158,47.744900699937716,47.744900699937716,0.01555580017156899,50.290631799958646,[np.float64(-0.4583333333333333)],[np.float64(0.45)],[1],[0],[0],[2.5544601001311094],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
23,0,23,[np.float64(-0.24333333333333335)],[np.float64(-0.13666666666666666)],[1],[0],[0],[1.871664399979636],['target'],23,0,23,0,50.30874289991334,,5,50.300034899963066,50.30874289991334,50.30874289991334,0.009304699953645468,52.17174190003425,[np.float64(-0.24333333333333335)],[np.float64(-0.13666666666666666)],[1],[0],[0],[1.871664399979636],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
24,0,24,[np.float64(0.03666666666666667)],[np.float64(0.145)],[1],[0],[0],[2.12791969999671],['target'],24,0,24,0,52.20348419994116,,10,52.18919890001416,52.20348419994116,52.20348419994116,0.017389100044965744,54.31715520005673,[np.float64(0.03666666666666667)],[np.float64(0.145)],[1],[0],[0],[2.12791969999671],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
25,0,25,[np.float64(-0.305)],[np.float64(-0.26)],[1],[0],[0],[1.9441418999340385],['target'],25,0,25,0,54.33534920006059,,5,54.3250098999124,54.33534920006059,54.33534920006059,0.0077599999494850636,56.269195900065824,[np.float64(-0.305)],[np.float64(-0.26)],[1],[0],[0],[1.9441418999340385],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
26,0,26,[np.float64(0.165)],[np.float64(-0.38166666666666665)],[1],[0],[0],[2.1436526000034064],['target'],26,0,26,0,56.286924900021404,,5,56.277307299897075,56.286924900021404,56.286924900021404,0.008036299841478467,58.421000600093976,[np.float64(0.165)],[np.float64(-0.38166666666666665)],[1],[0],[0],[2.1436526000034064],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
27,0,27,[np.float64(0.22166666666666668)],[np.float64(-0.2833333333333333)],[1],[0],[0],[1.5661625999491662],[None],27,0,27,0,58.453575500054285,,10,58.43860440002754,58.453575500054285,58.453575500054285,0.017535699997097254,60.004801200004295,[np.float64(0.22166666666666668)],[np.float64(-0.2833333333333333)],[1],[0],[0],[1.5661625999491662],[None],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
28,0,28,[np.float64(0.10166666666666667)],[np.float64(-0.2783333333333333)],[1],[0],[0],[1.574612099910155],[None],28,0,28,0,60.02953699999489,,10,60.02029959997162,60.02953699999489,60.02953699999489,0.015408100094646215,61.594949800055474,[np.float64(0.10166666666666667)],[np.float64(-0.2783333333333333)],[1],[0],[0],[1.574612099910155],[None],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
29,0,29,[np.float64(0.4766666666666667)],[np.float64(0.041666666666666664)],[1],[0],[0],[2.5687098000198603],['target'],29,0,29,0,61.62019559997134,,10,61.61030579986982,61.62019559997134,61.62019559997134,0.015266699949279428,64.17905610008165,[np.float64(0.4766666666666667)],[np.float64(0.041666666666666664)],[1],[0],[0],[2.5687098000198603],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
30,0,30,[np.float64(0.3933333333333333)],[np.float64(0.28)],[1],[0],[0],[1.8254263000562787],['target'],30,0,30,0,64.20317479991354,,10,64.19445240008645,64.20317479991354,64.20317479991354,0.015307100024074316,66.01994360005483,[np.float64(0.3933333333333333)],[np.float64(0.28)],[1],[0],[0],[1.8254263000562787],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
31,0,31,[np.float64(0.27)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.9492473001591861],['target'],31,0,31,0,66.03655790002085,,5,66.02821999997832,66.03655790002085,66.03655790002085,0.00813860003836453,67.97750819986686,[np.float64(0.27)],[np.float64(-0.26666666666666666)],[1],[0],[0],[1.9492473001591861],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
32,0,32,[np.float64(0.225)],[np.float64(-0.23)],[1],[0],[0],[1.0676204999908805],['target'],32,0,32,0,67.99517449992709,,5,67.98554089991376,67.99517449992709,67.99517449992709,0.007960100192576647,69.05320199998096,[np.float64(0.225)],[np.float64(-0.23)],[1],[0],[0],[1.0676204999908805],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
33,0,33,[np.float64(-0.03666666666666667)],[np.float64(-0.4666666666666667)],[1],[0],[0],[2.936222600052133],['target'],33,0,33,0,69.07931319996715,,10,69.06869659991935,69.07931319996715,69.07931319996715,0.015421400079503655,72.00495780003257,[np.float64(-0.03666666666666667)],[np.float64(-0.4666666666666667)],[1],[0],[0],[2.936222600052133],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
34,0,34,[np.float64(0.24666666666666667)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.811688099987805],['target'],34,0,34,0,72.02311680000275,,5,72.01296649989672,72.02311680000275,72.02311680000275,0.00791919999755919,73.82469450007193,[np.float64(0.24666666666666667)],[np.float64(-0.32166666666666666)],[1],[0],[0],[1.811688099987805],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
35,0,35,[np.float64(-0.2633333333333333)],[np.float64(0.09833333333333333)],[1],[0],[0],[1.5813682000152767],['target'],35,0,35,0,73.84959789994173,,10,73.83989350008778,73.84959789994173,73.84959789994173,0.015127599937841296,75.42130089993589,[np.float64(-0.2633333333333333)],[np.float64(0.09833333333333333)],[1],[0],[0],[1.5813682000152767],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
36,0,36,[np.float64(-0.445)],[np.float64(0.39)],[1],[0],[0],[1.6997565999627113],['target'],36,0,36,0,75.44661509990692,,10,75.43661030009389,75.44661509990692,75.44661509990692,0.015218399930745363,77.13640059996396,[np.float64(-0.445)],[np.float64(0.39)],[1],[0],[0],[1.6997565999627113],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
37,0,37,[np.float64(0.16166666666666665)],[np.float64(-0.19)],[1],[0],[0],[2.1093536000698805],['target'],37,0,37,0,77.15493949991651,,5,77.1453235000372,77.15493949991651,77.15493949991651,0.008827000157907605,79.25471609993838,[np.float64(0.16166666666666665)],[np.float64(-0.19)],[1],[0],[0],[2.1093536000698805],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
38,0,38,[np.float64(0.4583333333333333)],[np.float64(-0.16333333333333333)],[1],[0],[0],[1.8258546001743525],['target'],38,0,38,0,79.27294910000637,,5,79.26270020008087,79.27294910000637,79.27294910000637,0.00791030004620552,81.08861019997858,[np.float64(0.4583333333333333)],[np.float64(-0.16333333333333333)],[1],[0],[0],[1.8258546001743525],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
39,0,39,[np.float64(-0.15333333333333332)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.4977885999251157],['target'],39,0,39,0,81.1066805999726,,5,81.0971357000526,81.1066805999726,81.1066805999726,0.008416699944064021,83.59496410004795,[np.float64(-0.15333333333333332)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.4977885999251157],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
40,0,40,[np.float64(-0.31166666666666665)],[np.float64(0.48)],[1],[0],[0],[1.6239603001158684],['target'],40,0,40,0,83.61320200003684,,5,83.60329969995655,83.61320200003684,83.61320200003684,0.00826300005428493,85.22730279993266,[np.float64(-0.31166666666666665)],[np.float64(0.48)],[1],[0],[0],[1.6239603001158684],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
41,0,41,[np.float64(0.023333333333333334)],[np.float64(0.14666666666666667)],[1],[0],[0],[3.503593800123781],['target'],41,0,41,0,85.25172679987736,,10,85.24440540000796,85.25172679987736,85.25172679987736,0.017031399998813868,88.748036300065,[np.float64(0.023333333333333334)],[np.float64(0.14666666666666667)],[1],[0],[0],[3.503593800123781],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
42,0,42,[np.float64(-0.12333333333333334)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.5959550999104977],['target'],42,0,42,0,88.76614849991165,,5,88.75612209993415,88.76614849991165,88.76614849991165,0.007993900217115879,90.35211950005032,[np.float64(-0.12333333333333334)],[np.float64(-0.11666666666666667)],[1],[0],[0],[1.5959550999104977],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
43,0,43,[np.float64(-0.11833333333333333)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.9421265998389572],['target'],43,0,43,0,90.3769006000366,,10,90.36786990007386,90.3769006000366,90.3769006000366,0.01567819993942976,92.31003560009412,[np.float64(-0.11833333333333333)],[np.float64(0.018333333333333333)],[1],[0],[0],[1.9421265998389572],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
44,0,44,[np.float64(0.2683333333333333)],[np.float64(0.29833333333333334)],[1],[0],[0],[2.4839959000237286],['target'],44,0,44,0,92.33514699991792,,10,92.32631319994107,92.33514699991792,92.33514699991792,0.016187299974262714,94.81034959992394,[np.float64(0.2683333333333333)],[np.float64(0.29833333333333334)],[1],[0],[0],[2.4839959000237286],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
45,0,45,[np.float64(0.45166666666666666)],[np.float64(-0.22666666666666666)],[1],[0],[0],[2.526280499994755],['target'],45,0,45,0,94.83506760001183,,10,94.82558909989893,94.83506760001183,94.83506760001183,0.015148800099268556,97.35190779995173,[np.float64(0.45166666666666666)],[np.float64(-0.22666666666666666)],[1],[0],[0],[2.526280499994755],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
46,0,46,[np.float64(0.055)],[np.float64(-0.205)],[1],[0],[0],[1.874309599865228],['target'],46,0,46,0,97.3771138000302,,10,97.36725359992124,97.3771138000302,97.3771138000302,0.015255700098350644,99.24160300008953,[np.float64(0.055)],[np.float64(-0.205)],[1],[0],[0],[1.874309599865228],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
47,0,47,[np.float64(-0.07666666666666666)],[np.float64(0.37666666666666665)],[1],[0],[0],[1.7278797999024391],['target'],47,0,47,0,99.25904839998111,,5,99.249429800082,99.25904839998111,99.25904839998111,0.007736200001090765,100.97734920005314,[np.float64(-0.07666666666666666)],[np.float64(0.37666666666666665)],[1],[0],[0],[1.7278797999024391],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
48,0,48,[np.float64(0.23666666666666666)],[np.float64(-0.35833333333333334)],[1],[0],[0],[2.1092684001196176],['target'],48,0,48,0,100.9953463000711,,5,100.98574450006709,100.9953463000711,100.9953463000711,0.008322699926793575,103.09505359991454,[np.float64(0.23666666666666666)],[np.float64(-0.35833333333333334)],[1],[0],[0],[2.1092684001196176],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
49,0,49,[np.float64(0.42833333333333334)],[np.float64(-0.16833333333333333)],[1],[0],[0],[1.6158844998572022],['target'],49,0,49,0,103.11983900004998,,10,103.11058510001749,103.11983900004998,103.11983900004998,0.015458599897101521,104.72650570003316,[np.float64(0.42833333333333334)],[np.float64(-0.16833333333333333)],[1],[0],[0],[1.6158844998572022],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
50,0,50,[np.float64(0.021666666666666667)],[np.float64(-0.25666666666666665)],[1],[0],[0],[1.9292081000749022],['target'],50,0,50,0,104.75177629990503,,10,104.74203369999304,104.75177629990503,104.75177629990503,0.015438699861988425,106.67127939988859,[np.float64(0.021666666666666667)],[np.float64(-0.25666666666666665)],[1],[0],[0],[1.9292081000749022],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
51,0,51,[np.float64(0.021666666666666667)],[np.float64(-0.25666666666666665)],[1],[0],[0],[0.9087472001556307],[None],51,0,51,0,106.69629190000705,,10,106.6864960999228,106.69629190000705,106.69629190000705,0.015129399951547384,107.59532899991609,[np.float64(0.021666666666666667)],[np.float64(-0.25666666666666665)],[1],[0],[0],[0.9087472001556307],[None],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
52,0,52,[np.float64(0.13166666666666665)],[np.float64(-0.10166666666666667)],[1],[0],[0],[1.8100418001413345],[None],52,0,52,0,107.6201621000655,,10,107.61095730005763,107.6201621000655,107.6201621000655,0.015458300011232495,109.42103850003332,[np.float64(0.13166666666666665)],[np.float64(-0.10166666666666667)],[1],[0],[0],[1.8100418001413345],[None],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
53,0,53,[np.float64(-0.13833333333333334)],[np.float64(-0.4066666666666667)],[1],[0],[0],[1.638022999977693],['target'],53,0,53,0,109.43965699989349,,5,109.42910149996169,109.43965699989349,109.43965699989349,0.007971900049597025,111.06717390008271,[np.float64(-0.13833333333333334)],[np.float64(-0.4066666666666667)],[1],[0],[0],[1.638022999977693],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
54,0,54,[np.float64(0.3516666666666667)],[np.float64(-0.265)],[1],[0],[0],[1.8244618999306113],['target'],54,0,54,0,111.09193910006434,,10,111.0827051999513,111.09193910006434,111.09193910006434,0.015455299988389015,112.90720480005257,[np.float64(0.3516666666666667)],[np.float64(-0.265)],[1],[0],[0],[1.8244618999306113],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
55,0,55,[np.float64(0.4666666666666667)],[np.float64(-0.14833333333333334)],[1],[0],[0],[1.3875026998575777],['target'],55,0,55,0,112.92637420003302,,5,112.91588059999049,112.92637420003302,112.92637420003302,0.00858389982022345,114.30343610001728,[np.float64(0.4666666666666667)],[np.float64(-0.14833333333333334)],[1],[0],[0],[1.3875026998575777],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
56,0,56,[np.float64(0.27166666666666667)],[np.float64(-0.08)],[1],[0],[0],[1.6921851998195052],['target'],56,0,56,0,114.32818980002776,,10,114.31968079996295,114.32818980002776,114.32818980002776,0.016139599960297346,116.01190640009008,[np.float64(0.27166666666666667)],[np.float64(-0.08)],[1],[0],[0],[1.6921851998195052],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
57,0,57,[np.float64(0.36833333333333335)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.7196100999135524],['target'],57,0,57,0,116.02936100005172,,5,116.02109430008568,116.02936100005172,116.02936100005172,0.009102399926632643,117.74074809998274,[np.float64(0.36833333333333335)],[np.float64(0.02666666666666667)],[1],[0],[0],[1.7196100999135524],['target'],3,001,2025-10-01_15h49.01.168,untitled,,2025.1.1,143.7818653880359,2025-10-01 15h49.19.721322 +0530,
