thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
10,0,10,[np.float64(0.08166666666666667)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.72758479998447],['target'],10,0,10,0,17.156906999880448,,10,17.14762880001217,17.156906999880448,17.156906999880448,0.015672000125050545,18.875252600060776,[np.float64(0.08166666666666667)],[np.float64(0.13333333333333333)],[1],[0],[0],[1.72758479998447],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
11,0,11,[np.float64(0.2916666666666667)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.5056093998719007],['target'],11,0,11,0,18.89321679994464,,5,18.883515699999407,18.89321679994464,18.89321679994464,0.008171700173988938,20.38916669995524,[np.float64(0.2916666666666667)],[np.float64(-0.24666666666666667)],[1],[0],[0],[1.5056093998719007],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
12,0,12,[np.float64(0.16)],[np.float64(-0.115)],[1],[0],[0],[1.4286164999939501],['target'],12,0,12,0,20.41367579996586,,10,20.405315699987113,20.41367579996586,20.41367579996586,0.016078900080174208,21.83397029992193,[np.float64(0.16)],[np.float64(-0.115)],[1],[0],[0],[1.4286164999939501],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
13,0,13,[np.float64(0.13166666666666665)],[np.float64(-0.445)],[1],[0],[0],[2.3719040998257697],['target'],13,0,13,0,21.8583762999624,,10,21.850360400043428,21.8583762999624,21.8583762999624,0.016302299918606877,24.222302600042894,[np.float64(0.13166666666666665)],[np.float64(-0.445)],[1],[0],[0],[2.3719040998257697],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
14,0,14,[np.float64(-0.48833333333333334)],[np.float64(-0.395)],[1],[0],[0],[2.8384215999394655],['target'],14,0,14,0,24.246904900064692,,10,24.238020400051028,24.246904900064692,24.246904900064692,0.01563380006700754,27.076482800068334,[np.float64(-0.48833333333333334)],[np.float64(-0.395)],[1],[0],[0],[2.8384215999394655],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
15,0,15,[np.float64(0.45)],[np.float64(0.023333333333333334)],[1],[0],[0],[1.5605457001365721],['target'],15,0,15,0,27.094875199953094,,5,27.08545619994402,27.094875199953094,27.094875199953094,0.008851299993693829,28.64604249992408,[np.float64(0.45)],[np.float64(0.023333333333333334)],[1],[0],[0],[1.5605457001365721],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
16,0,16,[np.float64(-0.43666666666666665)],[np.float64(-0.32)],[1],[0],[0],[1.790076700039208],['target'],16,0,16,0,28.664341300027445,,5,28.654215299990028,28.664341300027445,28.664341300027445,0.008097700076177716,30.444333999883384,[np.float64(-0.43666666666666665)],[np.float64(-0.32)],[1],[0],[0],[1.790076700039208],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
17,0,17,[np.float64(-0.3466666666666667)],[np.float64(-0.32666666666666666)],[1],[0],[0],[2.838319899979979],[None],17,0,17,0,30.469358599977568,,10,30.460833800025284,30.469358599977568,30.469358599977568,0.016427600057795644,33.299196699867025,[np.float64(-0.3466666666666667)],[np.float64(-0.32666666666666666)],[1],[0],[0],[2.838319899979979],[None],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
18,0,18,[np.float64(-0.42333333333333334)],[np.float64(0.12)],[1],[0],[0],[2.615332999965176],['target'],18,0,18,0,33.32319130003452,,10,33.31544369994663,33.32319130003452,33.32319130003452,0.01615679985843599,35.9308167998679,[np.float64(-0.42333333333333334)],[np.float64(0.12)],[1],[0],[0],[2.615332999965176],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
19,0,19,[np.float64(-0.17833333333333334)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.6780805999878794],['target'],19,0,19,0,35.955255900043994,,10,35.94702810002491,35.955255900043994,35.955255900043994,0.01611989992670715,37.625162299955264,[np.float64(-0.17833333333333334)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.6780805999878794],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
20,0,20,[np.float64(0.4483333333333333)],[np.float64(-0.285)],[1],[0],[0],[2.3448687999043614],['target'],20,0,20,0,37.649589400039986,,10,37.641668800031766,37.649589400039986,37.649589400039986,0.0163761000148952,39.9865774998907,[np.float64(0.4483333333333333)],[np.float64(-0.285)],[1],[0],[0],[2.3448687999043614],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
21,0,21,[np.float64(0.13333333333333333)],[np.float64(0.44666666666666666)],[1],[0],[0],[2.5185511000454426],['target'],21,0,21,0,40.00453889998607,,5,39.995146699948236,40.00453889998607,40.00453889998607,0.008479799842461944,42.5136535000056,[np.float64(0.13333333333333333)],[np.float64(0.44666666666666666)],[1],[0],[0],[2.5185511000454426],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
22,0,22,[np.float64(0.31666666666666665)],[np.float64(-0.28)],[1],[0],[0],[2.220328499795869],['target'],22,0,22,0,42.53904299996793,,10,42.52908660005778,42.53904299996793,42.53904299996793,0.015358999837189913,44.749448999995366,[np.float64(0.31666666666666665)],[np.float64(-0.28)],[1],[0],[0],[2.220328499795869],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
23,0,23,[np.float64(-0.3933333333333333)],[np.float64(-0.085)],[1],[0],[0],[1.985524300020188],['target'],23,0,23,0,44.768261699937284,,5,44.757752399891615,44.768261699937284,44.768261699937284,0.008207200095057487,46.743317499989644,[np.float64(-0.3933333333333333)],[np.float64(-0.085)],[1],[0],[0],[1.985524300020188],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
24,0,24,[np.float64(0.18666666666666668)],[np.float64(0.27)],[1],[0],[0],[1.74903229996562],['target'],24,0,24,0,46.76142610004172,,5,46.7508256000001,46.76142610004172,46.76142610004172,0.00743650016374886,48.49989830004051,[np.float64(0.18666666666666668)],[np.float64(0.27)],[1],[0],[0],[1.74903229996562],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
25,0,25,[np.float64(0.29)],[np.float64(-0.44166666666666665)],[1],[0],[0],[2.464064200175926],['target'],25,0,25,0,48.518311499850824,,5,48.508570400066674,48.518311499850824,48.518311499850824,0.008599399821832776,50.972674399847165,[np.float64(0.29)],[np.float64(-0.44166666666666665)],[1],[0],[0],[2.464064200175926],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
26,0,26,[np.float64(-0.49833333333333335)],[np.float64(0.4816666666666667)],[1],[0],[0],[3.1712195000145584],['target'],26,0,26,0,50.99713939987123,,10,50.98856780002825,50.99713939987123,50.99713939987123,0.015818900195881724,54.15984099986963,[np.float64(-0.49833333333333335)],[np.float64(0.4816666666666667)],[1],[0],[0],[3.1712195000145584],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
27,0,27,[np.float64(-0.3466666666666667)],[np.float64(0.33166666666666667)],[1],[0],[0],[1.2338172001764178],['target'],27,0,27,0,54.18467199988663,,10,54.176154299871996,54.18467199988663,54.18467199988663,0.01618209993466735,55.41001320001669,[np.float64(-0.3466666666666667)],[np.float64(0.33166666666666667)],[1],[0],[0],[1.2338172001764178],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
28,0,28,[np.float64(0.4083333333333333)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.8942458999808878],['target'],28,0,28,0,55.42765920003876,,5,55.41838789987378,55.42765920003876,55.42765920003876,0.008283899864181876,57.3126757000573,[np.float64(0.4083333333333333)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.8942458999808878],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
29,0,29,[np.float64(-0.13833333333333334)],[np.float64(-0.3383333333333333)],[1],[0],[0],[2.1233993000350893],['target'],29,0,29,0,57.331482799956575,,5,57.32118019997142,57.331482799956575,57.331482799956575,0.008431300055235624,59.44461950007826,[np.float64(-0.13833333333333334)],[np.float64(-0.3383333333333333)],[1],[0],[0],[2.1233993000350893],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
30,0,30,[np.float64(0.018333333333333333)],[np.float64(-0.33)],[1],[0],[0],[2.2195127999875695],[None],30,0,30,0,59.46908769989386,,10,59.46046940004453,59.46908769989386,59.46908769989386,0.015777300111949444,61.68001829995774,[np.float64(0.018333333333333333)],[np.float64(-0.33)],[1],[0],[0],[2.2195127999875695],[None],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
31,0,31,[np.float64(0.32)],[np.float64(0.44)],[1],[0],[0],[2.7344447001814842],['target'],31,0,31,0,61.70557220000774,,10,61.69593980000354,61.70557220000774,61.70557220000774,0.015826900023967028,64.43042370001785,[np.float64(0.32)],[np.float64(0.44)],[1],[0],[0],[2.7344447001814842],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
32,0,32,[np.float64(-0.415)],[np.float64(0.16166666666666665)],[1],[0],[0],[2.094529200112447],['target'],32,0,32,0,64.45614530006424,,10,64.44692760007456,64.45614530006424,64.45614530006424,0.016415599966421723,66.5414940000046,[np.float64(-0.415)],[np.float64(0.16166666666666665)],[1],[0],[0],[2.094529200112447],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
33,0,33,[np.float64(-0.12833333333333333)],[np.float64(-0.25666666666666665)],[1],[0],[0],[2.428467500023544],['target'],33,0,33,0,66.56676870002411,,10,66.55768579989672,66.56676870002411,66.56676870002411,0.016102700028568506,68.98620689986274,[np.float64(-0.12833333333333333)],[np.float64(-0.25666666666666665)],[1],[0],[0],[2.428467500023544],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
34,0,34,[np.float64(0.16666666666666666)],[np.float64(0.08833333333333333)],[1],[0],[0],[2.62953140004538],[None],34,0,34,0,69.01064509991556,,10,69.00271729985252,69.01064509991556,69.01064509991556,0.016378600150346756,71.63228869996965,[np.float64(0.16666666666666666)],[np.float64(0.08833333333333333)],[1],[0],[0],[2.62953140004538],[None],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
35,0,35,[np.float64(0.245)],[np.float64(0.065)],[1],[0],[0],[1.3173577000852674],['target'],35,0,35,0,71.65660439990461,,10,71.64830580004491,71.65660439990461,71.65660439990461,0.015926599968224764,72.9657049998641,[np.float64(0.245)],[np.float64(0.065)],[1],[0],[0],[1.3173577000852674],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
36,0,36,[np.float64(0.22166666666666668)],[np.float64(-0.35333333333333333)],[1],[0],[0],[2.6699969000183046],['target'],36,0,36,0,72.99001649999991,,10,72.98282009991817,72.99001649999991,72.99001649999991,0.017023500055074692,75.65285829990171,[np.float64(0.22166666666666668)],[np.float64(-0.35333333333333333)],[1],[0],[0],[2.6699969000183046],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
37,0,37,[np.float64(-0.195)],[np.float64(0.015)],[1],[0],[0],[1.7685128999873996],['target'],37,0,37,0,75.67124060005881,,5,75.66163159999996,75.67124060005881,75.67124060005881,0.008680099854245782,77.43019869993441,[np.float64(-0.195)],[np.float64(0.015)],[1],[0],[0],[1.7685128999873996],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
38,0,38,[np.float64(0.041666666666666664)],[np.float64(-0.4633333333333333)],[1],[0],[0],[2.295974100008607],['target'],38,0,38,0,77.45554440002888,,10,77.44667169987224,77.45554440002888,77.45554440002888,0.016365099931135774,79.74268510006368,[np.float64(0.041666666666666664)],[np.float64(-0.4633333333333333)],[1],[0],[0],[2.295974100008607],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
39,0,39,[np.float64(-0.015)],[np.float64(0.49333333333333335)],[1],[0],[0],[2.8952046998310834],['target'],39,0,39,0,79.76774559984915,,10,79.75828920002095,79.76774559984915,79.76774559984915,0.01551229995675385,82.65353369992226,[np.float64(-0.015)],[np.float64(0.49333333333333335)],[1],[0],[0],[2.8952046998310834],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
40,0,40,[np.float64(0.175)],[np.float64(0.44333333333333336)],[1],[0],[0],[2.004967200104147],['target'],40,0,40,0,82.67154829995707,,5,82.66164049995132,82.67154829995707,82.67154829995707,0.008015699917450547,84.6666504999157,[np.float64(0.175)],[np.float64(0.44333333333333336)],[1],[0],[0],[2.004967200104147],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
41,0,41,[np.float64(-0.20833333333333334)],[np.float64(-0.35)],[1],[0],[0],[2.421383799985051],['target'],41,0,41,0,84.69186199991964,,10,84.68225389998406,84.69186199991964,84.69186199991964,0.015530100092291832,87.10367559990846,[np.float64(-0.20833333333333334)],[np.float64(-0.35)],[1],[0],[0],[2.421383799985051],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
42,0,42,[np.float64(0.225)],[np.float64(0.245)],[1],[0],[0],[1.9722543000243604],['target'],42,0,42,0,87.12220910005271,,5,87.11144730006345,87.12220910005271,87.12220910005271,0.007680099923163652,89.0837465999648,[np.float64(0.225)],[np.float64(0.245)],[1],[0],[0],[1.9722543000243604],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
43,0,43,[np.float64(0.3516666666666667)],[np.float64(-0.47333333333333333)],[1],[0],[0],[2.5245355998631567],['target'],43,0,43,0,89.10814510006458,,10,89.09994139987975,89.10814510006458,89.10814510006458,0.016122200060635805,91.6245158999227,[np.float64(0.3516666666666667)],[np.float64(-0.47333333333333333)],[1],[0],[0],[2.5245355998631567],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
44,0,44,[np.float64(-0.46166666666666667)],[np.float64(-0.355)],[1],[0],[0],[1.7834251001477242],['target'],44,0,44,0,91.6497891000472,,10,91.64053249987774,91.6497891000472,91.6497891000472,0.01592430006712675,93.42399979988113,[np.float64(-0.46166666666666667)],[np.float64(-0.355)],[1],[0],[0],[1.7834251001477242],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
45,0,45,[np.float64(-0.14333333333333334)],[np.float64(-0.09333333333333334)],[1],[0],[0],[1.4286217000335455],['target'],45,0,45,0,93.44185160007328,,5,93.43261789996177,93.44185160007328,93.44185160007328,0.008527700090780854,94.86128040007316,[np.float64(-0.14333333333333334)],[np.float64(-0.09333333333333334)],[1],[0],[0],[1.4286217000335455],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
46,0,46,[np.float64(0.03666666666666667)],[np.float64(-0.355)],[1],[0],[0],[1.4980324001517147],['target'],46,0,46,0,94.88624679995701,,10,94.87671019998379,94.88624679995701,94.88624679995701,0.015353000024333596,96.37478359998204,[np.float64(0.03666666666666667)],[np.float64(-0.355)],[1],[0],[0],[1.4980324001517147],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
47,0,47,[np.float64(-0.41)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.8387627000920475],['target'],47,0,47,0,96.39275610004552,,5,96.38337099994533,96.39275610004552,96.39275610004552,0.00849570007994771,98.22218759986572,[np.float64(-0.41)],[np.float64(0.2966666666666667)],[1],[0],[0],[1.8387627000920475],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
48,0,48,[np.float64(-0.30333333333333334)],[np.float64(-0.39666666666666667)],[1],[0],[0],[2.490410099970177],['target'],48,0,48,0,98.24693859997205,,10,98.23809350002557,98.24693859997205,98.24693859997205,0.015833300072699785,100.72855659993365,[np.float64(-0.30333333333333334)],[np.float64(-0.39666666666666667)],[1],[0],[0],[2.490410099970177],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
49,0,49,[np.float64(0.42833333333333334)],[np.float64(-0.25666666666666665)],[1],[0],[0],[2.6854711999185383],['target'],49,0,49,0,100.75382560002618,,10,100.74517959984951,100.75382560002618,100.75382560002618,0.01648869994096458,103.4306884999387,[np.float64(0.42833333333333334)],[np.float64(-0.25666666666666665)],[1],[0],[0],[2.6854711999185383],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
50,0,50,[np.float64(-0.4866666666666667)],[np.float64(-0.3933333333333333)],[1],[0],[0],[1.9421600000932813],['target'],50,0,50,0,103.45522079989314,,10,103.44669179990888,103.45522079989314,103.45522079989314,0.01591389998793602,105.38889259984717,[np.float64(-0.4866666666666667)],[np.float64(-0.3933333333333333)],[1],[0],[0],[1.9421600000932813],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
51,0,51,[np.float64(0.275)],[np.float64(0.25)],[1],[0],[0],[1.9627835999708623],['target'],51,0,51,0,105.41372389998287,,10,105.40512749995105,105.41372389998287,105.41372389998287,0.0161506999284029,107.36794999986887,[np.float64(0.275)],[np.float64(0.25)],[1],[0],[0],[1.9627835999708623],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
52,0,52,[np.float64(0.365)],[np.float64(-0.22666666666666666)],[1],[0],[0],[1.989579699933529],['target'],52,0,52,0,107.39998849993572,,10,107.38588960003108,107.39998849993572,107.39998849993572,0.017849500058218837,109.37551030004397,[np.float64(0.365)],[np.float64(-0.22666666666666666)],[1],[0],[0],[1.989579699933529],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
53,0,53,[np.float64(0.24333333333333335)],[np.float64(-0.245)],[1],[0],[0],[1.3662590000312775],['target'],53,0,53,0,109.39970159996301,,10,109.39097779989243,109.39970159996301,109.39970159996301,0.0153759999666363,110.75727769988589,[np.float64(0.24333333333333335)],[np.float64(-0.245)],[1],[0],[0],[1.3662590000312775],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
54,0,54,[np.float64(0.48333333333333334)],[np.float64(-0.065)],[1],[0],[0],[2.128248799825087],['target'],54,0,54,0,110.78141979989596,,10,110.77364660007879,110.78141979989596,110.78141979989596,0.01626780000515282,112.9019307999406,[np.float64(0.48333333333333334)],[np.float64(-0.065)],[1],[0],[0],[2.128248799825087],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
55,0,55,[np.float64(-0.3516666666666667)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.9930632000323385],['target'],55,0,55,0,112.92111960006878,,5,112.91006510006264,112.92111960006878,112.92111960006878,0.00804489990696311,114.90317379985936,[np.float64(-0.3516666666666667)],[np.float64(0.11666666666666667)],[1],[0],[0],[1.9930632000323385],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
56,0,56,[np.float64(-0.25)],[np.float64(0.26)],[1],[0],[0],[1.3856522999703884],['target'],56,0,56,0,114.9207780000288,,5,114.91241450002417,114.9207780000288,114.9207780000288,0.009167500073090196,116.29810529993847,[np.float64(-0.25)],[np.float64(0.26)],[1],[0],[0],[1.3856522999703884],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
57,0,57,[np.float64(-0.11333333333333333)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.2011239000130445],['target'],57,0,57,0,116.31703289994039,,5,116.30606370000169,116.31703289994039,116.31703289994039,0.00788390007801354,117.5072305998765,[np.float64(-0.11333333333333333)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.2011239000130445],['target'],5,001,2025-10-01_16h04.59.819,untitled,,2025.1.1,144.11838448711455,2025-10-01 16h05.04.007905 +0530,
