reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
49,60,89,0,0,0,t,2.788450499996543,None,0,0,0,4,0.06308979995083064,,0.06022369995480403,0.06308979995083064,0.9941974999965169,0.9941974999965169,1.0566556999692693,3.791693299950566,t,2.788450499996543,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
78,80,162,1,1,0,l,2.2648215999943204,None,0,1,1,6,3.7993514999980107,,3.794986199995037,3.7993514999980107,4.785976599960122,4.785976599960122,4.792658299964387,7.051788099983241,l,2.2648215999943204,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
40,55,62,2,2,0,t,1.225549399969168,None,0,2,2,3,7.063484799989965,,7.054673399950843,7.063484799989965,8.043120999995153,8.043120999995153,8.056956099986564,9.274728899996262,t,1.225549399969168,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
11,30,7,3,3,0,t,0.6595765000092797,None,0,3,3,0,9.28583789995173,,9.277561399969272,9.28583789995173,10.265155399974901,10.265155399974901,10.279092299984768,10.927127599949017,t,0.6595765000092797,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
27,50,21,4,4,0,l,0.3696424000081606,None,0,4,4,2,10.938324699993245,,10.929321999952663,10.938324699993245,11.918296199990436,11.918296199990436,11.931664999981876,12.288165999983903,l,0.3696424000081606,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
67,75,119,5,5,0,t,0.3991540999850258,None,0,5,5,5,12.300366199982818,,12.290020699962042,12.300366199982818,13.278917999996338,13.278917999996338,13.292951899988111,13.68374369997764,t,0.3991540999850258,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
15,35,13,6,6,0,t,2.217076500004623,None,0,6,6,1,13.688614099984989,,13.685683399962727,13.688614099984989,14.674592899973504,14.674592899973504,14.681784499960486,16.892231999954674,t,2.217076500004623,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
27,50,21,7,0,1,l,0.48242800001753494,None,1,0,7,2,16.904376399994362,,16.894160599971656,16.904376399994362,17.882915599970147,17.882915599970147,17.896736899972893,18.371211499965284,l,0.48242800001753494,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
15,35,13,8,1,1,t,0.542428300017491,None,1,1,8,1,18.37623589998111,,18.373104899947066,18.37623589998111,19.36231419997057,19.36231419997057,19.36927469994407,19.905941399978474,t,0.542428300017491,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
40,55,62,9,2,1,t,0.3855643999995664,None,1,2,9,3,19.918326299986802,,19.9078527999809,19.918326299986802,20.897102599963546,20.897102599963546,20.910773399984464,21.28783189994283,t,0.3855643999995664,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
49,60,89,10,3,1,t,0.5040870999800973,None,1,3,10,4,21.292896899976768,,21.289698499953374,21.292896899976768,22.27894379995996,22.27894379995996,22.285903899988625,22.788506099954247,t,0.5040870999800973,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
11,30,7,11,4,1,t,0.4580775999929756,None,1,4,11,0,22.799815199978184,,22.79051049996633,22.799815199978184,23.7789004999795,23.7789004999795,23.792866199975833,24.239200599957258,t,0.4580775999929756,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
67,75,119,12,5,1,t,0.266799200035166,None,1,5,12,5,24.243858899979386,,24.240995599946473,24.243858899979386,25.230393899953924,25.230393899953924,25.236956399981864,25.503563899954315,t,0.266799200035166,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
78,80,162,13,6,1,l,0.862618500017561,None,1,6,13,6,25.514993499964476,,25.505485699977726,25.514993499964476,26.494138399953954,26.494138399953954,26.50805509998463,27.357390499964822,l,0.862618500017561,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
78,80,162,14,0,2,l,0.4316302000079304,None,2,0,14,6,27.361853199952748,,27.35749709996162,27.361853199952748,28.348390299943276,28.348390299943276,28.355358899978455,28.78104379994329,l,0.4316302000079304,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
11,30,7,15,1,2,l,0.33551710000028834,None,2,1,15,0,28.792968399997335,,28.78291289997287,28.792968399997335,29.77176359994337,29.77176359994337,29.7855952999671,30.113991599995643,l,0.33551710000028834,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
15,35,13,16,2,2,t,0.5821584000368603,None,2,2,16,1,30.118999399943277,,30.11589009995805,30.118999399943277,31.105070299992803,31.105070299992803,31.112012599944137,31.690639399981592,t,0.5821584000368603,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
27,50,21,17,3,2,t,0.6267609999631532,None,2,3,17,2,31.695247199968435,,31.692512499983422,31.695247199968435,32.68171699997038,32.68171699997038,32.68864739994751,33.30868419999024,t,0.6267609999631532,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
49,60,89,18,4,2,t,0.3464984999736771,None,2,4,18,4,33.32067439996172,,33.310629799962044,33.32067439996172,34.2997897999594,34.2997897999594,34.31383499997901,34.64886519999709,t,0.3464984999736771,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
40,55,62,19,5,2,t,0.5104620999773033,None,2,5,19,3,34.65366549999453,,34.650741999968886,34.65366549999453,35.63979139999719,35.63979139999719,35.646676999982446,36.15606549999211,t,0.5104620999773033,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
67,75,119,20,6,2,t,0.34628060000250116,None,2,6,20,5,36.167630499985535,,36.15791679994436,36.167630499985535,37.146653199975844,37.146653199975844,37.16055969998706,37.49606659996789,t,0.34628060000250116,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
49,60,89,21,0,3,l,0.570699300034903,None,3,0,21,4,37.501069899997674,,37.49791279999772,37.501069899997674,38.487113899958786,38.487113899958786,38.494103999983054,39.05938429996604,l,0.570699300034903,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
15,35,13,22,1,3,l,0.3211212999885902,None,3,1,22,1,39.07079689996317,,39.06126329995459,39.07079689996317,40.04979669995373,40.04979669995373,40.06326939997962,40.37128879997181,l,0.3211212999885902,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
27,50,21,23,2,3,t,0.7553672000067309,None,3,2,23,2,40.38321799994446,,40.37318159994902,40.38321799994446,41.36226699996041,41.36226699996041,41.375808399985544,42.12084589997539,t,0.7553672000067309,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
78,80,162,24,3,3,t,0.28262110002106056,None,3,3,24,6,42.12591349997092,,42.12262009998085,42.12591349997092,43.11217989999568,43.11217989999568,43.11912279995158,43.39925109996693,t,0.28262110002106056,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
40,55,62,25,4,3,l,0.29177419998450205,None,3,4,25,3,43.41156659997068,,43.4010989999515,43.41156659997068,44.390241599990986,44.390241599990986,44.40378099994268,44.68401949998224,l,0.29177419998450205,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
11,30,7,26,5,3,t,0.35188380000181496,None,3,5,26,0,44.69597839994822,,44.685865699953865,44.69597839994822,45.674822799977846,45.674822799977846,45.688773999980185,46.031733299954794,t,0.35188380000181496,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
67,75,119,27,6,3,l,0.24329010001383722,None,3,6,27,5,46.04321469995193,,46.03356909996364,46.04321469995193,47.02196799998637,47.02196799998637,47.0363574999501,47.267401699966285,l,0.24329010001383722,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
49,60,89,28,0,4,t,0.1263341999729164,None,4,0,28,4,47.27931719995104,,47.26926249999087,47.27931719995104,48.25801319995662,48.25801319995662,48.271833599952515,48.38552559999516,t,0.1263341999729164,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
27,50,21,29,1,4,l,0.3150893999845721,None,4,1,29,2,48.39711399999214,,48.38755099999253,48.39711399999214,49.376485499960836,49.376485499960836,49.39026209997246,49.697813399950974,l,0.3150893999845721,None,2,001,2025-10-23_00h39.35.224,untitled,,2025.1.1,144.04717839596768,2025-10-23 00h39.41.136821 +0530,
