word,word_type,color,stim_condition,correct_resp,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instr_text.started,Instructions.stopped,trial.started,fixation.started,fixation.stopped,word_stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,Thanks.started,text.started,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Violence,emotional,blue,I,b,331,11,16,b,1,0.9332143000210635,None,16,11,331,9,452.50602590001654,,,,,452.4983154000365,452.50602590001654,453.0064627000247,453.0064627000247,453.0064627000247,453.94372640002985,b,1,0.9332143000210635,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Injury,emotional,green,I,g,332,12,16,g,1,1.1232231999747455,None,16,12,332,6,453.9556753000361,,,,,453.9469011000474,453.9556753000361,454.4557529000449,454.4557529000449,454.4557529000449,455.5930049000308,g,1,1.1232231999747455,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Sadness,emotional,yellow,I,y,333,13,16,y,1,0.9860823999624699,None,16,13,333,7,455.6057617000188,,,,,455.5957481000223,455.6057617000188,456.1056879000389,456.1056879000389,456.1056879000389,457.09297080000397,y,1,0.9860823999624699,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pain,emotional,blue,I,b,334,14,16,b,1,1.0855041000177152,None,16,14,334,1,457.1059000000241,,,,,457.0964361000224,457.1059000000241,457.60580890002893,457.60580890002893,457.60580890002893,458.6936764999991,b,1,1.0855041000177152,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Panic,emotional,yellow,I,y,335,15,16,y,1,1.3020768000278622,None,16,15,335,3,458.7055594000267,,,,,458.69637370004784,458.7055594000267,459.2054025999969,459.2054025999969,459.2054025999969,460.51069250004366,y,1,1.3020768000278622,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Chair,neutral,green,I,g,336,16,16,g,1,0.9379541000234894,None,16,16,336,10,460.52214250003453,,,,,460.514256399998,460.52214250003453,461.02236600004835,461.02236600004835,461.02236600004835,461.9752034000121,g,1,0.9379541000234894,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Table,neutral,blue,I,b,337,17,16,b,1,0.5461676999693736,None,16,17,337,13,461.988723699993,,,,,461.9782465000171,461.988723699993,462.48856389999855,462.48856389999855,462.48856389999855,463.0423364000162,b,1,0.5461676999693736,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Threat,emotional,blue,I,b,338,18,16,b,1,0.447964699997101,None,16,18,338,5,463.0554039000417,,,,,463.04563170002075,463.0554039000417,463.55623710004147,463.55623710004147,463.55623710004147,464.0103708000388,b,1,0.447964699997101,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Stone,neutral,yellow,I,y,339,19,16,y,1,0.8497924999683164,None,16,19,339,19,464.0221298999968,,,,,464.0144672000315,464.0221298999968,464.52204050001455,464.52204050001455,464.52204050001455,465.37543300003745,y,1,0.8497924999683164,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pencil,neutral,green,I,g,340,0,17,g,1,1.2336175000527874,None,17,0,340,14,465.3883402000065,,,,,465.3783703999943,465.3883402000065,465.8884840999963,465.8884840999963,465.8884840999963,467.12554320000345,g,1,1.2336175000527874,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Death,emotional,green,I,g,341,1,17,g,1,0.5177459000260569,None,17,1,341,2,467.13875580002787,,,,,467.1281524000224,467.13875580002787,467.63828960002866,467.63828960002866,467.63828960002866,468.15939909999724,g,1,0.5177459000260569,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Table,neutral,blue,I,b,342,2,17,g,0,0.5074547000112943,None,17,2,342,13,468.1718848000164,,,,,468.16257630003383,468.1718848000164,468.6720830000122,468.6720830000122,468.6720830000122,469.19206770003075,g,0,0.5074547000112943,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Bottle,neutral,yellow,I,y,343,3,17,y,1,0.8270625000004657,None,17,3,343,11,469.20522320002783,,,,,469.1947423000238,469.20522320002783,469.70545940002194,469.70545940002194,469.70545940002194,470.54422860004706,y,1,0.8270625000004657,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pain,emotional,blue,I,b,344,4,17,b,1,0.823955699976068,None,17,4,344,1,470.55641590000596,,,,,470.54810820001876,470.55641590000596,471.0555080000195,471.0555080000195,471.0555080000195,471.89201860001776,b,1,0.823955699976068,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Stone,neutral,yellow,I,y,345,5,17,y,1,0.8915393999777734,None,17,5,345,19,471.90503000002354,,,,,471.8948578000418,471.90503000002354,472.4051965000108,472.4051965000108,472.4051965000108,473.30870049999794,y,1,0.8915393999777734,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Book,neutral,blue,I,b,346,6,17,b,1,0.9725419000023976,None,17,6,346,17,473.3214840000146,,,,,473.31183190003503,473.3214840000146,473.82246960001066,473.82246960001066,473.82246960001066,474.81051510002,b,1,0.9725419000023976,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Garden,neutral,red,I,r,347,7,17,r,1,0.6387142000021413,None,17,7,347,16,474.82162699999753,,,,,474.8132454000297,474.82162699999753,475.322008200048,475.322008200048,475.322008200048,475.97528760001296,r,1,0.6387142000021413,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Fear,emotional,red,C,r,348,8,17,r,1,0.3898449999978766,None,17,8,348,0,475.98844490002375,,,,,475.9782969999942,475.98844490002375,476.4887466999935,476.4887466999935,476.4887466999935,476.8919230000465,r,1,0.3898449999978766,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Window,neutral,red,I,r,349,9,17,r,1,0.43240350001724437,None,17,9,349,12,476.9052063000272,,,,,476.89486950001447,476.9052063000272,477.40492860000813,477.40492860000813,477.40492860000813,477.8430553000071,r,1,0.43240350001724437,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Sadness,emotional,yellow,I,y,350,10,17,y,1,0.9093232999439351,None,17,10,350,7,477.85478739999235,,,,,477.84609760000603,477.85478739999235,478.3551885000197,478.3551885000197,478.3551885000197,479.275834900036,y,1,0.9093232999439351,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Panic,emotional,yellow,I,y,351,11,17,y,1,0.6334824999794364,None,17,11,351,3,479.28795890003676,,,,,479.2793900000397,479.28795890003676,479.7883751000045,479.7883751000045,479.7883751000045,480.42548570001964,y,1,0.6334824999794364,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Paper,neutral,yellow,I,y,352,12,17,y,1,0.40066420001676306,None,17,12,352,15,480.43852030002745,,,,,480.4284340000013,480.43852030002745,480.93788490002044,480.93788490002044,480.93788490002044,481.3416437000269,y,1,0.40066420001676306,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Threat,emotional,blue,I,b,353,13,17,b,1,0.7855132999829948,None,17,13,353,5,481.35455190000357,,,,,481.34462390001863,481.35455190000357,481.8545584999956,481.8545584999956,481.8545584999956,482.6421204000362,b,1,0.7855132999829948,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Abuse,emotional,red,C,r,354,14,17,r,1,0.6245782000478357,None,17,14,354,4,482.6550056000124,,,,,482.64474950003205,482.6550056000124,483.1551488999976,483.1551488999976,483.1551488999976,483.7911724000005,r,1,0.6245782000478357,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Chair,neutral,green,I,g,355,15,17,g,1,0.6346536999917589,None,17,15,355,10,483.80471640004544,,,,,483.7942283000448,483.80471640004544,484.3047276000143,484.3047276000143,484.3047276000143,484.94130450004013,g,1,0.6346536999917589,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Road,neutral,green,I,g,356,16,17,g,1,0.5036764999968,None,17,16,356,18,484.95453750004526,,,,,484.94383430003654,484.95453750004526,485.455480900011,485.455480900011,485.455480900011,485.9766609999933,g,1,0.5036764999968,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Injury,emotional,green,I,g,357,17,17,g,1,0.41472149995388463,None,17,17,357,6,485.9878091000137,,,,,485.9798634000472,485.9878091000137,486.4894098000368,486.4894098000368,486.4894098000368,486.9093059000443,g,1,0.41472149995388463,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Anger,emotional,red,C,r,358,18,17,r,1,0.5007409999961965,None,17,18,358,8,486.9218064000015,,,,,486.913069000002,486.9218064000015,487.42093730001943,487.42093730001943,487.42093730001943,487.9249657000182,r,1,0.5007409999961965,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Violence,emotional,blue,I,b,359,19,17,b,1,0.6192643999820575,None,17,19,359,9,487.93771690002177,,,,,487.92833300004713,487.93771690002177,488.437468899996,488.437468899996,488.437468899996,489.0582892000093,b,1,0.6192643999820575,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Paper,neutral,yellow,I,y,360,0,18,y,1,0.7126696000341326,None,18,0,360,15,489.0707122000167,,,,,489.06185820000246,489.0707122000167,489.5714621000225,489.5714621000225,489.5714621000225,490.2919219000032,y,1,0.7126696000341326,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Book,neutral,blue,I,b,361,1,18,b,1,1.0991564000141807,None,18,1,361,17,490.30447890004143,,,,,490.2951543999952,490.30447890004143,490.8042583000497,490.8042583000497,490.8042583000497,491.9078596000327,b,1,1.0991564000141807,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Abuse,emotional,red,C,r,362,2,18,r,1,0.6935421999660321,None,18,2,362,4,491.9209861000418,,,,,491.91052430000855,491.9209861000418,492.4209920000285,492.4209920000285,492.4209920000285,493.12391140003456,r,1,0.6935421999660321,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Threat,emotional,blue,I,b,363,3,18,b,1,0.7882695000153035,None,18,3,363,5,493.13765440002317,,,,,493.12680680002086,493.13765440002317,493.63767460000236,493.63767460000236,493.63767460000236,494.442884100019,b,1,0.7882695000153035,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Table,neutral,blue,I,b,364,4,18,b,1,0.5219156000530347,None,18,4,364,13,494.45458560000407,,,,,494.44670950004365,494.45458560000407,494.95405729999766,494.95405729999766,494.95405729999766,495.49074290000135,b,1,0.5219156000530347,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pain,emotional,blue,I,b,365,5,18,b,1,0.39461680001113564,None,18,5,365,1,495.5053145000129,,,,,495.4932875999948,495.5053145000129,496.00357080000686,496.00357080000686,496.00357080000686,496.4077286000247,b,1,0.39461680001113564,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Violence,emotional,blue,I,b,366,6,18,b,1,0.48118299996713176,None,18,6,366,9,496.4209200000041,,,,,496.4107750999974,496.4209200000041,496.9205633000238,496.9205633000238,496.9205633000238,497.40769360004924,b,1,0.48118299996713176,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Stone,neutral,yellow,I,y,367,7,18,y,1,0.6639207999687642,None,18,7,367,19,497.42086760001257,,,,,497.4103083999944,497.42086760001257,497.9205673999968,497.9205673999968,497.9205673999968,498.5910119000473,y,1,0.6639207999687642,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Fear,emotional,red,C,r,368,8,18,r,1,0.5244429999729618,None,18,8,368,0,498.6038354000193,,,,,498.5937954999972,498.6038354000193,499.10371650004527,499.10371650004527,499.10371650004527,499.6405352000147,r,1,0.5244429999729618,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Injury,emotional,green,I,g,369,9,18,g,1,0.705180199991446,None,18,9,369,6,499.65379770001164,,,,,499.64408400002867,499.65379770001164,500.15419220004696,500.15419220004696,500.15419220004696,500.87452720000874,g,1,0.705180199991446,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pencil,neutral,green,I,g,370,10,18,g,1,0.563158500008285,None,18,10,370,14,500.88737970002694,,,,,500.8771814000211,500.88737970002694,501.3870983000379,501.3870983000379,501.3870983000379,501.957950800017,g,1,0.563158500008285,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Panic,emotional,yellow,I,y,371,11,18,y,1,1.0367165000061505,None,18,11,371,3,501.9705363000394,,,,,501.9605905000353,501.9705363000394,502.47046710003633,502.47046710003633,502.47046710003633,503.5082653000136,y,1,1.0367165000061505,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Chair,neutral,green,I,g,372,12,18,g,1,1.1382295000366867,None,18,12,372,10,503.52076500002295,,,,,503.5115738000022,503.52076500002295,504.01995750004426,504.01995750004426,504.01995750004426,505.1591461999924,g,1,1.1382295000366867,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Anger,emotional,red,C,r,373,13,18,r,1,0.6397208999842405,None,18,13,373,8,505.1700890000211,,,,,505.1632043000427,505.1700890000211,505.6701449000393,505.6701449000393,505.6701449000393,506.32427690003533,r,1,0.6397208999842405,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Garden,neutral,red,I,r,374,14,18,r,1,0.970247300050687,None,18,14,374,16,506.337353800016,,,,,506.3274911000044,506.337353800016,506.8368488000124,506.8368488000124,506.8368488000124,507.82398550002836,r,1,0.970247300050687,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Bottle,neutral,yellow,I,y,375,15,18,y,1,1.7101907000178471,None,18,15,375,11,507.8369231999968,,,,,507.8272865000181,507.8369231999968,508.33704830001807,508.33704830001807,508.33704830001807,510.0587242000038,y,1,1.7101907000178471,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Death,emotional,green,I,g,376,16,18,g,1,0.9157009000191465,None,18,16,376,2,510.0698510000366,,,,,510.06316020002123,510.0698510000366,510.5698962000315,510.5698962000315,510.5698962000315,511.4903897000477,g,1,0.9157009000191465,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Window,neutral,red,I,r,377,17,18,r,1,0.5471354000037536,None,18,17,377,12,511.5033653000137,,,,,511.49346550001064,511.5033653000137,512.0037347000325,512.0037347000325,512.0037347000325,512.5580287000048,r,1,0.5471354000037536,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Road,neutral,green,I,g,378,18,18,g,1,0.6900003000046127,None,18,18,378,18,512.5699738000403,,,,,512.5613183000241,512.5699738000403,513.0706987000303,513.0706987000303,513.0706987000303,513.7746215999941,g,1,0.6900003000046127,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Sadness,emotional,yellow,I,y,379,19,18,y,1,0.6639504000195302,None,18,19,379,7,513.7868937000167,,,,,513.7785504000494,513.7868937000167,514.2867442000424,514.2867442000424,514.2867442000424,514.9571046000347,y,1,0.6639504000195302,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pencil,neutral,green,I,g,380,0,19,r,0,0.5045779999927618,None,19,0,380,14,514.9697621000232,,,,,514.9599802000448,514.9697621000232,515.469895599992,515.469895599992,515.469895599992,515.9902022000169,r,0,0.5045779999927618,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Death,emotional,green,I,g,381,1,19,g,1,1.123017499980051,None,19,1,381,2,516.003555800009,,,,,515.9927901000483,516.003555800009,516.5028673000052,516.5028673000052,516.5028673000052,517.6405988000333,g,1,1.123017499980051,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Panic,emotional,yellow,I,y,382,2,19,y,1,1.3942165999906138,None,19,2,382,3,517.6532481000177,,,,,517.6433760999935,517.6532481000177,518.1533593000495,518.1533593000495,518.1533593000495,519.5569920000271,y,1,1.3942165999906138,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Road,neutral,green,I,g,383,3,19,g,1,0.8708499000058509,None,19,3,383,18,519.5703348999959,,,,,519.5598654000205,519.5703348999959,520.070063000021,520.070063000021,520.070063000021,520.9564891000045,g,1,0.8708499000058509,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Window,neutral,red,I,r,384,4,19,r,1,0.5345049999887124,None,19,4,384,12,520.9695331000257,,,,,520.9591208000202,520.9695331000257,521.469987599994,521.469987599994,521.469987599994,522.0050130000454,r,1,0.5345049999887124,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Sadness,emotional,yellow,I,y,385,5,19,y,1,0.9280762000125833,None,19,5,385,7,522.0187960000476,,,,,522.007581300044,522.0187960000476,522.5192510000197,522.5192510000197,522.5192510000197,523.4547503000358,y,1,0.9280762000125833,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Fear,emotional,red,C,r,386,6,19,r,1,1.2501321000163443,None,19,6,386,0,523.4686528000166,,,,,523.4568684000405,523.4686528000166,523.9681173000135,523.9681173000135,523.9681173000135,525.2217300000484,r,1,1.2501321000163443,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Book,neutral,blue,I,b,387,7,19,b,1,1.3669351999997161,None,19,7,387,17,525.2351050000289,,,,,525.2238787999959,525.2351050000289,525.735580800043,525.735580800043,525.735580800043,527.106911000039,b,1,1.3669351999997161,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Anger,emotional,red,C,r,388,8,19,r,1,0.7115171999903396,None,19,8,388,8,527.1193891000003,,,,,527.1103946000221,527.1193891000003,527.61942490004,527.61942490004,527.61942490004,528.3566310000024,r,1,0.7115171999903396,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Bottle,neutral,yellow,I,y,389,9,19,y,1,0.7236750999582,None,19,9,389,11,528.3686449000379,,,,,528.3601968000294,528.3686449000379,528.8695666000131,528.8695666000131,528.8695666000131,529.6063512000255,y,1,0.7236750999582,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Garden,neutral,red,I,r,390,10,19,r,1,0.735149799962528,None,19,10,390,16,529.6192470000242,,,,,529.6090743000386,529.6192470000242,530.1194324000389,530.1194324000389,530.1194324000389,530.8568548000185,r,1,0.735149799962528,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Abuse,emotional,red,C,r,391,11,19,r,1,0.5896718000294641,None,19,11,391,4,530.8690525999991,,,,,530.8602232999983,530.8690525999991,531.3694248000393,531.3694248000393,531.3694248000393,531.972251500003,r,1,0.5896718000294641,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Injury,emotional,green,I,g,392,12,19,g,1,0.9876193999662064,None,19,12,392,6,531.9856851000222,,,,,531.9750310000381,531.9856851000222,532.4857937000343,532.4857937000343,532.4857937000343,533.4900366000365,g,1,0.9876193999662064,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Pain,emotional,blue,I,b,393,13,19,b,1,1.4458371000364423,None,19,13,393,1,533.5024466000032,,,,,533.4927946000244,533.5024466000032,534.0027226000093,534.0027226000093,534.0027226000093,535.4566807000083,b,1,1.4458371000364423,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Violence,emotional,blue,I,b,394,14,19,b,1,0.5145056000328623,None,19,14,394,9,535.4695931000169,,,,,535.4601354000042,535.4695931000169,535.9697703000274,535.9697703000274,535.9697703000274,536.4913263000199,b,1,0.5145056000328623,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Threat,emotional,blue,I,b,395,15,19,b,1,0.4337569000199437,None,19,15,395,5,536.5026830999996,,,,,536.4947045000154,536.5026830999996,537.0024818000384,537.0024818000384,537.0024818000384,537.4391151000164,b,1,0.4337569000199437,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Paper,neutral,yellow,I,y,396,16,19,y,1,0.8206192999496125,None,19,16,396,15,537.4520330000087,,,,,537.4417156000272,537.4520330000087,537.9519884000183,537.9519884000183,537.9519884000183,538.7890958000207,y,1,0.8206192999496125,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Table,neutral,blue,I,b,397,17,19,b,1,0.8723235999932513,None,19,17,397,13,538.8023830000311,,,,,538.791792700009,538.8023830000311,539.3023838000372,539.3023838000372,539.3023838000372,540.189780900022,b,1,0.8723235999932513,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Chair,neutral,green,I,g,398,18,19,g,1,0.933803700027056,None,19,18,398,10,540.2023613000056,,,,,540.1923446000437,540.2023613000056,540.7024715000298,540.7024715000298,540.7024715000298,541.6402527000173,g,1,0.933803700027056,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
Stone,neutral,yellow,I,y,399,19,19,y,1,0.9275760999880731,None,19,19,399,19,541.6520253000199,,,,,541.6452885000035,541.6520253000199,542.1525233000284,542.1525233000284,542.1525233000284,543.0884571000352,y,1,0.9275760999880731,None,,,,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.0886155000189,543.1023004000308,544.0888626000378,1,001,2025-11-18_20h03.11.027,emotional stroop_untitled,,2025.1.1,59.7787230709264,2025-11-18 20h03.45.044066 +0530,
