study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytest.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,104,4,5,,,c_m_ra,Camera,new,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.231030600029044],['submit_text'],,,,,5,4,104,19,445.4216526999953,,,,,,,,445.4080230999971,445.4216526999953,445.4216526999953,445.4216526999953,0.0014919000095687807,448.6396034999634,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.231030600029044],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,105,5,5,,,ta_l_,Table,new,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.814521499967668],['submit_text'],,,,,5,5,105,15,448.65498309995746,,,,,,,,448.64114490000065,448.65498309995746,448.65498309995746,448.65498309995746,0.0014722999767400324,451.4562356999959,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.814521499967668],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,106,6,5,,,P_st_r,Poster,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.614198099996429],['submit_text'],,,,,5,6,106,9,451.4714574999525,,,,,,,,451.4578299999703,451.4714574999525,451.4714574999525,451.4714574999525,0.001523599959909916,454.0725886999862,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.614198099996429],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,107,7,5,,,c_s_io_,Cushion,old,cushion,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[5.013805800001137],['submit_text'],,,,,5,7,107,14,454.08819469995797,,,,,,,,454.07418679998955,454.08819469995797,454.08819469995797,454.08819469995797,0.0015284999972209334,459.08856239996385,cushion,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[5.013805800001137],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,108,8,5,,,ru_is,Cruise,old,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.9481198000139557],['submit_text'],,,,,5,8,108,6,459.10446889995364,,,,,,,,459.0900726999971,459.10446889995364,459.10446889995364,459.10446889995364,0.001441999978851527,462.03880209999625,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.9481198000139557],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,109,9,5,,,l_pt_p,Laptop,old,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7149124999996275],['submit_text'],,,,,5,9,109,0,462.0557313999743,,,,,,,,462.04048689996125,462.0557313999743,462.0557313999743,462.0557313999743,0.0015971999964676797,464.75599350000266,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7149124999996275],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,110,10,5,,,v_s_,Vase,new,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.582003000017721],['submit_text'],,,,,5,10,110,17,464.7712237999658,,,,,,,,464.7575348999817,464.7712237999658,464.7712237999658,464.7712237999658,0.001463000022340566,467.34011809999356,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.582003000017721],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,111,11,5,,,bo_t_e,Bottle,new,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7304943000199273],['submit_text'],,,,,5,11,111,18,467.35374059999594,,,,,,,,467.341529599973,467.35374059999594,467.35374059999594,467.35374059999594,0.0013466000091284513,470.0728337999899,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7304943000199273],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,112,12,5,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7311671000206843],['submit_text'],,,,,5,12,112,4,470.08771069999784,,,,,,,,470.0755703999894,470.08771069999784,470.08771069999784,470.08771069999784,0.0026255000266246498,472.8076167999534,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7311671000206843],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,113,13,5,,,_ha_t,Chart,old,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.162972300022375],['submit_text'],,,,,5,13,113,1,472.82065799995326,,,,,,,,472.8103481999715,472.82065799995326,472.82065799995326,472.82065799995326,0.002603899978566915,475.97457069996744,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.162972300022375],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,114,14,5,,,oo,Book,old,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.928632099996321],['submit_text'],,,,,5,14,114,13,476.004419600009,,,,,,,,475.9771324999747,476.004419600009,476.004419600009,476.004419600009,0.002402599959168583,478.907010099967,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.928632099996321],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,115,15,5,,,p_nc_l,Pencil,new,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.029757599986624],['submit_text'],,,,,5,15,115,16,478.9377373000025,,,,,,,,478.91063659999054,478.9377373000025,478.9377373000025,478.9377373000025,0.003484400047454983,481.94164589996217,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.029757599986624],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,116,16,5,,,_o_rd,Board,old,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.8941364999627694],['submit_text'],,,,,5,16,116,10,481.97147220000625,,,,,,,,481.9444617999834,481.97147220000625,481.97147220000625,481.97147220000625,0.0026513999910093844,484.83948709996184,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.8941364999627694],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,117,17,5,,,a_bl,Marble,old,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5465928000048734],['submit_text'],,,,,5,17,117,11,484.8540821999777,,,,,,,,484.8417993999901,484.8540821999777,484.8540821999777,484.8540821999777,0.0021918000420555472,487.3893139999709,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5465928000048734],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,118,18,5,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.2450601999880746],['submit_text'],,,,,5,18,118,2,487.4203786999569,,,,,,,,487.39210319996346,487.4203786999569,487.4203786999569,487.4203786999569,0.0026680000009946525,490.6378247999819,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.2450601999880746],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,119,19,5,,,P_li_e,Police,old,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.397968600038439],['submit_text'],,,,,5,19,119,7,490.6534607000067,,,,,,,,490.63938579999376,490.6534607000067,490.6534607000067,490.6534607000067,0.0014913000050000846,494.03796869999496,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.397968600038439],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,120,0,6,,,p_nc_l,Pencil,new,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.713786499982234],['submit_text'],,,,,6,0,120,16,494.0542714999756,,,,,,,,494.03973269998096,494.0542714999756,494.0542714999756,494.0542714999756,0.0017003000248223543,498.7541651999927,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.713786499982234],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,121,1,6,,,P_li_e,Police,old,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.114515900029801],['submit_text'],,,,,6,1,121,7,498.76970319997054,,,,,,,,498.755791899981,498.76970319997054,498.76970319997054,498.76970319997054,0.0015553999692201614,501.87092469999334,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.114515900029801],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,122,2,6,,,c_m_ra,Camera,new,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.116923300025519],['submit_text'],,,,,6,2,122,19,501.8861880999757,,,,,,,,501.87249619996874,501.8861880999757,501.8861880999757,501.8861880999757,0.0014989000046625733,504.9906917999615,camera,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.116923300025519],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,123,3,6,,,oo,Book,old,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.7452831999980845],['submit_text'],,,,,6,3,123,13,505.0201226999634,,,,,,,,504.99352779996116,505.0201226999634,505.0201226999634,505.0201226999634,0.002710699976887554,509.740229499992,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.7452831999980845],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,124,4,6,,,_o_rd,Board,old,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.776915300055407],['submit_text'],,,,,6,4,124,10,509.76963229995454,,,,,,,,509.74373019998893,509.76963229995454,509.76963229995454,509.76963229995454,0.0033507999614812434,514.5216220999719,chord,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.776915300055407],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,125,5,6,,,c_s_io_,Cushion,old,cushion,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.47827869997127],['submit_text'],,,,,6,5,125,14,514.5367453999934,,,,,,,,514.5244392000022,514.5367453999934,514.5367453999934,514.5367453999934,0.002705999999307096,519.0034107000101,cushion,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.47827869997127],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,126,6,6,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.2639173999777995],['submit_text'],,,,,6,6,126,4,519.0189817000064,,,,,,,,519.0054195999983,519.0189817000064,519.0189817000064,519.0189817000064,0.0019255999941378832,523.2699958999874,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.2639173999777995],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,127,7,6,,,l_pt_p,Laptop,old,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7475651999702677],['submit_text'],,,,,6,7,127,0,523.285665399977,,,,,,,,523.2715726000024,523.285665399977,523.285665399977,523.285665399977,0.0015001000137999654,526.0197892999859,laptop,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7475651999702677],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,128,8,6,,,bo_t_e,Bottle,new,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.764518300013151],['submit_text'],,,,,6,8,128,18,526.0352143999771,,,,,,,,526.0213409999851,526.0352143999771,526.0352143999771,526.0352143999771,0.0014798999764025211,528.7864997999859,bottle,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.764518300013151],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,129,9,6,,,v_s_,Vase,new,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.397861399978865],['submit_text'],,,,,6,9,129,17,528.8018493999843,,,,,,,,528.7880084000062,528.8018493999843,528.8018493999843,528.8018493999843,0.001443199987988919,531.1865072000073,vase,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.397861399978865],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,130,10,6,,,K_y_,Keys,old,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.464371400012169],['submit_text'],,,,,6,10,130,8,531.201906399976,,,,,,,,531.1879696999677,531.201906399976,531.201906399976,531.201906399976,0.0013956999755464494,533.6530058999779,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.464371400012169],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,131,11,6,,,a_bl,Marble,old,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.4807471000240184],['submit_text'],,,,,6,11,131,11,533.6685126000084,,,,,,,,533.6544973999844,533.6685126000084,533.6685126000084,533.6685126000084,0.0014242000179365277,537.1359428999713,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.4807471000240184],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,132,12,6,,,ta_l_,Table,new,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.6814724000287242],['submit_text'],,,,,6,12,132,15,537.1514664999559,,,,,,,,537.137542499986,537.1514664999559,537.1514664999559,537.1514664999559,0.0015133999986574054,537.819668399985,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.6814724000287242],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,133,13,6,,,ru_is,Cruise,old,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.36417750001419336],['submit_text'],,,,,6,13,133,6,537.8347723999759,,,,,,,,537.8212658999837,537.8347723999759,537.8347723999759,537.8347723999759,0.0015151999541558325,538.1861222999869,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.36417750001419336],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,134,14,6,,,P_st_r,Poster,old,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.2319920000154525],['submit_text'],,,,,6,14,134,9,538.201579799992,,,,,,,,538.1876975999912,538.201579799992,538.201579799992,538.201579799992,0.0014962999848648906,538.4203524999903,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.2319920000154525],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,135,15,6,,,c_s_,Case,old,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.21343049994902685],['submit_text'],,,,,6,15,135,5,538.4351809999789,,,,,,,,538.4220215000096,538.4351809999789,538.4351809999789,538.4351809999789,0.0015938000287860632,538.6360962999752,,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[0.21343049994902685],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,136,16,6,,,_ha_t,Chart,old,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.897583300014958],['submit_text'],,,,,6,16,136,1,538.6511524000089,,,,,,,,538.6375266999821,538.6511524000089,538.6511524000089,538.6511524000089,0.0013646000297740102,541.5357683000038,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.897583300014958],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,137,17,6,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.0809618000057526],['submit_text'],,,,,6,17,137,2,541.5515132999863,,,,,,,,541.5373602999607,541.5515132999863,541.5515132999863,541.5515132999863,0.0015087000210769475,544.618982999993,tshirt,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.0809618000057526],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,138,18,6,,,_ou_se,mouse,old,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3811810999759473],['submit_text'],,,,,6,18,138,3,544.63469539996,,,,,,,,544.6206163999741,544.63469539996,544.63469539996,544.63469539996,0.0015607000095769763,547.0024717999622,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3811810999759473],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,139,19,6,,,_ho_e,Phone,old,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5307281999848783],['submit_text'],,,,,6,19,139,12,547.018517999968,,,,,,,,547.0040593000012,547.018517999968,547.018517999968,547.018517999968,0.0015112000401131809,549.5354718999588,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5307281999848783],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,140,0,7,,,P_li_e,Police,old,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.931072300008964],['submit_text'],,,,,7,0,140,7,549.5511599999736,,,,,,,,549.537256999989,549.5511599999736,549.5511599999736,549.5511599999736,0.0017056000069715083,552.469010700006,police,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.931072300008964],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,141,1,7,,,_ha_t,Chart,old,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6642497000284493],['submit_text'],,,,,7,1,141,1,552.4847020999878,,,,,,,,552.470595599967,552.4847020999878,552.4847020999878,552.4847020999878,0.0015009999624453485,555.1355223999708,chart,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.6642497000284493],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,142,2,7,,,a_bl,Marble,old,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5810048999846913],['submit_text'],,,,,7,2,142,11,555.1509177999687,,,,,,,,555.1370349999634,555.1509177999687,555.1509177999687,555.1509177999687,0.0014274000423029065,557.718731299974,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.5810048999846913],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,143,3,7,,,oo,Book,old,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4987026000162587],['submit_text'],,,,,7,3,143,13,557.734268900007,,,,,,,,557.7202141999733,557.734268900007,557.734268900007,557.734268900007,0.001408000010997057,560.2195761000039,book,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4987026000162587],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,144,4,7,,,ta_l_,Table,new,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.063708100002259],['submit_text'],,,,,7,4,144,15,560.2337692999863,,,,,,,,560.2209898000001,560.2337692999863,560.2337692999863,560.2337692999863,0.001350299979094416,564.2855922000017,table,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.063708100002259],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,145,5,7,,,P_st_r,Poster,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7637324000243098],['submit_text'],,,,,7,5,145,9,564.3005308999564,,,,,,,,564.2872749000089,564.3005308999564,564.3005308999564,564.3005308999564,0.0015785000286996365,567.0517253999715,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.7637324000243098],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,146,6,7,,,_ho_e,Phone,old,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.631117400014773],['submit_text'],,,,,7,6,146,12,567.0671261999523,,,,,,,,567.053333799995,567.0671261999523,567.0671261999523,567.0671261999523,0.001528399996459484,569.6853378000087,horse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.631117400014773],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,147,7,7,,,ru_is,Cruise,old,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.213414700003341],['submit_text'],,,,,7,7,147,6,569.7004573000013,,,,,,,,569.6873952999595,569.7004573000013,569.7004573000013,569.7004573000013,0.001961000030860305,572.901540699997,cruise,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[3.213414700003341],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,148,8,7,,,_ou_se,mouse,old,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4474060999928042],['submit_text'],,,,,7,8,148,3,572.9162350999541,,,,,,,,572.9031432999764,572.9162350999541,572.9162350999541,572.9162350999541,0.0015198999899439514,575.3512560999952,mouse,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.4474060999928042],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,149,9,7,,,p_nc_l,Pencil,new,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.747812999994494],['submit_text'],,,,,7,9,149,16,575.3667845999589,,,,,,,,575.3528517999803,575.3667845999589,575.3667845999589,575.3667845999589,0.0015208999975584447,578.1013837999781,pencil,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.747812999994494],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,150,10,7,,,c_s_,Case,old,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3645996999694034],['submit_text'],,,,,7,10,150,5,578.1167532999534,,,,,,,,578.10306210001,578.1167532999534,578.1167532999534,578.1167532999534,0.0015948000364005566,580.4683819999918,case,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3645996999694034],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,151,11,7,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.063841600029264],['submit_text'],,,,,7,11,151,4,580.4832532999571,,,,,,,,580.4700578000047,580.4832532999571,580.4832532999571,580.4832532999571,0.0015930000226944685,584.5346947999788,pastry,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[4.063841600029264],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
,152,12,7,,,K_y_,Keys,old,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3637341000139713],['submit_text'],,,,,7,12,152,8,584.5498834999744,,,,,,,,584.5366890999721,584.5498834999744,584.5498834999744,584.5498834999744,0.0018919000285677612,586.9011439000024,keys,[np.float64(0.046875)],[np.float64(-0.3033854166666667)],[1],[0],[0],[2.3637341000139713],['submit_text'],,1,001,2025-10-16_16h06.55.120,untitled,,2025.1.1,60.43030000649677,2025-10-16 16h06.59.979923 +0530,
