study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytest.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Pastry,0,0,0,2.0052083333333335,1.1913356999866664,,,,,,,,,,,,0,0,0,9,,,,,0.06193949998123571,,0.038337200006935745,0.06193949998123571,0.06193949998123571,1.246018500009086,2.0052083333333335,1.1913356999866664,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Poster,1,1,0,2.0052083333333335,0.12928809999721125,,,,,,,,,,,,0,1,1,14,,,,,1.2785369000048377,,1.251817399985157,1.2785369000048377,1.2785369000048377,1.3949982000049204,2.0052083333333335,0.12928809999721125,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Chart,2,2,0,2.0052083333333335,0.12866960000246763,,,,,,,,,,,,0,2,2,6,,,,,1.427804799983278,,1.4004744000267237,1.427804799983278,1.427804799983278,1.5476602999842726,2.0052083333333335,0.12866960000246763,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
phone,3,3,0,2.0052083333333335,0.12495020002825186,,,,,,,,,,,,0,3,3,2,,,,,1.5783804000238888,,1.5543167000287212,1.5783804000238888,1.5783804000238888,1.6969128000200726,2.0052083333333335,0.12495020002825186,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Cruise,4,4,0,2.0052083333333335,0.14752539998153225,,,,,,,,,,,,0,4,4,11,,,,,1.7279656999744475,,1.699871200020425,1.7279656999744475,1.7279656999744475,1.8615428999764845,2.0052083333333335,0.14752539998153225,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
mouse,5,5,0,2.0052083333333335,0.11629490001359954,,,,,,,,,,,,0,5,5,8,,,,,1.8771886000176892,,1.864481500000693,1.8771886000176892,1.8771886000176892,1.9952013000147417,2.0052083333333335,0.11629490001359954,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
T-shirt,6,6,0,2.0052083333333335,0.1622765000211075,,,,,,,,,,,,0,6,6,7,,,,,2.0116034999955446,,2.000685299979523,2.0116034999955446,2.0116034999955446,2.1795677000191063,2.0052083333333335,0.1622765000211075,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
cushion,7,7,0,2.0052083333333335,0.13102140004048124,,,,,,,,,,,,0,7,7,1,,,,,2.1946515000308864,,2.1825521999853663,2.1946515000308864,2.1946515000308864,2.3286078000091948,2.0052083333333335,0.13102140004048124,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
book,8,8,0,2.0052083333333335,0.14759549999143928,,,,,,,,,,,,0,8,8,0,,,,,2.344060499977786,,2.3313836000161245,2.344060499977786,2.344060499977786,2.4964107000268996,2.0052083333333335,0.14759549999143928,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Keys,9,9,0,2.0052083333333335,0.14661769999656826,,,,,,,,,,,,0,9,9,13,,,,,2.5281985999899916,,2.500880000006873,2.5281985999899916,2.5281985999899916,2.6636643999954686,2.0052083333333335,0.14661769999656826,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Case,10,10,0,2.0052083333333335,0.12914459995226935,,,,,,,,,,,,0,10,10,10,,,,,2.6946883000200614,,2.668236800003797,2.6946883000200614,2.6946883000200614,2.813489100022707,2.0052083333333335,0.12914459995226935,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
board,11,11,0,2.0052083333333335,0.3096242999890819,,,,,,,,,,,,0,11,11,4,,,,,2.8443571000243537,,2.819508599990513,2.8443571000243537,2.8443571000243537,3.145568599982653,2.0052083333333335,0.3096242999890819,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
marble,12,12,0,2.0052083333333335,0.1315945999813266,,,,,,,,,,,,0,12,12,3,,,,,3.1605411000200547,,3.148586500028614,3.1605411000200547,3.1605411000200547,3.294710199988913,2.0052083333333335,0.1315945999813266,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Police,13,13,0,2.0052083333333335,0.18345670000417158,,,,,,,,,,,,0,13,13,12,,,,,3.311257300025318,,3.297707099991385,3.311257300025318,3.311257300025318,3.496917599986773,2.0052083333333335,0.18345670000417158,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Laptop,14,14,0,2.0052083333333335,0.1272651999606751,,,,,,,,,,,,0,14,14,5,,,,,3.5278420000104234,,3.5027841000119224,3.5278420000104234,3.5278420000104234,3.6476005000295117,2.0052083333333335,0.1272651999606751,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
board,15,0,1,2.0052083333333335,0.16216730000451207,,,,,,,,,,,,1,0,15,4,,,,,3.6780116999871098,,3.6511735999956727,3.6780116999871098,3.6780116999871098,3.82911619998049,2.0052083333333335,0.16216730000451207,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
T-shirt,16,1,1,2.0052083333333335,0.14744139998219907,,,,,,,,,,,,1,1,16,7,,,,,3.8438218000228517,,3.832101500011049,3.8438218000228517,3.8438218000228517,3.994829499977641,2.0052083333333335,0.14744139998219907,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
mouse,17,2,1,2.0052083333333335,0.16527870000572875,,,,,,,,,,,,1,2,17,8,,,,,4.010648700001184,,3.997692900011316,4.010648700001184,4.010648700001184,4.179803500010166,2.0052083333333335,0.16527870000572875,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
cushion,18,3,1,2.0052083333333335,0.14733669999986887,,,,,,,,,,,,1,3,18,1,,,,,4.1944775999872945,,4.182850299985148,4.1944775999872945,4.1944775999872945,4.345689299982041,2.0052083333333335,0.14733669999986887,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Pastry,19,4,1,2.0052083333333335,0.14612119999947026,,,,,,,,,,,,1,4,19,9,,,,,4.360616200021468,,4.349243499978911,4.360616200021468,4.360616200021468,4.511824199988041,2.0052083333333335,0.14612119999947026,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
phone,20,5,1,2.0052083333333335,0.13107629999285564,,,,,,,,,,,,1,5,20,2,,,,,4.527089899987914,,4.514678200008348,4.527089899987914,4.527089899987914,4.66268680000212,2.0052083333333335,0.13107629999285564,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Chart,21,6,1,2.0052083333333335,0.1314031000365503,,,,,,,,,,,,1,6,21,6,,,,,4.67733540001791,,4.665635699988343,4.67733540001791,4.67733540001791,4.812305100029334,2.0052083333333335,0.1314031000365503,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Police,22,7,1,2.0052083333333335,0.16481849999399856,,,,,,,,,,,,1,7,22,12,,,,,4.827733299985994,,4.815162600018084,4.827733299985994,4.827733299985994,4.995800099975895,2.0052083333333335,0.16481849999399856,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Keys,23,8,1,2.0052083333333335,0.13121969997882843,,,,,,,,,,,,1,8,23,13,,,,,5.010735600022599,,4.998557500017341,5.010735600022599,5.010735600022599,5.145027099992149,2.0052083333333335,0.13121969997882843,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
book,24,9,1,2.0052083333333335,0.1482215000432916,,,,,,,,,,,,1,9,24,0,,,,,5.161253400030546,,5.147671399987303,5.161253400030546,5.161253400030546,5.311825499986298,2.0052083333333335,0.1482215000432916,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
marble,25,10,1,2.0052083333333335,0.16549849999137223,,,,,,,,,,,,1,10,25,3,,,,,5.327262900013011,,5.314795200014487,5.327262900013011,5.327262900013011,5.495430200011469,2.0052083333333335,0.16549849999137223,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Cruise,26,11,1,2.0052083333333335,0.14732879999792203,,,,,,,,,,,,1,11,26,11,,,,,5.510990799986757,,5.498403000005055,5.510990799986757,5.510990799986757,5.663034799974412,2.0052083333333335,0.14732879999792203,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Poster,27,12,1,2.0052083333333335,0.1626922999857925,,,,,,,,,,,,1,12,27,14,,,,,5.677382200025022,,5.666000700031873,5.677382200025022,5.677382200025022,5.846068800019566,2.0052083333333335,0.1626922999857925,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Laptop,28,13,1,2.0052083333333335,0.14622579998103902,,,,,,,,,,,,1,13,28,5,,,,,5.8607917000190355,,5.849555600027088,5.8607917000190355,5.8607917000190355,6.011487499985378,2.0052083333333335,0.14622579998103902,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Case,29,14,1,2.0052083333333335,0.132483699999284,,,,,,,,,,,,1,14,29,10,,,,,6.027482500008773,,6.0143676000298,6.027482500008773,6.027482500008773,6.161754000000656,2.0052083333333335,0.132483699999284,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
book,30,0,2,2.0052083333333335,0.14803789998404682,,,,,,,,,,,,2,0,30,0,,,,,6.178664100007154,,6.164690000005066,6.178664100007154,6.178664100007154,6.328365700028371,2.0052083333333335,0.14803789998404682,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Case,31,1,2,2.0052083333333335,0.14772800001082942,,,,,,,,,,,,2,1,31,10,,,,,6.3442919999943115,,6.331902100006118,6.3442919999943115,6.3442919999943115,6.49558500002604,2.0052083333333335,0.14772800001082942,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Poster,32,2,2,2.0052083333333335,0.18252059997757897,,,,,,,,,,,,2,2,32,14,,,,,6.510804400022607,,6.4984459999832325,6.510804400022607,6.510804400022607,6.697162800002843,2.0052083333333335,0.18252059997757897,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
phone,33,3,2,2.0052083333333335,0.12914150004507974,,,,,,,,,,,,2,3,33,2,,,,,6.726771400019061,,6.700193600030616,6.726771400019061,6.726771400019061,6.8460308000212535,2.0052083333333335,0.12914150004507974,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Police,34,4,2,2.0052083333333335,0.14702670002589002,,,,,,,,,,,,2,4,34,12,,,,,6.876655799977016,,6.849405399989337,6.876655799977016,6.876655799977016,7.011807799979579,2.0052083333333335,0.14702670002589002,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
T-shirt,35,5,2,2.0052083333333335,0.1638194999541156,,,,,,,,,,,,2,5,35,7,,,,,7.027123700012453,,7.014735599979758,7.027123700012453,7.027123700012453,7.194636300031561,2.0052083333333335,0.1638194999541156,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Chart,36,6,2,2.0052083333333335,0.18221679999260232,,,,,,,,,,,,2,6,36,6,,,,,7.210507399984635,,7.197708200023044,7.210507399984635,7.210507399984635,7.395120300003327,2.0052083333333335,0.18221679999260232,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Cruise,37,7,2,2.0052083333333335,0.13126589998137206,,,,,,,,,,,,2,7,37,11,,,,,7.411237900028937,,7.398189699975774,7.411237900028937,7.411237900028937,7.5454444999923,2.0052083333333335,0.13126589998137206,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Pastry,38,8,2,2.0052083333333335,0.13011099997675046,,,,,,,,,,,,2,8,38,9,,,,,7.5604771000216715,,7.5489625000045635,7.5604771000216715,7.5604771000216715,7.694889399979729,2.0052083333333335,0.13011099997675046,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Keys,39,9,2,2.0052083333333335,0.1651475999969989,,,,,,,,,,,,2,9,39,13,,,,,7.710470699996222,,7.697616500023287,7.710470699996222,7.710470699996222,7.878529199981131,2.0052083333333335,0.1651475999969989,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
marble,40,10,2,2.0052083333333335,0.1474702999694273,,,,,,,,,,,,2,10,40,3,,,,,7.894184099975973,,7.881733499991242,7.894184099975973,7.894184099975973,8.046242500015069,2.0052083333333335,0.1474702999694273,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
board,41,11,2,2.0052083333333335,0.1635336999897845,,,,,,,,,,,,2,11,41,4,,,,,8.06020060001174,,8.049318699981086,8.06020060001174,8.06020060001174,8.228433099982794,2.0052083333333335,0.1635336999897845,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
cushion,42,12,2,2.0052083333333335,0.1467174999997951,,,,,,,,,,,,2,12,42,1,,,,,8.24397880001925,,8.23171890003141,8.24397880001925,8.24397880001925,8.395534400013275,2.0052083333333335,0.1467174999997951,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
mouse,43,13,2,2.0052083333333335,0.14788960001897067,,,,,,,,,,,,2,13,43,8,,,,,8.410413899982814,,8.398421799996868,8.410413899982814,8.410413899982814,8.562090300023556,2.0052083333333335,0.14788960001897067,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Laptop,44,14,2,2.0052083333333335,0.1797634999966249,,,,,,,,,,,,2,14,44,5,,,,,8.577424100018106,,8.565831699990667,8.577424100018106,8.577424100018106,8.761934500013012,2.0052083333333335,0.1797634999966249,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
T-shirt,45,0,3,2.0052083333333335,0.1825622000033036,,,,,,,,,,,,3,0,45,7,,,,,8.777369900024496,,8.765357700001914,8.777369900024496,8.777369900024496,8.961778600001708,2.0052083333333335,0.1825622000033036,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Police,46,1,3,2.0052083333333335,0.1479218999738805,,,,,,,,,,,,3,1,46,12,,,,,8.976891300000716,,8.964692500012461,8.976891300000716,8.976891300000716,9.128409299999475,2.0052083333333335,0.1479218999738805,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
marble,47,2,3,2.0052083333333335,0.18090310000116006,,,,,,,,,,,,3,2,47,3,,,,,9.143760000006296,,9.132114199979696,9.143760000006296,9.143760000006296,9.328660700004548,2.0052083333333335,0.18090310000116006,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
cushion,48,3,3,2.0052083333333335,0.1636844999738969,,,,,,,,,,,,3,3,48,1,,,,,9.345409300003666,,9.332152599992696,9.345409300003666,9.345409300003666,9.511626999999862,2.0052083333333335,0.1636844999738969,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Chart,49,4,3,2.0052083333333335,0.16481530002783984,,,,,,,,,,,,3,4,49,6,,,,,9.527277100016363,,9.515213200007565,9.527277100016363,9.527277100016363,9.69501309999032,2.0052083333333335,0.16481530002783984,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
board,50,5,3,2.0052083333333335,0.16506019997177646,,,,,,,,,,,,3,5,50,4,,,,,9.71011390001513,,9.697977999981958,9.71011390001513,9.71011390001513,9.880338400020264,2.0052083333333335,0.16506019997177646,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Keys,51,6,3,2.0052083333333335,0.16362520004622638,,,,,,,,,,,,3,6,51,13,,,,,9.893447000009473,,9.883047399984207,9.893447000009473,9.893447000009473,10.06241760001285,2.0052083333333335,0.16362520004622638,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Laptop,52,7,3,2.0052083333333335,0.1643047000397928,,,,,,,,,,,,3,7,52,5,,,,,10.077562300022691,,10.0652737999917,10.077562300022691,10.077562300022691,10.245304799987935,2.0052083333333335,0.1643047000397928,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Cruise,53,8,3,2.0052083333333335,0.16538659995421767,,,,,,,,,,,,3,8,53,11,,,,,10.261045299994294,,10.248578099999577,10.261045299994294,10.261045299994294,10.4278745999909,2.0052083333333335,0.16538659995421767,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Poster,54,9,3,2.0052083333333335,0.165104900021106,,,,,,,,,,,,3,9,54,14,,,,,10.443700900010299,,10.430821800022386,10.443700900010299,10.443700900010299,10.611839000019245,2.0052083333333335,0.165104900021106,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
phone,55,10,3,2.0052083333333335,0.16499199997633696,,,,,,,,,,,,3,10,55,2,,,,,10.643163100001402,,10.615894999995362,10.643163100001402,10.643163100001402,10.81149930000538,2.0052083333333335,0.16499199997633696,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Case,56,11,3,2.0052083333333335,0.1642782999551855,,,,,,,,,,,,3,11,56,10,,,,,10.827803099993616,,10.81466019997606,10.827803099993616,10.827803099993616,10.995503899990581,2.0052083333333335,0.1642782999551855,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
mouse,57,12,3,2.0052083333333335,0.16379999998025596,,,,,,,,,,,,3,12,57,8,,,,,11.010421100014355,,10.998633200011682,11.010421100014355,11.010421100014355,11.179349499987438,2.0052083333333335,0.16379999998025596,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
book,58,13,3,2.0052083333333335,0.16366580000612885,,,,,,,,,,,,3,13,58,0,,,,,11.19375229999423,,11.182049499999266,11.19375229999423,11.19375229999423,11.362343100016005,2.0052083333333335,0.16366580000612885,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Pastry,59,14,3,2.0052083333333335,0.1635891999467276,,,,,,,,,,,,3,14,59,9,,,,,11.377335500030313,,11.365326899976935,11.377335500030313,11.377335500030313,11.54495000001043,2.0052083333333335,0.1635891999467276,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Chart,60,0,4,2.0052083333333335,0.18153470003744587,,,,,,,,,,,,4,0,60,6,,,,,11.56054109998513,,11.547798299987335,11.56054109998513,11.56054109998513,11.744586399989203,2.0052083333333335,0.18153470003744587,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
T-shirt,61,1,4,2.0052083333333335,0.16571480000857264,,,,,,,,,,,,4,1,61,7,,,,,11.760822499985807,,11.747493300004862,11.760822499985807,11.760822499985807,11.928352200018708,2.0052083333333335,0.16571480000857264,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
cushion,62,2,4,2.0052083333333335,0.16407559998333454,,,,,,,,,,,,4,2,62,1,,,,,11.945908399997279,,11.931580299977213,11.945908399997279,11.945908399997279,12.11111629998777,2.0052083333333335,0.16407559998333454,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Laptop,63,3,4,2.0052083333333335,0.16511480003828183,,,,,,,,,,,,4,3,63,5,,,,,12.127226000011433,,12.115232500014827,12.127226000011433,12.127226000011433,12.294932399992831,2.0052083333333335,0.16511480003828183,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Keys,64,4,4,2.0052083333333335,0.16394170001149178,,,,,,,,,,,,4,4,64,13,,,,,12.310579799988773,,12.297714399988763,12.310579799988773,12.310579799988773,12.477800599997863,2.0052083333333335,0.16394170001149178,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
mouse,65,5,4,2.0052083333333335,0.16419439995661378,,,,,,,,,,,,4,5,65,8,,,,,12.493375000020023,,12.480889099999331,12.493375000020023,12.493375000020023,12.662522899976466,2.0052083333333335,0.16419439995661378,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
phone,66,6,4,2.0052083333333335,0.16325759998289868,,,,,,,,,,,,4,6,66,2,,,,,12.676860500010662,,12.665595999977086,12.676860500010662,12.676860500010662,12.845867299998645,2.0052083333333335,0.16325759998289868,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Cruise,67,7,4,2.0052083333333335,0.1639143999782391,,,,,,,,,,,,4,7,67,11,,,,,12.86068109999178,,12.84874609997496,12.86068109999178,12.86068109999178,13.028479699976742,2.0052083333333335,0.1639143999782391,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
board,68,8,4,2.0052083333333335,0.18084210000233725,,,,,,,,,,,,4,8,68,4,,,,,13.043491500022355,,13.031281700008549,13.043491500022355,13.043491500022355,13.228545500023756,2.0052083333333335,0.18084210000233725,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Poster,69,9,4,2.0052083333333335,0.16480500000761822,,,,,,,,,,,,4,9,69,14,,,,,13.244144900003448,,13.23155189998215,13.244144900003448,13.244144900003448,13.411943999992218,2.0052083333333335,0.16480500000761822,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
marble,70,10,4,2.0052083333333335,0.16430910001508892,,,,,,,,,,,,4,10,70,3,,,,,13.427157600002829,,13.41480650001904,13.427157600002829,13.427157600002829,13.59655349998502,2.0052083333333335,0.16430910001508892,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Police,71,11,4,2.0052083333333335,0.1793572999886237,,,,,,,,,,,,4,11,71,12,,,,,13.627148900006432,,13.599775800015777,13.627148900006432,13.627148900006432,13.795911099994555,2.0052083333333335,0.1793572999886237,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
Case,72,12,4,2.0052083333333335,0.17926980002084747,,,,,,,,,,,,4,12,72,10,,,,,13.809941000014078,,13.799056000018027,13.809941000014078,13.809941000014078,13.995709799986798,2.0052083333333335,0.17926980002084747,,,,,,,,,,,,,,,,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
