study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,test_textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Studytest.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,test_textbox.started,submit_text.started,testmouse.started,test.stopped,trials_2.test_textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,text_2.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,105,5,5,,,ru_is,Cruise,old,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[1.1105101000284776],['submit_text'],,,,,5,5,105,6,409.61183850001544,,,,,,,,409.58503209997434,409.61183850001544,409.61183850001544,409.61183850001544,0.003114699968136847,410.69640650000656,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[1.1105101000284776],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,106,6,5,,,_o_rd,Board,old,board,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.631941100000404],['submit_text'],,,,,5,6,106,10,410.7110183999757,,,,,,,,410.6991155000287,410.7110183999757,410.7110183999757,410.7110183999757,0.0025830999948084354,414.3320229999954,board,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.631941100000404],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,107,7,5,,,bo_t_e,Bottle,new,bottle,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.678325999993831],['submit_text'],,,,,5,7,107,18,414.3619635999785,,,,,,,,414.3354218000313,414.3619635999785,414.3619635999785,414.3619635999785,0.003280899953097105,417.01473509997595,bottle,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.678325999993831],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,108,8,5,,,p_nc_l,Pencil,new,pencil,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.578890699951444],['submit_text'],,,,,5,8,108,16,417.04561620001914,,,,,,,,417.0182064999826,417.04561620001914,417.04561620001914,417.04561620001914,0.0033604000345803797,419.5983100000303,pencil,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.578890699951444],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,109,9,5,,,_ou_se,mouse,old,mouse,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.527494999987539],['submit_text'],,,,,5,9,109,3,419.62843699997757,,,,,,,,419.60192819999065,419.62843699997757,419.62843699997757,419.62843699997757,0.0034272000193595886,422.1305750000174,mouse,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.527494999987539],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,110,10,5,,,c_m_ra,Camera,new,camera,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.731325900007505],['submit_text'],,,,,5,10,110,19,422.1619308000081,,,,,,,,422.1335748999845,422.1619308000081,422.1619308000081,422.1619308000081,0.0028439000016078353,424.86601150000934,camera,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.731325900007505],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,111,11,5,,,c_s_,Case,old,case,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.260976199992001],['submit_text'],,,,,5,11,111,5,424.8946680999943,,,,,,,,424.869489100005,424.8946680999943,424.8946680999943,424.8946680999943,0.003350399958435446,427.13148669997463,case,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.260976199992001],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,112,12,5,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.2121763000031933],['submit_text'],,,,,5,12,112,2,427.16143089998513,,,,,,,,427.1341664000065,427.16143089998513,427.16143089998513,427.16143089998513,0.0025597999920137227,430.3475402999902,tshirt,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.2121763000031933],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,113,13,5,,,K_y_,Keys,old,keys,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.179678899992723],['submit_text'],,,,,5,13,113,8,430.3781673000194,,,,,,,,430.35017789999256,430.3781673000194,430.3781673000194,430.3781673000194,0.0024961999733932316,432.5309318000218,keys,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.179678899992723],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,114,14,5,,,_ha_t,Chart,old,chart,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.6785776000469923],['submit_text'],,,,,5,14,114,1,432.56123549997574,,,,,,,,432.5335719999857,432.56123549997574,432.56123549997574,432.56123549997574,0.0025221999967470765,435.2133018000168,chart,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.6785776000469923],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,115,15,5,,,a_bl,Marble,old,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.446762600040529],['submit_text'],,,,,5,15,115,11,435.24438400001964,,,,,,,,435.2165439000237,435.24438400001964,435.24438400001964,435.24438400001964,0.0031128000118769705,437.66434750001645,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.446762600040529],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,116,16,5,,,l_pt_p,Laptop,old,laptop,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.5466177000198513],['submit_text'],,,,,5,16,116,0,437.6941867999849,,,,,,,,437.6669648999814,437.6941867999849,437.6941867999849,437.6941867999849,0.002501400012988597,440.21467210003175,laptop,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.5466177000198513],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,117,17,5,,,v_s_,Vase,new,vase,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.379202499985695],['submit_text'],,,,,5,17,117,17,440.2438603999908,,,,,,,,440.2172478000284,440.2438603999908,440.2438603999908,440.2438603999908,0.0024606999941170216,442.59749229997396,vase,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.379202499985695],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,118,18,5,,,_ho_e,Phone,old,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.676635400042869],['submit_text'],,,,,5,18,118,12,442.62762360001216,,,,,,,,442.60012620000634,442.62762360001216,442.62762360001216,442.62762360001216,0.0025151000008918345,445.27762359997723,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.676635400042869],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,119,19,5,,,c_s_io_,Cushion,old,cushion,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.8487833000253886],['submit_text'],,,,,5,19,119,14,445.2925594000262,,,,,,,,445.2800457000267,445.2925594000262,445.2925594000262,445.2925594000262,0.002320400031749159,448.129875499988,cushion,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.8487833000253886],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,120,0,6,,,_ou_se,mouse,old,mouse,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.89661039999919],['submit_text'],,,,,6,0,120,3,448.16052269999636,,,,,,,,448.1332286000252,448.16052269999636,448.16052269999636,448.16052269999636,0.0032404999947175384,451.0310344999889,mouse,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.89661039999919],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,121,1,6,,,K_y_,Keys,old,keys,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.7494812999502756],['submit_text'],,,,,6,1,121,8,451.0603228000109,,,,,,,,451.03391709999414,451.0603228000109,451.0603228000109,451.0603228000109,0.002737600007094443,453.7849224000238,keys,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.7494812999502756],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,122,2,6,,,P_li_e,Police,old,police,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.568797399988398],['submit_text'],,,,,6,2,122,7,453.81018610001775,,,,,,,,453.7917921000044,453.81018610001775,453.81018610001775,453.81018610001775,0.006674800009932369,456.3619650999899,police,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.568797399988398],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,123,3,6,,,c_s_io_,Cushion,old,cushion,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.781932700017933],['submit_text'],,,,,6,3,123,14,456.391903700016,,,,,,,,456.36494830000447,456.391903700016,456.391903700016,456.391903700016,0.0028623000252991915,459.1482271000277,cushion,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.781932700017933],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,124,4,6,,,p_nc_l,Pencil,new,pencil,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.8951784999808297],['submit_text'],,,,,6,4,124,16,459.1798302999814,,,,,,,,459.15121189999627,459.1798302999814,459.1798302999814,459.1798302999814,0.0028345000464469194,463.0477172000101,pencil,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.8951784999808297],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,125,5,6,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.9116974999778904],['submit_text'],,,,,6,5,125,2,463.0767674000235,,,,,,,,463.0506355999969,463.0767674000235,463.0767674000235,463.0767674000235,0.002779000031296164,465.96356030000607,tshirt,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.9116974999778904],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,126,6,6,,,_ha_t,Chart,old,chart,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.6953616999671794],['submit_text'],,,,,6,6,126,1,465.9930824000039,,,,,,,,465.96650979999686,465.9930824000039,465.9930824000039,465.9930824000039,0.002795300038997084,468.66311090003,chart,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.6953616999671794],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,127,7,6,,,v_s_,Vase,new,vase,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.5472821000148542],['submit_text'],,,,,6,7,127,17,468.6930938999867,,,,,,,,468.666037100018,468.6930938999867,468.6930938999867,468.6930938999867,0.002789399994071573,471.2144559000153,vase,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.5472821000148542],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,128,8,6,,,c_s_,Case,old,case,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.577627599996049],['submit_text'],,,,,6,8,128,5,471.24348459998146,,,,,,,,471.2170393000124,471.24348459998146,471.24348459998146,471.24348459998146,0.0024406000156886876,473.79577349999454,case,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.577627599996049],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,129,9,6,,,ta_l_,Table,new,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.41505369998049],['submit_text'],,,,,6,9,129,15,473.827068899991,,,,,,,,473.79846860002726,473.827068899991,473.827068899991,473.827068899991,0.002579400024842471,476.2146613000077,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.41505369998049],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,130,10,6,,,l_pt_p,Laptop,old,laptop,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.5450815000222065],['submit_text'],,,,,6,10,130,0,476.2449526999844,,,,,,,,476.21777909999946,476.2449526999844,476.2449526999844,476.2449526999844,0.0030023999861441553,478.7641538999742,laptop,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.5450815000222065],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,131,11,6,,,_o_rd,Board,old,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[1.4605868000071496],['submit_text'],,,,,6,11,131,10,478.7962052000221,,,,,,,,478.7669629000011,478.7962052000221,478.7962052000221,478.7962052000221,0.0026712999679148197,480.22847859998,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[1.4605868000071496],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,132,12,6,,,bo_t_e,Bottle,new,bottle,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.2660701000131667],['submit_text'],,,,,6,12,132,18,480.2618152999785,,,,,,,,480.23098370002117,480.2618152999785,480.2618152999785,480.2618152999785,0.0023919999948702753,483.4981702999794,bottle,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.2660701000131667],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,133,13,6,,,c_m_ra,Camera,new,camera,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.1438221999560483],['submit_text'],,,,,6,13,133,19,483.52675610000733,,,,,,,,483.50104850000935,483.52675610000733,483.52675610000733,483.52675610000733,0.002735000045504421,486.6458222999936,camera,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.1438221999560483],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,134,14,6,,,oo,Book,old,book,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.478329700010363],['submit_text'],,,,,6,14,134,13,486.6749212000286,,,,,,,,486.64786690002074,486.6749212000286,486.6749212000286,486.6749212000286,0.001940299989655614,489.1271435000235,book,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.478329700010363],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,135,15,6,,,a_bl,Marble,old,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.450125300034415],['submit_text'],,,,,6,15,135,11,489.14160730002914,,,,,,,,489.1294348000083,489.14160730002914,489.14160730002914,489.14160730002914,0.002172999957110733,491.58071339997696,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.450125300034415],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,136,16,6,,,ru_is,Cruise,old,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[0.991222899989225],['submit_text'],,,,,6,16,136,6,491.6111517000245,,,,,,,,491.58364169998094,491.6111517000245,491.6111517000245,491.6111517000245,0.0027860000263899565,492.5758096000063,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[0.991222899989225],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,137,17,6,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.500252600002568],['submit_text'],,,,,6,17,137,4,492.5909979999997,,,,,,,,492.5783340000198,492.5909979999997,492.5909979999997,492.5909979999997,0.0024216000456362963,495.07974860002287,pastry,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.500252600002568],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,138,18,6,,,_ho_e,Phone,old,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.260219599993434],['submit_text'],,,,,6,18,138,12,495.11179140000604,,,,,,,,495.0823459000094,495.11179140000604,495.11179140000604,495.11179140000604,0.002474800043273717,498.34350870002527,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.260219599993434],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,139,19,6,,,P_st_r,Poster,old,poster,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[5.063680100021884],['submit_text'],,,,,6,19,139,9,498.3577962000272,,,,,,,,498.3459445000044,498.3577962000272,498.3577962000272,498.3577962000272,0.002307099988684058,503.4109408999793,poster,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[5.063680100021884],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,140,0,7,,,c_s_io_,Cushion,old,cushion,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.843521900009364],['submit_text'],,,,,7,0,140,14,503.4425263000303,,,,,,,,503.41402800002834,503.4425263000303,503.4425263000303,503.4425263000303,0.002949699992313981,506.2586184000247,cushion,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.843521900009364],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,141,1,7,,,p_nc_l,Pencil,new,pencil,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.7487083000014536],['submit_text'],,,,,7,1,141,16,506.2735271999845,,,,,,,,506.26134369999636,506.2735271999845,506.2735271999845,506.2735271999845,0.0026073000044561923,510.0110149999964,pencil,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.7487083000014536],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,142,2,7,,,ru_is,Cruise,old,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[1.1129783000214957],['submit_text'],,,,,7,2,142,6,510.03968879999593,,,,,,,,510.0138426999911,510.03968879999593,510.03968879999593,510.03968879999593,0.0027480999706313014,511.1278532000142,,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[1.1129783000214957],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,143,3,7,,,T_hi_t,Tshirt,old,tshirt,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.6114414999610744],['submit_text'],,,,,7,3,143,2,511.15820250002434,,,,,,,,511.1309698999976,511.15820250002434,511.15820250002434,511.15820250002434,0.0030143000185489655,513.7436382999877,tshirt,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.6114414999610744],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,144,4,7,,,_ha_t,Chart,old,chart,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.8276608999585733],['submit_text'],,,,,7,4,144,1,513.774754300015,,,,,,,,513.7462851000018,513.774754300015,513.774754300015,513.774754300015,0.0025200999807566404,516.57491939998,chart,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.8276608999585733],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,145,5,7,,,_o_rd,Board,old,board,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.632146999996621],['submit_text'],,,,,7,5,145,10,516.5899611000204,,,,,,,,516.5771986999898,516.5899611000204,516.5899611000204,516.5899611000204,0.0021767999860458076,520.2107251000125,board,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.632146999996621],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,146,6,7,,,_ou_se,mouse,old,mouse,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.4777700999984518],['submit_text'],,,,,7,6,146,3,520.2414791000192,,,,,,,,520.2145204999833,520.2414791000192,520.2414791000192,520.2414791000192,0.0036000999971292913,522.6936888999771,mouse,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.4777700999984518],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,147,7,7,,,bo_t_e,Bottle,new,bottle,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.648360999999568],['submit_text'],,,,,7,7,147,18,522.7245901999995,,,,,,,,522.6965547000291,522.7245901999995,522.7245901999995,522.7245901999995,0.002722299948800355,525.3461488999892,bottle,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.648360999999568],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,148,8,7,,,P_as_tr_,Pastry,old,pastry,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.0933775000157766],['submit_text'],,,,,7,8,148,4,525.3768596000155,,,,,,,,525.3495230000117,525.3768596000155,525.3768596000155,525.3768596000155,0.003249800007324666,528.4441425999976,pastry,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[3.0933775000157766],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,149,9,7,,,oo,Book,old,book,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.295437299995683],['submit_text'],,,,,7,9,149,13,528.4743569000275,,,,,,,,528.4466944999876,528.4743569000275,528.4743569000275,528.4743569000275,0.0024093000101856887,530.7434021999943,book,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.295437299995683],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,150,10,7,,,a_bl,Marble,old,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.329662100004498],['submit_text'],,,,,7,10,150,11,530.7741522000288,,,,,,,,530.7464928000118,530.7741522000288,530.7741522000288,530.7741522000288,0.0029851000290364027,533.0774291999987,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.329662100004498],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,151,11,7,,,ta_l_,Table,new,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.3140946999774314],['submit_text'],,,,,7,11,151,15,533.1073447000235,,,,,,,,533.0800130999996,533.1073447000235,533.1073447000235,533.1073447000235,0.0024556000134907663,535.3955690999865,table,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.3140946999774314],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
,152,12,7,,,c_s_,Case,old,case,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.9249718000064604],['submit_text'],,,,,7,12,152,5,535.4240984999924,,,,,,,,535.3982714000158,535.4240984999924,535.4240984999924,535.4240984999924,0.0025616000057198107,538.3243482999969,case,[np.float64(0.12630208333333334)],[np.float64(-0.2864583333333333)],[1],[0],[0],[2.9249718000064604],['submit_text'],,4,001,2025-10-16_16h59.44.869,untitled,,2025.1.1,59.99437253389583,2025-10-16 16h59.50.088672 +0530,
