word,word_type,color,stim_condition,correct_resp,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instr_text.started,Instructions.stopped,trial.started,fixation.started,fixation.stopped,word_stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,word_stim.stopped,Thanks.started,text.started,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Table,neutral,blue,I,b,98,18,4,b,1,0.42361409997101873,None,4,18,98,13,137.42340889998013,,,,,137.41368430003058,137.42340889998013,137.9232377000153,137.9232377000153,137.9232377000153,138.360210200015,b,1,0.42361409997101873,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Garden,neutral,red,I,r,99,19,4,r,1,0.5652886999887414,None,4,19,99,16,138.37312720000045,,,,,138.36269869998796,138.37312720000045,138.8729958999902,138.8729958999902,138.8729958999902,139.4445883000153,r,1,0.5652886999887414,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Threat,emotional,blue,I,b,100,0,5,b,1,0.5170363000361249,None,5,0,100,5,139.4566004999797,,,,,139.44810869998764,139.4566004999797,139.95633289997932,139.95633289997932,139.95633289997932,140.4766091000056,b,1,0.5170363000361249,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Death,emotional,green,I,g,101,1,5,g,1,0.5890339000034146,None,5,1,101,2,140.48974140000064,,,,,140.47933699999703,140.48974140000064,140.9901970999781,140.9901970999781,140.9901970999781,141.5935569999856,g,1,0.5890339000034146,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Stone,neutral,yellow,I,y,102,2,5,y,1,0.5035048000281677,None,5,2,102,19,141.60683940001763,,,,,141.5962849999778,141.60683940001763,142.10638870002003,142.10638870002003,142.10638870002003,142.61084799998207,y,1,0.5035048000281677,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Window,neutral,red,I,r,103,3,5,r,1,0.7141945000039414,None,5,3,103,12,142.62299689999782,,,,,142.6137281000265,142.62299689999782,143.1232931999839,143.1232931999839,143.1232931999839,143.84457050001947,r,1,0.7141945000039414,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Book,neutral,blue,I,b,104,4,5,b,1,0.7985592000186443,None,5,4,104,17,143.85640540003078,,,,,143.84784390003188,143.85640540003078,144.35650150000583,144.35650150000583,144.35650150000583,145.16069019999122,b,1,0.7985592000186443,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Fear,emotional,red,C,r,105,5,5,r,1,0.7429892999934964,None,5,5,105,0,145.17362299998058,,,,,145.16331779997563,145.17362299998058,145.67416900000535,145.67416900000535,145.67416900000535,146.42655550001655,r,1,0.7429892999934964,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Bottle,neutral,yellow,I,y,106,6,5,y,1,0.9985852999961935,None,5,6,106,11,146.4394797999994,,,,,146.42961450002622,146.4394797999994,146.93936389998998,146.93936389998998,146.93936389998998,147.94425180001417,y,1,0.9985852999961935,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pain,emotional,blue,I,b,107,7,5,b,1,0.9318088000291027,None,5,7,107,1,147.9561049999902,,,,,147.94669449998764,147.9561049999902,148.45610640000086,148.45610640000086,148.45610640000086,149.39327170001343,b,1,0.9318088000291027,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Panic,emotional,yellow,I,y,108,8,5,y,1,0.8846018999465741,None,5,8,108,3,149.4065574000124,,,,,149.3959993000026,149.4065574000124,149.90674970002146,149.90674970002146,149.90674970002146,150.7929113000282,y,1,0.8846018999465741,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Garden,neutral,red,I,r,109,9,5,r,1,0.5971377000096254,None,5,9,109,16,150.80680429999484,,,,,150.79557469999418,150.80680429999484,151.3063563000178,151.3063563000178,151.3063563000178,151.90998130000662,r,1,0.5971377000096254,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Table,neutral,blue,I,b,110,10,5,b,1,0.6529351999633946,None,5,10,110,13,151.92264619999332,,,,,151.91259620001074,151.92264619999332,152.42262650001794,152.42262650001794,152.42262650001794,153.0784564000205,b,1,0.6529351999633946,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pencil,neutral,green,I,g,111,11,5,g,1,0.488226699992083,None,5,11,111,14,153.09060940000927,,,,,153.0822954000323,153.09060940000927,153.58949689997826,153.58949689997826,153.58949689997826,154.0927578000119,g,1,0.488226699992083,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Sadness,emotional,yellow,I,y,112,12,5,y,1,0.7068997999886051,None,5,12,112,7,154.1057416999829,,,,,154.09571600001073,154.1057416999829,154.6059113999945,154.6059113999945,154.6059113999945,155.32601800002158,y,1,0.7068997999886051,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Abuse,emotional,red,C,r,113,13,5,r,1,0.8619515000027604,None,5,13,113,4,155.33902389998548,,,,,155.3289700000314,155.33902389998548,155.83894980000332,155.83894980000332,155.83894980000332,156.70920189999742,r,1,0.8619515000027604,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Injury,emotional,green,I,g,114,14,5,g,1,0.8631231999606825,None,5,14,114,6,156.72240119997878,,,,,156.71203960001003,156.72240119997878,157.22282989998348,157.22282989998348,157.22282989998348,158.0932623000117,g,1,0.8631231999606825,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Anger,emotional,red,C,r,115,15,5,r,1,0.7025747000006959,None,5,15,115,8,158.10592529998394,,,,,158.0962246999843,158.10592529998394,158.60547359997872,158.60547359997872,158.60547359997872,159.30939409998246,r,1,0.7025747000006959,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Paper,neutral,yellow,I,y,116,16,5,y,1,0.6991092000389472,None,5,16,116,15,159.32292710000183,,,,,159.31243009999162,159.32292710000183,159.8222043000278,159.8222043000278,159.8222043000278,160.52642509998986,y,1,0.6991092000389472,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Violence,emotional,blue,I,b,117,17,5,b,1,0.8196566000115126,None,5,17,117,9,160.54059400002006,,,,,160.52916039997945,160.54059400002006,161.0391822999809,161.0391822999809,161.0391822999809,161.86012030002894,b,1,0.8196566000115126,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Chair,neutral,green,I,g,118,18,5,r,0,0.6473296000040136,None,5,18,118,10,161.87309639999876,,,,,161.8633797999937,161.87309639999876,162.3727553000208,162.3727553000208,162.3727553000208,163.02729320002254,r,0,0.6473296000040136,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Road,neutral,green,I,g,119,19,5,g,1,0.8966709999949671,None,5,19,119,18,163.0390651000198,,,,,163.03146460000426,163.0390651000198,163.53884739999194,163.53884739999194,163.53884739999194,164.44325890002074,g,1,0.8966709999949671,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Sadness,emotional,yellow,I,y,120,0,6,y,1,0.752083599974867,None,6,0,120,7,164.4559089000104,,,,,164.44593639997765,164.4559089000104,164.95586609997554,164.95586609997554,164.95586609997554,165.71057749999454,y,1,0.752083599974867,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Anger,emotional,red,C,r,121,1,6,r,1,0.6936728000291623,None,6,1,121,8,165.722290900012,,,,,165.71327090001432,165.722290900012,166.22304860001896,166.22304860001896,166.22304860001896,166.9253018000163,r,1,0.6936728000291623,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Table,neutral,blue,I,b,122,2,6,b,1,0.9031474000075832,None,6,2,122,13,166.9389784000232,,,,,166.9279227000079,166.9389784000232,167.4394816000131,167.4394816000131,167.4394816000131,168.34357450000243,b,1,0.9031474000075832,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Garden,neutral,red,I,r,123,3,6,r,1,0.6743354000500403,None,6,3,123,16,168.35589960002108,,,,,168.3466710000066,168.35589960002108,168.85578119999263,168.85578119999263,168.85578119999263,169.5416469000047,r,1,0.6743354000500403,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Panic,emotional,yellow,I,y,124,4,6,y,1,1.6011296999640763,None,6,4,124,3,169.5553443999961,,,,,169.54410320002353,169.5553443999961,170.0554174000281,170.0554174000281,170.0554174000281,171.65884109999752,y,1,1.6011296999640763,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pencil,neutral,green,I,g,125,5,6,g,1,0.9462815999868326,None,6,5,125,14,171.67198679997819,,,,,171.66132329998072,171.67198679997819,172.17149350000545,172.17149350000545,172.17149350000545,173.12539419997483,g,1,0.9462815999868326,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Abuse,emotional,red,C,r,126,6,6,b,0,0.8925073000136763,None,6,6,126,4,173.13825449999422,,,,,173.12806080002338,173.13825449999422,173.63852610002505,173.63852610002505,173.63852610002505,174.54324550001184,b,0,0.8925073000136763,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Paper,neutral,yellow,I,y,127,7,6,y,1,0.7078308000345714,None,6,7,127,15,174.55503089999547,,,,,174.5462026000023,174.55503089999547,175.05508680001367,175.05508680001367,175.05508680001367,175.77560480003012,y,1,0.7078308000345714,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Threat,emotional,blue,I,b,128,8,6,b,1,0.9828887000330724,None,6,8,128,5,175.78830409998773,,,,,175.77904260001378,175.78830409998773,176.2891696000006,176.2891696000006,176.2891696000006,177.2756368999835,b,1,0.9828887000330724,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Road,neutral,green,I,g,129,9,6,g,1,1.9289894999819808,None,6,9,129,18,177.28808670002036,,,,,177.27808820002247,177.28808670002036,177.78888439998263,177.78888439998263,177.78888439998263,179.72553390002577,g,1,1.9289894999819808,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Stone,neutral,yellow,I,y,130,10,6,y,1,1.4529759000288323,None,6,10,130,19,179.73810209997464,,,,,179.72845679998863,179.73810209997464,180.23866189998807,180.23866189998807,180.23866189998807,181.70827559998725,y,1,1.4529759000288323,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Window,neutral,red,I,r,131,11,6,r,1,0.7340070999925956,None,6,11,131,12,181.72220880002715,,,,,181.71077330003027,181.72220880002715,182.22112240002025,182.22112240002025,182.22112240002025,182.95893179997802,r,1,0.7340070999925956,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Violence,emotional,blue,I,b,132,12,6,b,1,1.270216699980665,None,6,12,132,9,182.97114490001695,,,,,182.96203410002636,182.97114490001695,183.4724299000227,183.4724299000227,183.4724299000227,184.7585679999902,b,1,1.270216699980665,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Book,neutral,blue,I,b,133,13,6,b,1,0.563074300007429,None,6,13,133,17,184.77150059997803,,,,,184.76110960001824,184.77150059997803,185.27133630000753,185.27133630000753,185.27133630000753,185.8424780999776,b,1,0.563074300007429,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Fear,emotional,red,C,r,134,14,6,r,1,1.2469727999996394,None,6,14,134,0,185.85452370002167,,,,,185.8451655000099,185.85452370002167,186.35522430000128,186.35522430000128,186.35522430000128,187.60881469998276,r,1,1.2469727999996394,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pain,emotional,blue,I,b,135,15,6,b,1,0.9346707999939099,None,6,15,135,1,187.62336349999532,,,,,187.61217869998654,187.62336349999532,188.12145769997733,188.12145769997733,188.12145769997733,189.05838010000298,b,1,0.9346707999939099,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Injury,emotional,green,I,g,136,16,6,g,1,0.7633091000025161,None,6,16,136,6,189.07143270003144,,,,,189.06101990002207,189.07143270003144,189.5711402000161,189.5711402000161,189.5711402000161,190.34227770002326,g,1,0.7633091000025161,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Death,emotional,green,I,g,137,17,6,g,1,0.5667371000163257,None,6,17,137,2,190.3548589000129,,,,,190.34488330001477,190.3548589000129,190.85438510001404,190.85438510001404,190.85438510001404,191.42485160002252,g,1,0.5667371000163257,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Chair,neutral,green,I,g,138,18,6,g,1,0.49799859995255247,None,6,18,138,10,191.4376197999809,,,,,191.42870260000927,191.4376197999809,191.9377573999809,191.9377573999809,191.9377573999809,192.4419637999963,g,1,0.49799859995255247,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Bottle,neutral,yellow,I,y,139,19,6,y,1,0.6605662000365555,None,6,19,139,11,192.45515619998332,,,,,192.44494960003067,192.45515619998332,192.95505370001774,192.95505370001774,192.95505370001774,193.62488239997765,y,1,0.6605662000365555,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Stone,neutral,yellow,I,y,140,0,7,y,1,0.5413950000074692,None,7,0,140,19,193.638113300025,,,,,193.62784740002826,193.638113300025,194.13784999999916,194.13784999999916,194.13784999999916,194.69107810000423,y,1,0.5413950000074692,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Table,neutral,blue,I,b,141,1,7,b,1,0.7376056999783032,None,7,1,141,13,194.70412710000528,,,,,194.6941960999975,194.70412710000528,195.20454080001218,195.20454080001218,195.20454080001218,195.95877420000033,b,1,0.7376056999783032,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Garden,neutral,red,I,r,142,2,7,r,1,0.5699527999968268,None,7,2,142,16,195.9705262000207,,,,,195.9621050999849,195.9705262000207,196.47083810000913,196.47083810000913,196.47083810000913,197.05776729999343,r,1,0.5699527999968268,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Bottle,neutral,yellow,I,y,143,3,7,y,1,1.0233076000004075,None,7,3,143,11,197.0705784999882,,,,,197.06104840000626,197.0705784999882,197.57072499999776,197.57072499999776,197.57072499999776,198.60788429999957,y,1,1.0233076000004075,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Panic,emotional,yellow,I,y,144,4,7,y,1,0.4982758999685757,None,7,4,144,3,198.62118259997806,,,,,198.61052410001867,198.62118259997806,199.1208093999885,199.1208093999885,199.1208093999885,199.62500910001108,y,1,0.4982758999685757,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Window,neutral,red,I,r,145,5,7,r,1,0.6127473000087775,None,7,5,145,12,199.637552900007,,,,,199.62775400001556,199.637552900007,200.1378657000023,200.1378657000023,200.1378657000023,200.75804350001272,r,1,0.6127473000087775,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pencil,neutral,green,I,g,146,6,7,g,1,0.7485910999821499,None,7,6,146,14,200.77110710000852,,,,,200.7609298999887,200.77110710000852,201.2708902999875,201.2708902999875,201.2708902999875,202.02525960002095,g,1,0.7485910999821499,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Road,neutral,green,I,g,147,7,7,g,1,0.517816599982325,None,7,7,147,18,202.0372377000167,,,,,202.02753060002578,202.0372377000167,202.53723110002466,202.53723110002466,202.53723110002466,203.0585262000095,g,1,0.517816599982325,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Abuse,emotional,red,C,r,148,8,7,r,1,0.7296238000271842,None,7,8,148,4,203.07045310002286,,,,,203.06106179999188,203.07045310002286,203.57135530002415,203.57135530002415,203.57135530002415,204.3076221999945,r,1,0.7296238000271842,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Sadness,emotional,yellow,I,y,149,9,7,y,1,0.7751083999755792,None,7,9,149,7,204.32062589999987,,,,,204.31054829998175,204.32062589999987,204.82034710003063,204.82034710003063,204.82034710003063,205.60780180001166,y,1,0.7751083999755792,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Threat,emotional,blue,I,b,150,10,7,r,0,0.8013757999869995,None,7,10,150,5,205.62054640002316,,,,,205.61036430002423,205.62054640002316,206.12035699997796,206.12035699997796,206.12035699997796,206.9244557999773,r,0,0.8013757999869995,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Chair,neutral,green,I,g,151,11,7,g,1,1.027103199972771,None,7,11,151,10,206.9370629999903,,,,,206.92737360001775,206.9370629999903,207.436939599982,207.436939599982,207.436939599982,208.47392180003226,g,1,1.027103199972771,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Book,neutral,blue,I,b,152,12,7,b,1,0.6225519999861717,None,7,12,152,17,208.48685190000106,,,,,208.4763383999816,208.48685190000106,208.98670790001052,208.98670790001052,208.98670790001052,209.6244308000314,b,1,0.6225519999861717,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Anger,emotional,red,C,r,153,13,7,r,1,0.5877144999685697,None,7,13,153,8,209.63684300001478,,,,,209.62770250003086,209.63684300001478,210.137592700019,210.137592700019,210.137592700019,210.74049420002848,r,1,0.5877144999685697,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Fear,emotional,red,C,r,154,14,7,b,0,0.4468365000211634,None,7,14,154,0,210.75474160001613,,,,,210.7431598000112,210.75474160001613,211.2536788000143,211.2536788000143,211.2536788000143,211.70725630002562,b,0,0.4468365000211634,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Injury,emotional,green,I,g,155,15,7,g,1,0.76708520000102,None,7,15,155,6,211.72034509998048,,,,,211.70984909997787,211.72034509998048,212.22014689998468,212.22014689998468,212.22014689998468,212.9902799000265,g,1,0.76708520000102,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Death,emotional,green,I,g,156,16,7,g,1,1.1108100999845192,None,7,16,156,2,213.0032206000178,,,,,212.9932157000294,213.0032206000178,213.50387740001315,213.50387740001315,213.50387740001315,214.62324320001062,g,1,1.1108100999845192,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Paper,neutral,yellow,I,y,157,17,7,y,1,0.5285017999703996,None,7,17,157,15,214.63722440000856,,,,,214.62587200000416,214.63722440000856,215.13656439998886,215.13656439998886,215.13656439998886,215.67384820000734,y,1,0.5285017999703996,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Violence,emotional,blue,I,b,158,18,7,b,1,0.6213490000227466,None,7,18,158,9,215.68678879999788,,,,,215.67659009998897,215.68678879999788,216.18722510000225,216.18722510000225,216.18722510000225,216.82415860000765,b,1,0.6213490000227466,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pain,emotional,blue,I,b,159,19,7,b,1,0.5831765999901108,None,7,19,159,1,216.83825460000662,,,,,216.82671220001066,216.83825460000662,217.3376531000249,217.3376531000249,217.3376531000249,217.9236424000119,b,1,0.5831765999901108,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Violence,emotional,blue,I,b,160,0,8,b,1,0.4152678999816999,None,8,0,160,9,217.93669220001902,,,,,217.9263604999869,217.93669220001902,218.4377956999815,218.4377956999815,218.4377956999815,218.8574311999837,b,1,0.4152678999816999,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Bottle,neutral,yellow,I,y,161,1,8,y,1,1.047332699992694,None,8,1,161,11,218.86982070002705,,,,,218.86169980000705,218.86982070002705,219.37036840000656,219.37036840000656,219.37036840000656,220.42469730001176,y,1,1.047332699992694,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Road,neutral,green,I,g,162,2,8,g,1,0.49031189997913316,None,8,2,162,18,220.43723450001562,,,,,220.4271387999761,220.43723450001562,220.93711850000545,220.93711850000545,220.93711850000545,221.44021440000506,g,1,0.49031189997913316,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Death,emotional,green,I,g,163,3,8,g,1,0.46427870000479743,None,8,3,163,2,221.45332620001864,,,,,221.44368229998508,221.45332620001864,221.95286740001757,221.95286740001757,221.95286740001757,222.42376869998407,g,1,0.46427870000479743,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Fear,emotional,red,C,r,164,4,8,r,1,0.5478170000133105,None,8,4,164,0,222.43618640000932,,,,,222.42609010002343,222.43618640000932,222.93575509998482,222.93575509998482,222.93575509998482,223.49011409998639,r,1,0.5478170000133105,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Sadness,emotional,yellow,I,y,165,5,8,y,1,0.6774375000386499,None,8,5,165,7,223.50353530002758,,,,,223.49324290000368,223.50353530002758,224.0037214999902,224.0037214999902,224.0037214999902,224.68981180002447,y,1,0.6774375000386499,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Abuse,emotional,red,C,r,166,6,8,r,1,0.5225725999916904,None,8,6,166,4,224.7031051000231,,,,,224.69263459998183,224.7031051000231,225.20321690000128,225.20321690000128,225.20321690000128,225.74067119997926,r,1,0.5225725999916904,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Stone,neutral,yellow,I,y,167,7,8,y,1,1.1190617000102066,None,8,7,167,19,225.75298089999706,,,,,225.7431716999854,225.75298089999706,226.25342540000565,226.25342540000565,226.25342540000565,227.3738000000012,y,1,1.1190617000102066,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Chair,neutral,green,I,g,168,8,8,g,1,0.7633066000416875,None,8,8,168,10,227.3862921000109,,,,,227.3770910000312,227.3862921000109,227.88645270001143,227.88645270001143,227.88645270001143,228.65637590002734,g,1,0.7633066000416875,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Injury,emotional,green,I,g,169,9,8,g,1,0.5059377000434324,None,8,9,169,6,228.66977510001743,,,,,228.65900849999161,228.66977510001743,229.1694126999937,229.1694126999937,229.1694126999937,229.69002739997813,g,1,0.5059377000434324,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
