word,word_type,color,stim_condition,correct_resp,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instr_text.started,Instructions.stopped,trial.started,fixation.started,fixation.stopped,word_stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,word_stim.stopped,Thanks.started,text.started,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Table,neutral,blue,I,b,170,10,8,b,1,0.6491619999869727,None,8,10,170,13,229.70303380000405,,,,,229.69258799997624,229.70303380000405,230.20264390000375,230.20264390000375,230.20264390000375,230.85735210002167,b,1,0.6491619999869727,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Anger,emotional,red,C,r,171,11,8,r,1,0.5219517000368796,None,8,11,171,8,230.86971030000132,,,,,230.85996520001208,230.86971030000132,231.36950059997616,231.36950059997616,231.36950059997616,231.90621759998612,r,1,0.5219517000368796,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pain,emotional,blue,I,b,172,12,8,b,1,0.6855300999595784,None,8,12,172,1,231.91911660000915,,,,,231.908624099975,231.91911660000915,232.4189791000099,232.4189791000099,232.4189791000099,233.10607789998176,b,1,0.6855300999595784,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Window,neutral,red,I,r,173,13,8,r,1,0.4043043000274338,None,8,13,173,12,233.1196990000317,,,,,233.10868310002843,233.1196990000317,233.61947139998665,233.61947139998665,233.61947139998665,234.03913490002742,r,1,0.4043043000274338,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Garden,neutral,red,I,r,174,14,8,r,1,0.5917972000315785,None,8,14,174,16,234.05248349998146,,,,,234.04184030002216,234.05248349998146,234.55250520003028,234.55250520003028,234.55250520003028,235.15649870003108,r,1,0.5917972000315785,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pencil,neutral,green,I,g,175,15,8,y,0,0.895538899989333,None,8,15,175,14,235.1701223999844,,,,,235.1592106000171,235.1701223999844,235.66911969997454,235.66911969997454,235.66911969997454,236.5727311000228,y,0,0.895538899989333,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Book,neutral,blue,I,b,176,16,8,b,1,0.7802151000360027,None,8,16,176,17,236.58592049998697,,,,,236.57530339999357,236.58592049998697,237.08635579998372,237.08635579998372,237.08635579998372,237.87322579999454,b,1,0.7802151000360027,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Panic,emotional,yellow,I,y,177,17,8,y,1,0.845181800017599,None,8,17,177,3,237.8859788000118,,,,,237.87667570001213,237.8859788000118,238.38611700001638,238.38611700001638,238.38611700001638,239.23890260001644,y,1,0.845181800017599,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Paper,neutral,yellow,I,y,178,18,8,y,1,0.6044965000473894,None,8,18,178,15,239.25275400001556,,,,,239.2414178000181,239.25275400001556,239.75220749998698,239.75220749998698,239.75220749998698,240.37258289998863,y,1,0.6044965000473894,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Threat,emotional,blue,I,b,179,19,8,b,1,0.8194599999696948,None,8,19,179,5,240.3858087999979,,,,,240.37540949997492,240.3858087999979,240.88590619998286,240.88590619998286,240.88590619998286,241.70650540001225,b,1,0.8194599999696948,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Book,neutral,blue,I,b,180,0,9,b,1,0.4466765000252053,None,9,0,180,17,241.7195717000286,,,,,241.70893439999782,241.7195717000286,242.2192550000036,242.2192550000036,242.2192550000036,242.67341940000188,b,1,0.4466765000252053,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Road,neutral,green,I,g,181,1,9,g,1,0.9936121000209823,None,9,1,181,18,242.6863011000096,,,,,242.67669210000895,242.6863011000096,243.18630180001492,243.18630180001492,243.18630180001492,244.1956852999865,g,1,0.9936121000209823,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Garden,neutral,red,I,r,182,2,9,r,1,0.5343709000153467,None,9,2,182,16,244.21794180001598,,,,,244.1996503000264,244.21794180001598,244.70227800001157,244.70227800001157,244.70227800001157,245.24109610001324,r,1,0.5343709000153467,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Abuse,emotional,red,C,r,183,3,9,r,1,0.45794609998119995,None,9,3,183,4,245.25209269998595,,,,,245.2444629999809,245.25209269998595,245.7526835000026,245.7526835000026,245.7526835000026,246.2224459000281,r,1,0.45794609998119995,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Panic,emotional,yellow,I,y,184,4,9,y,1,0.6364604000118561,None,9,4,184,3,246.23612299998058,,,,,246.22503919998417,246.23612299998058,246.7351243000012,246.7351243000012,246.7351243000012,247.3730869999854,y,1,0.6364604000118561,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Injury,emotional,green,I,g,185,5,9,g,1,0.7891130999778397,None,9,5,185,6,247.38543349999236,,,,,247.37725199997658,247.38543349999236,247.8863904000027,247.8863904000027,247.8863904000027,248.68850649998058,g,1,0.7891130999778397,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Stone,neutral,yellow,I,y,186,6,9,y,1,0.7430780999711715,None,9,6,186,19,248.70036850002361,,,,,248.69147499999963,248.70036850002361,249.20066019997466,249.20066019997466,249.20066019997466,249.9557330000098,y,1,0.7430780999711715,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Fear,emotional,red,C,r,187,7,9,r,1,0.48034370003733784,None,9,7,187,0,249.9687063000165,,,,,249.95818469999358,249.9687063000165,250.46837979997508,250.46837979997508,250.46837979997508,250.9555929999915,r,1,0.48034370003733784,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Death,emotional,green,I,g,188,8,9,g,1,1.0197854000143707,None,9,8,188,2,250.96849579998525,,,,,250.95909090002533,250.96849579998525,251.4689098999952,251.4689098999952,251.4689098999952,252.506160799996,g,1,1.0197854000143707,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pencil,neutral,green,I,g,189,9,9,g,1,0.5097462999983691,None,9,9,189,14,252.5187698000227,,,,,252.50864110002294,252.5187698000227,253.01864740002202,253.01864740002202,253.01864740002202,253.53856130002532,g,1,0.5097462999983691,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Violence,emotional,blue,I,b,190,10,9,b,1,0.6780471000238322,None,9,10,190,9,253.55173629999626,,,,,253.54123329999857,253.55173629999626,254.05319469998358,254.05319469998358,254.05319469998358,254.73868750000838,b,1,0.6780471000238322,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Window,neutral,red,I,r,191,11,9,r,1,0.6303377999574877,None,9,11,191,12,254.75176060001832,,,,,254.74129859998357,254.75176060001832,255.25198140001157,255.25198140001157,255.25198140001157,255.88960940000834,r,1,0.6303377999574877,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Chair,neutral,green,I,g,192,12,9,g,1,0.6361709999619052,None,9,12,192,10,255.90145120001398,,,,,255.89199919998646,255.90145120001398,256.40166450000834,256.40166450000834,256.40166450000834,257.039431400015,g,1,0.6361709999619052,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Paper,neutral,yellow,I,y,193,13,9,y,1,0.9178587999776937,None,9,13,193,15,257.0523364000255,,,,,257.0420169000281,257.0523364000255,257.55131070001516,257.55131070001516,257.55131070001516,258.472030200006,y,1,0.9178587999776937,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Threat,emotional,blue,I,b,194,14,9,b,1,1.2495967999566346,None,9,14,194,5,258.4849421000108,,,,,258.4754279999761,258.4849421000108,258.9851087999996,258.9851087999996,258.9851087999996,260.23931600002106,b,1,1.2495967999566346,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Sadness,emotional,yellow,I,y,195,15,9,y,1,1.121827499999199,None,9,15,195,7,260.25197270000353,,,,,260.2421085999813,260.25197270000353,260.75205730000744,260.75205730000744,260.75205730000744,261.890383400023,y,1,1.121827499999199,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Bottle,neutral,yellow,I,y,196,16,9,y,1,0.5670086999889463,None,9,16,196,11,261.9010990000097,,,,,261.89387339999666,261.9010990000097,262.4020185000263,262.4020185000263,262.4020185000263,262.9722815999994,y,1,0.5670086999889463,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Table,neutral,blue,I,b,197,17,9,b,1,0.8574519000248984,None,9,17,197,13,262.9847838000278,,,,,262.9750438000192,262.9847838000278,263.48512800002936,263.48512800002936,263.48512800002936,264.355455300014,b,1,0.8574519000248984,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Pain,emotional,blue,I,b,198,18,9,b,1,0.7330439999932423,None,9,18,198,1,264.3683566999971,,,,,264.35917180002434,264.3683566999971,264.86823830002686,264.86823830002686,264.86823830002686,265.6054939000169,b,1,0.7330439999932423,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
Anger,emotional,red,C,r,199,19,9,r,1,0.561903900001198,None,9,19,199,8,265.6176540000015,,,,,265.60861340002157,265.6176540000015,266.1183668000158,266.1183668000158,266.1183668000158,266.68770940002287,r,1,0.561903900001198,None,,,,,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.68784660001984,266.70121010002913,267.68825920001836,4,001,2025-11-19_00h51.47.577,emotional stroop_untitled,,2025.1.1,59.99264491556864,2025-11-19 00h51.53.024765 +0530,
