pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.5442713000811636,None,0,0,0,0,,,,,0.03812899999320507,,0.017358599929139018,0.03812899999320507,1.0065564999822527,1.0065564999822527,1.0065564999822527,1.0065564999822527,1.0398369000758976,2.0064497001003474,2.0064497001003474,2.5728935999795794,x,1,0.5442713000811636,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
150,v,1,1,0,v,1,0.8236410999670625,None,0,1,1,1,,,,,2.5894256001338363,,2.573504399973899,2.5894256001338363,3.5730838000308722,3.5730838000308722,3.5730838000308722,3.5730838000308722,3.590414199978113,4.573042599949986,4.573042599949986,5.4103761001024395,v,1,0.8236410999670625,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
50,c,2,2,0,c,1,0.6342100999318063,None,0,2,2,2,,,,,5.42300370009616,,5.410742700099945,5.42300370009616,6.422908700071275,6.422908700071275,6.422908700071275,6.422908700071275,6.422908700071275,7.422772099962458,7.422772099962458,8.060330800013617,c,1,0.6342100999318063,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
-150,z,3,3,0,z,1,0.28466739994473755,None,0,3,3,3,,,,,8.072841699933633,,8.0606875999365,8.072841699933633,9.073357800021768,9.073357800021768,9.073357800021768,9.073357800021768,9.073357800021768,10.072830100078136,10.072830100078136,10.361159699968994,z,1,0.28466739994473755,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
-50,x,4,0,1,x,1,0.308837000047788,None,1,0,4,0,,,,,10.37281580013223,,10.361521600047126,10.37281580013223,11.372728900052607,11.372728900052607,11.372728900052607,11.372728900052607,11.372728900052607,12.373123799916357,12.373123799916357,12.69278210005723,x,1,0.308837000047788,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
150,v,5,1,1,v,1,0.2719598999246955,None,1,1,5,1,,,,,12.706466000061482,,12.69314380013384,12.706466000061482,13.706402499927208,13.706402499927208,13.706402499927208,13.706402499927208,13.706402499927208,14.70609340001829,14.70609340001829,14.99294069991447,v,1,0.2719598999246955,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
50,c,6,2,1,c,1,0.4134301000740379,None,1,2,6,2,,,,,15.005737900035456,,14.993302300106734,15.005737900035456,16.00535549991764,16.00535549991764,16.00535549991764,16.00535549991764,16.00535549991764,17.005899700103328,17.005899700103328,17.425704299937934,c,1,0.4134301000740379,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
-150,z,7,3,1,z,1,0.3327135001309216,None,1,3,7,3,,,,,17.438948600087315,,17.426078400108963,17.438948600087315,18.438903599977493,18.438903599977493,18.438903599977493,18.438903599977493,18.438903599977493,19.439251800067723,19.439251800067723,19.775986999971792,z,1,0.3327135001309216,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
-50,x,8,0,2,x,1,0.3791933997999877,None,2,0,8,0,,,,,19.78859329991974,,19.776332299923524,19.78859329991974,20.788869800046086,20.788869800046086,20.788869800046086,20.788869800046086,20.788869800046086,21.78875369997695,21.78875369997695,22.17517070006579,x,1,0.3791933997999877,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
150,v,9,1,2,v,1,0.3272810000926256,None,2,1,9,1,,,,,22.18866560002789,,22.175501000136137,22.18866560002789,23.18879869999364,23.18879869999364,23.18879869999364,23.18879869999364,23.18879869999364,24.188706600107253,24.188706600107253,24.525928599992767,v,1,0.3272810000926256,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
50,c,10,2,2,c,1,0.2852574000135064,None,2,2,10,2,,,,,24.538703500060365,,24.5263420001138,24.538703500060365,25.539244400104508,25.539244400104508,25.539244400104508,25.539244400104508,25.539244400104508,26.538268900010735,26.538268900010735,26.82574460003525,c,1,0.2852574000135064,None,,,,,5,001,2025-10-05_18h07.16.094,untitled,,2025.1.1,60.03727111418115,2025-10-05 18h07.20.928723 +0530,
