pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,0.7002449000719935,None,0,0,0,0,,,,,0.022869599983096123,,0.01814810000360012,0.022869599983096123,1.009020100114867,1.009020100114867,1.009020100114867,1.009020100114867,1.0164922000840306,2.0089968000538647,2.0089968000538647,2.730225099949166,x,1,0.7002449000719935,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
150,v,1,1,0,v,1,1.2303589000366628,None,0,1,1,1,,,,,2.73822130006738,,2.7305026999674737,2.73822130006738,3.7312145000323653,3.7312145000323653,3.7312145000323653,3.7312145000323653,3.738751200027764,4.731706900056452,4.731706900056452,5.969728699885309,v,1,1.2303589000366628,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
50,c,2,2,0,c,1,1.021518199937418,None,0,2,2,2,,,,,5.974712699884549,,5.969940300099552,5.974712699884549,6.96734350011684,6.96734350011684,6.96734350011684,6.96734350011684,6.974810800049454,7.967362100025639,7.967362100025639,8.997610700083897,c,1,1.021518199937418,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
-150,z,3,3,0,z,1,0.4630682999268174,None,0,3,3,3,,,,,9.009041599929333,,8.997819199925289,9.009041599929333,9.995294899912551,9.995294899912551,9.995294899912551,9.995294899912551,10.002757699927315,10.989247099962085,10.989247099962085,11.455808300059289,z,1,0.4630682999268174,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
-50,x,4,0,1,x,1,0.45126009988598526,None,1,0,4,0,,,,,11.46092400001362,,11.45601260010153,11.46092400001362,12.45339239994064,12.45339239994064,12.45339239994064,12.45339239994064,12.461094700032845,13.45360630005598,13.45360630005598,13.907418000046164,x,1,0.45126009988598526,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
150,v,5,1,1,v,1,0.8878279998898506,None,1,1,5,1,,,,,13.918667600024492,,13.907621700083837,13.918667600024492,14.898523400072008,14.898523400072008,14.898523400072008,14.898523400072008,14.919244500109926,15.911919000092894,15.911919000092894,16.80343579989858,v,1,0.8878279998898506,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
50,c,6,2,1,c,1,0.7596213000360876,None,1,2,6,2,,,,,16.81475459993817,,16.803672099951655,16.81475459993817,17.80067429994233,17.80067429994233,17.80067429994233,17.80067429994233,17.808208500035107,18.80075139994733,18.80075139994733,19.57427760004066,c,1,0.7596213000360876,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
-150,z,7,3,1,z,1,0.5469248997978866,None,1,3,7,3,,,,,19.585918999975547,,19.57449989998713,19.585918999975547,20.571588600054383,20.571588600054383,20.571588600054383,20.571588600054383,20.578903400106356,21.571476799901575,21.571476799901575,22.123220199951902,z,1,0.5469248997978866,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
-50,x,8,0,2,x,1,0.5664508000481874,None,2,0,8,0,,,,,22.13416779995896,,22.123441699892282,22.13416779995896,23.113784299930558,23.113784299930558,23.113784299930558,23.113784299930558,23.134558399906382,24.12069600005634,24.12069600005634,24.693207799922675,x,1,0.5664508000481874,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
150,v,9,1,2,v,1,0.8289417000487447,None,2,1,9,1,,,,,24.703676000004634,,24.693550399970263,24.703676000004634,25.69645299995318,25.69645299995318,25.69645299995318,25.69645299995318,25.70405440009199,26.696496299933642,26.696496299933642,27.53266160003841,v,1,0.8289417000487447,None,,,,,1,001,2025-10-05_16h09.32.888,untitled,,2025.1.1,143.88923964554425,2025-10-05 16h09.37.147758 +0530,
