thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
20,0,20,[np.float64(0.32)],[np.float64(0.48333333333333334)],[1],[0],[0],[6.324838100001216],['target'],20,0,20,0,63.415225700009614,,10,63.40507739991881,63.415225700009614,63.415225700009614,0.01506510004401207,69.72995419986546,[np.float64(0.32)],[np.float64(0.48333333333333334)],[1],[0],[0],[6.324838100001216],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
21,0,21,[np.float64(0.4166666666666667)],[np.float64(-0.24166666666666667)],[1],[0],[0],[3.353601299924776],['target'],21,0,21,0,69.74830690003,,5,69.7374449998606,69.74830690003,69.74830690003,0.00739759998396039,73.09108889987692,[np.float64(0.4166666666666667)],[np.float64(-0.24166666666666667)],[1],[0],[0],[3.353601299924776],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
22,0,22,[np.float64(0.205)],[np.float64(-0.43333333333333335)],[1],[0],[0],[2.3258446000982076],['target'],22,0,22,0,73.10952439997345,,5,73.09873989992775,73.10952439997345,73.10952439997345,0.007575700059533119,75.42462579999119,[np.float64(0.205)],[np.float64(-0.43333333333333335)],[1],[0],[0],[2.3258446000982076],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
23,0,23,[np.float64(0.03833333333333333)],[np.float64(0.23833333333333334)],[1],[0],[0],[2.513191500212997],['target'],23,0,23,0,75.44301509996876,,5,75.43212689994834,75.44301509996876,75.44301509996876,0.0074275999795645475,77.94535909988917,[np.float64(0.03833333333333333)],[np.float64(0.23833333333333334)],[1],[0],[0],[2.513191500212997],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
24,0,24,[np.float64(0.23166666666666666)],[np.float64(0.38166666666666665)],[1],[0],[0],[2.1929380998481065],['target'],24,0,24,0,77.96388599998318,,5,77.95358209987171,77.96388599998318,77.96388599998318,0.008148600114509463,80.14656100003049,[np.float64(0.23166666666666666)],[np.float64(0.38166666666666665)],[1],[0],[0],[2.1929380998481065],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
25,0,25,[np.float64(-0.06833333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[2.304830300156027],['target'],25,0,25,0,80.1722097999882,,10,80.16132299997844,80.1722097999882,80.1722097999882,0.014689099974930286,82.46619029995054,[np.float64(-0.06833333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[2.304830300156027],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
26,0,26,[np.float64(-0.16)],[np.float64(-0.043333333333333335)],[1],[0],[0],[1.8678242999594659],['target'],26,0,26,0,82.48424179991707,,5,82.47362679988146,82.48424179991707,82.48424179991707,0.007344499928876758,84.34149469994009,[np.float64(-0.16)],[np.float64(-0.043333333333333335)],[1],[0],[0],[1.8678242999594659],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
27,0,27,[np.float64(-0.18166666666666667)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.9151227998081595],['target'],27,0,27,0,84.36666419985704,,10,84.3561875000596,84.36666419985704,84.36666419985704,0.014620099915191531,86.27134600002319,[np.float64(-0.18166666666666667)],[np.float64(0.12333333333333334)],[1],[0],[0],[1.9151227998081595],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
28,0,28,[np.float64(-0.15)],[np.float64(-0.028333333333333332)],[1],[0],[0],[1.728879899950698],['target'],28,0,28,0,86.29038130003028,,5,86.27902169991285,86.29038130003028,86.29038130003028,0.0075864000245928764,88.00794239994138,[np.float64(-0.15)],[np.float64(-0.028333333333333332)],[1],[0],[0],[1.728879899950698],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
29,0,29,[np.float64(-0.42)],[np.float64(-0.3466666666666667)],[1],[0],[0],[4.033193399896845],['target'],29,0,29,0,88.03293180000037,,10,88.02321929996833,88.03293180000037,88.03293180000037,0.015205000061541796,92.05645080003887,[np.float64(-0.42)],[np.float64(-0.3466666666666667)],[1],[0],[0],[4.033193399896845],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
30,0,30,[np.float64(-0.30833333333333335)],[np.float64(0.17333333333333334)],[1],[0],[0],[2.735671800095588],['target'],30,0,30,0,92.07479500002228,,5,92.06398939993232,92.07479500002228,92.07479500002228,0.007446300005540252,94.79970249999315,[np.float64(-0.30833333333333335)],[np.float64(0.17333333333333334)],[1],[0],[0],[2.735671800095588],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
31,0,31,[np.float64(-0.02666666666666667)],[np.float64(0.4083333333333333)],[1],[0],[0],[2.020208999980241],['target'],31,0,31,0,94.81774249998853,,5,94.80710910004564,94.81774249998853,94.81774249998853,0.007332200184464455,96.82736120000482,[np.float64(-0.02666666666666667)],[np.float64(0.4083333333333333)],[1],[0],[0],[2.020208999980241],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
32,0,32,[np.float64(-0.04666666666666667)],[np.float64(0.255)],[1],[0],[0],[1.7840168999973685],['target'],32,0,32,0,96.84582960000262,,5,96.83485549991019,96.84582960000262,96.84582960000262,0.007419100031256676,98.6189146998804,[np.float64(-0.04666666666666667)],[np.float64(0.255)],[1],[0],[0],[1.7840168999973685],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
33,0,33,[np.float64(0.29833333333333334)],[np.float64(-0.03)],[1],[0],[0],[1.9439429000485688],['target'],33,0,33,0,98.63712109997869,,5,98.62680960004218,98.63712109997869,98.63712109997869,0.007821999955922365,100.5707940000575,[np.float64(0.29833333333333334)],[np.float64(-0.03)],[1],[0],[0],[1.9439429000485688],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
34,0,34,[np.float64(-0.4816666666666667)],[np.float64(0.2966666666666667)],[1],[0],[0],[2.2069459999911487],['target'],34,0,34,0,100.58876629988663,,5,100.57859420008026,100.58876629988663,100.58876629988663,0.007726599927991629,102.78558219992556,[np.float64(-0.4816666666666667)],[np.float64(0.2966666666666667)],[1],[0],[0],[2.2069459999911487],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
35,0,35,[np.float64(-0.505)],[np.float64(-0.305)],[1],[0],[0],[2.5897045999299735],['target'],35,0,35,0,102.8108421000652,,10,102.80032399995252,102.8108421000652,102.8108421000652,0.014669100055471063,105.39006939996034,[np.float64(-0.505)],[np.float64(-0.305)],[1],[0],[0],[2.5897045999299735],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
36,0,36,[np.float64(-0.4816666666666667)],[np.float64(-0.355)],[1],[0],[0],[1.2349567001219839],['target'],36,0,36,0,105.40799369988963,,5,105.397845499916,105.40799369988963,105.40799369988963,0.007684299955144525,106.6328447998967,[np.float64(-0.4816666666666667)],[np.float64(-0.355)],[1],[0],[0],[1.2349567001219839],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
37,0,37,[np.float64(-0.35)],[np.float64(-0.021666666666666667)],[1],[0],[0],[1.4091877001337707],['target'],37,0,37,0,106.6507729999721,,5,106.6402602000162,106.6507729999721,106.6507729999721,0.007341800024732947,108.04948609997518,[np.float64(-0.35)],[np.float64(-0.021666666666666667)],[1],[0],[0],[1.4091877001337707],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
38,0,38,[np.float64(-0.055)],[np.float64(-0.17333333333333334)],[1],[0],[0],[1.4229128998704255],['target'],38,0,38,0,108.0744678999763,,10,108.06424800003879,108.0744678999763,108.0744678999763,0.01469180011190474,109.48720089998096,[np.float64(-0.055)],[np.float64(-0.17333333333333334)],[1],[0],[0],[1.4229128998704255],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
39,0,39,[np.float64(0.37)],[np.float64(-0.18666666666666668)],[1],[0],[0],[2.6728503999765962],['target'],39,0,39,0,109.50526389991865,,5,109.49505440006033,109.50526389991865,109.50526389991865,0.007761899847537279,112.16794519987889,[np.float64(0.37)],[np.float64(-0.18666666666666668)],[1],[0],[0],[2.6728503999765962],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
40,0,40,[np.float64(-0.4083333333333333)],[np.float64(0.4483333333333333)],[1],[0],[0],[3.811177299823612],['target'],40,0,40,0,112.18599639995955,,5,112.175714999903,112.18599639995955,112.18599639995955,0.007697900058701634,115.98694900004193,[np.float64(-0.4083333333333333)],[np.float64(0.4483333333333333)],[1],[0],[0],[3.811177299823612],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
41,0,41,[np.float64(0.005)],[np.float64(0.185)],[1],[0],[0],[1.721722099930048],['target'],41,0,41,0,116.01192940003239,,10,116.00196389993653,116.01192940003239,116.01192940003239,0.014911700040102005,117.72373109986074,[np.float64(0.005)],[np.float64(0.185)],[1],[0],[0],[1.721722099930048],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
42,0,42,[np.float64(0.34833333333333333)],[np.float64(-0.4116666666666667)],[1],[0],[0],[3.360898799961433],['target'],42,0,42,0,117.75524099986069,,10,117.74410540005192,117.75524099986069,117.75524099986069,0.02028769999742508,121.10504109994508,[np.float64(0.34833333333333333)],[np.float64(-0.4116666666666667)],[1],[0],[0],[3.360898799961433],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
43,0,43,[np.float64(0.3416666666666667)],[np.float64(0.35)],[1],[0],[0],[2.9513495001010597],['target'],43,0,43,0,121.12403140007518,,5,121.11252660001628,121.12403140007518,121.12403140007518,0.007392800180241466,124.06391819985583,[np.float64(0.3416666666666667)],[np.float64(0.35)],[1],[0],[0],[2.9513495001010597],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
44,0,44,[np.float64(0.17833333333333334)],[np.float64(-0.1)],[1],[0],[0],[3.4017108001280576],['target'],44,0,44,0,124.08803860004991,,10,124.07885519997217,124.08803860004991,124.08803860004991,0.014864700147882104,127.48060690006241,[np.float64(0.17833333333333334)],[np.float64(-0.1)],[1],[0],[0],[3.4017108001280576],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
45,0,45,[np.float64(0.04)],[np.float64(-0.4116666666666667)],[1],[0],[0],[3.269047499867156],['target'],45,0,45,0,127.50550949992612,,10,127.49551939987577,127.50550949992612,127.50550949992612,0.014819300035014749,130.76461199996993,[np.float64(0.04)],[np.float64(-0.4116666666666667)],[1],[0],[0],[3.269047499867156],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
46,0,46,[np.float64(-0.2833333333333333)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.8992747000884265],['target'],46,0,46,0,130.78953559999354,,10,130.78182590007782,130.78953559999354,130.78953559999354,0.017123800003901124,132.68113939999603,[np.float64(-0.2833333333333333)],[np.float64(0.23666666666666666)],[1],[0],[0],[1.8992747000884265],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
47,0,47,[np.float64(0.465)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.700336799956858],['target'],47,0,47,0,132.70653950003907,,10,132.69606969994493,132.70653950003907,132.70653950003907,0.0148393998388201,135.39644849998876,[np.float64(0.465)],[np.float64(0.4533333333333333)],[1],[0],[0],[2.700336799956858],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
48,0,48,[np.float64(0.44333333333333336)],[np.float64(-0.035)],[1],[0],[0],[1.8469084999524057],['target'],48,0,48,0,135.42169119999744,,10,135.4112670000177,135.42169119999744,135.42169119999744,0.014726900029927492,137.25821539992467,[np.float64(0.44333333333333336)],[np.float64(-0.035)],[1],[0],[0],[1.8469084999524057],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
49,0,49,[np.float64(-0.23)],[np.float64(0.45)],[1],[0],[0],[2.804456900106743],['target'],49,0,49,0,137.27603109995835,,5,137.26588750001974,137.27603109995835,137.27603109995835,0.007578300079330802,140.0703856998589,[np.float64(-0.23)],[np.float64(0.45)],[1],[0],[0],[2.804456900106743],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
50,0,50,[np.float64(0.24166666666666667)],[np.float64(0.31333333333333335)],[1],[0],[0],[12.76933450018987],['target'],50,0,50,0,140.09597379993647,,10,140.08524370007217,140.09597379993647,140.09597379993647,0.014784600120037794,152.85461620008573,[np.float64(0.24166666666666667)],[np.float64(0.31333333333333335)],[1],[0],[0],[12.76933450018987],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
51,0,51,[np.float64(0.16166666666666665)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.381202799966559],['target'],51,0,51,0,152.880156399915,,10,152.86946079996414,152.880156399915,152.880156399915,0.01475499989464879,155.25070199999027,[np.float64(0.16166666666666665)],[np.float64(-0.16666666666666666)],[1],[0],[0],[2.381202799966559],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
52,0,52,[np.float64(-0.335)],[np.float64(0.02)],[1],[0],[0],[1.7144925999455154],['target'],52,0,52,0,155.26909080008045,,5,155.25845990004018,155.26909080008045,155.26909080008045,0.007670899853110313,156.97299649985507,[np.float64(-0.335)],[np.float64(0.02)],[1],[0],[0],[1.7144925999455154],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
53,0,53,[np.float64(-0.23833333333333334)],[np.float64(0.495)],[1],[0],[0],[2.9854205001611263],['target'],53,0,53,0,156.9914082000032,,5,156.98068989999592,156.9914082000032,156.9914082000032,0.0076187001541256905,159.96615520003252,[np.float64(-0.23833333333333334)],[np.float64(0.495)],[1],[0],[0],[2.9854205001611263],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
54,0,54,[np.float64(0.12333333333333334)],[np.float64(0.33666666666666667)],[1],[0],[0],[2.019374999916181],['target'],54,0,54,0,159.9906945999246,,10,159.98128429986537,159.9906945999246,159.9906945999246,0.01505589997395873,162.0006961999461,[np.float64(0.12333333333333334)],[np.float64(0.33666666666666667)],[1],[0],[0],[2.019374999916181],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
55,0,55,[np.float64(-0.33)],[np.float64(0.07666666666666666)],[1],[0],[0],[2.026934599969536],['target'],55,0,55,0,162.02558930008672,,10,162.0155656998977,162.02558930008672,162.02558930008672,0.014779000077396631,164.0425416000653,[np.float64(-0.33)],[np.float64(0.07666666666666666)],[1],[0],[0],[2.026934599969536],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
56,0,56,[np.float64(-0.4766666666666667)],[np.float64(0.47833333333333333)],[1],[0],[0],[2.887209599837661],['target'],56,0,56,0,164.0682180998847,,10,164.05741179990582,164.0682180998847,164.0682180998847,0.014782600104808807,166.9446596999187,[np.float64(-0.4766666666666667)],[np.float64(0.47833333333333333)],[1],[0],[0],[2.887209599837661],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
57,0,57,[np.float64(0.275)],[np.float64(-0.24166666666666667)],[1],[0],[0],[2.2914209999144077],['target'],57,0,57,0,166.9636742998846,,5,166.9522702000104,166.9636742998846,166.9636742998846,0.007520999992266297,169.24373200000264,[np.float64(0.275)],[np.float64(-0.24166666666666667)],[1],[0],[0],[2.2914209999144077],['target'],1,001,2025-10-01_15h21.48.880,untitled,,2025.1.1,145.32665805520992,2025-10-01 15h21.53.583996 +0530,
