word,word_type,color,stim_condition,correct_resp,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instr_text.started,Instructions.stopped,trial.started,fixation.started,fixation.stopped,word_stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,Thanks.started,text.started,text.stopped,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Anger,emotional,red,C,r,19,19,0,r,1,0.7419537999667227,None,0,19,19,8,27.3069167000358,,,,,27.299408000020776,27.3069167000358,27.80698080000002,27.80698080000002,27.80698080000002,28.561312000034377,r,1,0.7419537999667227,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Panic,emotional,yellow,I,y,20,0,1,y,1,1.3323648000368848,None,1,0,20,3,28.57355000003008,,,,,28.56404389999807,28.57355000003008,29.073411100020166,29.073411100020166,29.073411100020166,30.41073210001923,y,1,1.3323648000368848,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Book,neutral,blue,I,b,21,1,1,b,1,0.6262832999927923,None,1,1,21,17,30.423431000031997,,,,,30.41311520000454,30.423431000031997,30.923470000037923,30.923470000037923,30.923470000037923,31.559978600009345,b,1,0.6262832999927923,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Garden,neutral,red,I,r,22,2,1,r,1,0.7783031999715604,None,1,2,22,16,31.573199600039516,,,,,31.56357910000952,31.573199600039516,32.07507570000598,32.07507570000598,32.07507570000598,32.86050670000259,r,1,0.7783031999715604,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Stone,neutral,yellow,I,y,23,3,1,y,1,1.1990661000018008,None,1,3,23,19,32.87319650000427,,,,,32.863972300023306,32.87319650000427,33.3731144000194,33.3731144000194,33.3731144000194,34.57764060003683,y,1,1.1990661000018008,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Fear,emotional,red,C,r,24,4,1,r,1,0.8666375000029802,None,1,4,24,0,34.589732600026764,,,,,34.580860000045504,34.589732600026764,35.090100900037214,35.090100900037214,35.090100900037214,35.960662800003774,r,1,0.8666375000029802,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Table,neutral,blue,I,b,25,5,1,b,1,0.817719999991823,None,1,5,25,13,35.973065500031225,,,,,35.9635438999976,35.973065500031225,36.47343060001731,36.47343060001731,36.47343060001731,37.29363250004826,b,1,0.817719999991823,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Road,neutral,green,I,g,26,6,1,g,1,1.8023251999984495,None,1,6,26,18,37.306915800028946,,,,,37.29613390000304,37.306915800028946,37.80628780002007,37.80628780002007,37.80628780002007,39.610367400047835,g,1,1.8023251999984495,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Chair,neutral,green,I,g,27,7,1,g,1,0.5806218999787234,None,1,7,27,10,39.623255100043025,,,,,39.61302790004993,39.623255100043025,40.12263160001021,40.12263160001021,40.12263160001021,40.7098938000272,g,1,0.5806218999787234,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Violence,emotional,blue,I,b,28,8,1,b,1,1.8378823000239208,None,1,8,28,9,40.72271709999768,,,,,40.712822600035,40.72271709999768,41.2227957000141,41.2227957000141,41.2227957000141,43.07660930004204,b,1,1.8378823000239208,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Pain,emotional,blue,I,b,29,9,1,b,1,0.4953874000348151,None,1,9,29,1,43.08948720002081,,,,,43.07959860004485,43.08948720002081,43.589613100048155,43.589613100048155,43.589613100048155,44.093253099999856,b,1,0.4953874000348151,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Bottle,neutral,yellow,I,y,30,10,1,y,1,0.848333099973388,None,1,10,30,11,44.105863100034185,,,,,44.09657670004526,44.105863100034185,44.60627090005437,44.60627090005437,44.60627090005437,45.459586500015575,y,1,0.848333099973388,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Window,neutral,red,I,r,31,11,1,r,1,0.6874907000456005,None,1,11,31,12,45.47271890001139,,,,,45.463262300007045,45.47271890001139,45.97253730002558,45.97253730002558,45.97253730002558,46.67763250001008,r,1,0.6874907000456005,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Threat,emotional,blue,I,b,32,12,1,b,1,0.8254539999761619,None,1,12,32,5,46.68918450002093,,,,,46.680665000050794,46.68918450002093,47.18967849999899,47.18967849999899,47.18967849999899,48.02728370000841,b,1,0.8254539999761619,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Paper,neutral,yellow,I,y,33,13,1,y,1,0.6518381999921985,None,1,13,33,15,48.03916820004815,,,,,48.030398300033994,48.03916820004815,48.538872400007676,48.538872400007676,48.538872400007676,49.193553500052076,y,1,0.6518381999921985,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Abuse,emotional,red,C,r,34,14,1,r,1,0.5541376000037417,None,1,14,34,4,49.20601260004332,,,,,49.19676110002911,49.20601260004332,49.70577680005226,49.70577680005226,49.70577680005226,50.2766351000173,r,1,0.5541376000037417,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Injury,emotional,green,I,g,35,15,1,g,1,0.9953595999977551,None,1,15,35,6,50.28965770005016,,,,,50.279478000011295,50.28965770005016,50.788758800015785,50.788758800015785,50.788758800015785,51.79293080000207,g,1,0.9953595999977551,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Death,emotional,green,I,g,36,16,1,g,1,0.4664636999950744,None,1,16,36,2,51.806299500050955,,,,,51.79571080004098,51.806299500050955,52.306526600033976,52.306526600033976,52.306526600033976,52.77729230001569,g,1,0.4664636999950744,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Sadness,emotional,yellow,I,y,37,17,1,y,1,0.9414288999978453,None,1,17,37,7,52.789477100013755,,,,,52.781312600011006,52.789477100013755,53.28895910002757,53.28895910002757,53.28895910002757,54.242660200048704,y,1,0.9414288999978453,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Anger,emotional,red,C,r,38,18,1,r,1,0.6610634000389837,None,1,18,38,8,54.25577350001549,,,,,54.24601560004521,54.25577350001549,54.755806700035464,54.755806700035464,54.755806700035464,55.42525080003543,r,1,0.6610634000389837,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Pencil,neutral,green,I,g,39,19,1,g,1,1.2780933000030927,None,1,19,39,14,55.43909690005239,,,,,55.42799750005361,55.43909690005239,55.93965670000762,55.93965670000762,55.93965670000762,57.226526400016155,g,1,1.2780933000030927,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Bottle,neutral,yellow,I,y,40,0,2,y,1,0.7301167999976315,None,2,0,40,11,57.23895369999809,,,,,57.22988990001613,57.23895369999809,57.738884999998845,57.738884999998845,57.738884999998845,58.4763858000515,y,1,0.7301167999976315,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Window,neutral,red,I,r,41,1,2,r,1,0.690050000033807,None,2,1,41,12,58.488955900014844,,,,,58.479014500044286,58.488955900014844,58.989489100000355,58.989489100000355,58.989489100000355,59.6932890000171,r,1,0.690050000033807,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Fear,emotional,red,C,r,42,2,2,r,1,0.6099110000068322,None,2,2,42,0,59.70564480003668,,,,,59.69704090000596,59.70564480003668,60.20559360005427,60.20559360005427,60.20559360005427,60.82545490004122,r,1,0.6099110000068322,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Panic,emotional,yellow,I,y,43,3,2,y,1,0.6716010000091046,None,2,3,43,3,60.83887970005162,,,,,60.82839209999656,60.83887970005162,61.33860650000861,61.33860650000861,61.33860650000861,62.025633900018875,y,1,0.6716010000091046,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Injury,emotional,green,I,g,44,4,2,y,0,0.5517395000206307,None,2,4,44,6,62.039000800054055,,,,,62.029018400004134,62.039000800054055,62.53870230005123,62.53870230005123,62.53870230005123,63.092495000048075,y,0,0.5517395000206307,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Garden,neutral,red,I,r,45,5,2,r,1,0.766762200044468,None,2,5,45,16,63.105273900029715,,,,,63.09513660002267,63.105273900029715,63.60532740002964,63.60532740002964,63.60532740002964,64.37617709999904,r,1,0.766762200044468,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Book,neutral,blue,I,b,46,6,2,b,1,1.1928365000057966,None,2,6,46,17,64.38840970001183,,,,,64.37899140000809,64.38840970001183,64.88895040005445,64.88895040005445,64.88895040005445,66.09253590001026,b,1,1.1928365000057966,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Table,neutral,blue,I,b,47,7,2,b,1,0.8016473999596201,None,2,7,47,13,66.10554520000005,,,,,66.09517100005178,66.10554520000005,66.60659650003072,66.60659650003072,66.60659650003072,67.40976150002098,b,1,0.8016473999596201,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Paper,neutral,yellow,I,y,48,8,2,y,1,0.9546311000012793,None,2,8,48,15,67.42129440000281,,,,,67.41257210000185,67.42129440000281,67.92162670003017,67.92162670003017,67.92162670003017,68.89242810005089,y,1,0.9546311000012793,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Sadness,emotional,yellow,I,y,49,9,2,y,1,0.4916520999977365,None,2,9,49,7,68.90507620002609,,,,,68.8960505000432,68.90507620002609,69.40522650000639,69.40522650000639,69.40522650000639,69.90922270005103,y,1,0.4916520999977365,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Anger,emotional,red,C,r,50,10,2,r,1,0.4940839999471791,None,2,10,50,8,69.92195290001109,,,,,69.9119161000126,69.92195290001109,70.42146290000528,70.42146290000528,70.42146290000528,70.92482990003191,r,1,0.4940839999471791,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Pencil,neutral,green,I,g,51,11,2,y,0,0.6267613000236452,None,2,11,51,14,70.93789150001248,,,,,70.92747600004077,70.93789150001248,71.43845430004876,71.43845430004876,71.43845430004876,72.07459350000136,y,0,0.6267613000236452,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Stone,neutral,yellow,I,y,52,12,2,y,1,1.0438907999778166,None,2,12,52,19,72.0887219000142,,,,,72.07765910000307,72.0887219000142,72.58856500004185,72.58856500004185,72.58856500004185,73.641599900031,y,1,1.0438907999778166,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Road,neutral,green,I,g,53,13,2,g,1,0.5590193000389263,None,2,13,53,18,73.65474720002385,,,,,73.64431270002387,73.65474720002385,74.1549877000507,74.1549877000507,74.1549877000507,74.72514770005364,g,1,0.5590193000389263,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Death,emotional,green,I,g,54,14,2,g,1,0.4856431999942288,None,2,14,54,2,74.73861650004983,,,,,74.72775070002535,74.73861650004983,75.23782380000921,75.23782380000921,75.23782380000921,75.72548990003997,g,1,0.4856431999942288,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Threat,emotional,blue,I,b,55,15,2,b,1,0.7104456999804825,None,2,15,55,5,75.7380383000127,,,,,75.72811310004909,75.7380383000127,76.23845580004854,76.23845580004854,76.23845580004854,76.9589113999973,b,1,0.7104456999804825,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Chair,neutral,green,I,g,56,16,2,g,1,0.6672449000179768,None,2,16,56,10,76.97155660000863,,,,,76.96292020002147,76.97155660000863,77.47146830003476,77.47146830003476,77.47146830003476,78.14195290004136,g,1,0.6672449000179768,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Violence,emotional,blue,I,b,57,17,2,b,1,0.5345420999801718,None,2,17,57,9,78.15458860003855,,,,,78.14571940002497,78.15458860003855,78.6542956000194,78.6542956000194,78.6542956000194,79.19246050005313,b,1,0.5345420999801718,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Pain,emotional,blue,I,b,58,18,2,b,1,0.6802659999812022,None,2,18,58,1,79.20459740003571,,,,,79.19602270005271,79.20459740003571,79.70460940001067,79.70460940001067,79.70460940001067,80.3919572000159,b,1,0.6802659999812022,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Abuse,emotional,red,C,r,59,19,2,r,1,0.9196988000185229,None,2,19,59,4,80.40491250000196,,,,,80.39559110003756,80.40491250000196,80.90483100002166,80.90483100002166,80.90483100002166,81.82577200001106,r,1,0.9196988000185229,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Injury,emotional,green,I,g,60,0,3,g,1,1.566038999997545,None,3,0,60,6,81.83786880003754,,,,,81.8291850000387,81.83786880003754,82.33853870001622,82.33853870001622,82.33853870001622,83.9091418000171,g,1,1.566038999997545,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Chair,neutral,green,I,g,61,1,3,g,1,0.5417062999913469,None,3,1,61,10,83.92092980002053,,,,,83.91169600002468,83.92092980002053,84.4208181000431,84.4208181000431,84.4208181000431,84.97444680001354,g,1,0.5417062999913469,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Road,neutral,green,I,g,62,2,3,g,1,0.6033591000013985,None,3,2,62,18,84.98805929999799,,,,,84.97688830003608,84.98805929999799,85.48756980005419,85.48756980005419,85.48756980005419,86.0915176999988,g,1,0.6033591000013985,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Fear,emotional,red,C,r,63,3,3,r,1,1.2632963999640197,None,3,3,63,0,86.10430410003755,,,,,86.09402509999927,86.10430410003755,86.60464140004478,86.60464140004478,86.60464140004478,87.87477029999718,r,1,1.2632963999640197,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Panic,emotional,yellow,I,y,64,4,3,y,1,1.0677914000116289,None,3,4,64,3,87.88741220004158,,,,,87.87738860002719,87.88741220004158,88.38866779999807,88.38866779999807,88.38866779999807,89.45930840005167,y,1,1.0677914000116289,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Sadness,emotional,yellow,I,y,65,5,3,y,1,0.8225355999893509,None,3,5,65,7,89.47097210003994,,,,,89.46218400000362,89.47097210003994,89.97132700000657,89.97132700000657,89.97132700000657,90.80815180001082,y,1,0.8225355999893509,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Threat,emotional,blue,I,b,66,6,3,b,1,0.8054826000006869,None,3,6,66,5,90.82098770001903,,,,,90.8126594000496,90.82098770001903,91.32081130001461,91.32081130001461,91.32081130001461,92.14197490003426,b,1,0.8054826000006869,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Stone,neutral,yellow,I,y,67,7,3,y,1,0.7524099000147544,None,3,7,67,19,92.15448690002086,,,,,92.14486570004374,92.15448690002086,92.65438340004766,92.65438340004766,92.65438340004766,93.40933720004978,y,1,0.7524099000147544,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Book,neutral,blue,I,b,68,8,3,b,1,0.7834178999764845,None,3,8,68,17,93.42068670003209,,,,,93.41352890001144,93.42068670003209,93.9205529000028,93.9205529000028,93.9205529000028,94.70827060000738,b,1,0.7834178999764845,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
Anger,emotional,red,C,r,69,9,3,r,1,0.5170304999919608,None,3,9,69,8,94.72052160004387,,,,,94.71210640005302,94.72052160004387,95.22091940004611,95.22091940004611,95.22091940004611,95.74124430003576,r,1,0.5170304999919608,None,,,,,3,001,2025-11-18_20h25.15.667,emotional stroop_untitled,,2025.1.1,60.12451788676241,2025-11-18 20h25.20.723610 +0530,
