thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
58,0,58,[np.float64(-0.37666666666666665)],[np.float64(0.45)],[1],[0],[0],[2.769449000013992],['target'],58,0,58,0,135.6177027998492,,10,135.60688310000114,135.6177027998492,135.6177027998492,0.015061900019645691,138.37636919994839,[np.float64(-0.37666666666666665)],[np.float64(0.45)],[1],[0],[0],[2.769449000013992],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
59,0,59,[np.float64(-0.3516666666666667)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.6719155001919717],['target'],59,0,59,0,138.40168250002898,,10,138.39188919984736,138.40168250002898,138.40168250002898,0.015427500009536743,140.0638442998752,[np.float64(-0.3516666666666667)],[np.float64(-0.20333333333333334)],[1],[0],[0],[1.6719155001919717],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
60,0,60,[np.float64(0.4533333333333333)],[np.float64(0.14833333333333334)],[1],[0],[0],[2.047865000087768],['target'],60,0,60,0,140.08193750004284,,5,140.0717615999747,140.08193750004284,140.08193750004284,0.007822700077667832,142.1196657998953,[np.float64(0.4533333333333333)],[np.float64(0.14833333333333334)],[1],[0],[0],[2.047865000087768],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
61,0,61,[np.float64(0.1)],[np.float64(-0.22166666666666668)],[1],[0],[0],[1.6793064998928457],[None],61,0,61,0,142.13802419998683,,5,142.12747299997136,142.13802419998683,142.13802419998683,0.007732100086286664,143.8068180999253,[np.float64(0.1)],[np.float64(-0.22166666666666668)],[1],[0],[0],[1.6793064998928457],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
62,0,62,[np.float64(0.18833333333333332)],[np.float64(0.375)],[1],[0],[0],[1.922483399976045],['target'],62,0,62,0,143.82594690006226,,5,143.81490290001966,143.82594690006226,143.82594690006226,0.008009600220248103,145.73742270004004,[np.float64(0.18833333333333332)],[np.float64(0.375)],[1],[0],[0],[1.922483399976045],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
63,0,63,[np.float64(-0.20333333333333334)],[np.float64(-0.285)],[1],[0],[0],[1.9508791000116616],['target'],63,0,63,0,145.76269480003975,,10,145.75275540002622,145.76269480003975,145.76269480003975,0.015261799795553088,147.70368140004575,[np.float64(-0.20333333333333334)],[np.float64(-0.285)],[1],[0],[0],[1.9508791000116616],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
64,0,64,[np.float64(-0.285)],[np.float64(-0.12833333333333333)],[1],[0],[0],[1.4392987000755966],['target'],64,0,64,0,147.72173159988597,,5,147.71499929996207,147.72173159988597,147.72173159988597,0.011223100125789642,149.15433369996026,[np.float64(-0.285)],[np.float64(-0.12833333333333333)],[1],[0],[0],[1.4392987000755966],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
65,0,65,[np.float64(-0.4216666666666667)],[np.float64(-0.27166666666666667)],[1],[0],[0],[1.1784420998301357],['target'],65,0,65,0,149.17913519986905,,10,149.17019749991596,149.17913519986905,149.17913519986905,0.015792099991813302,150.34867620002478,[np.float64(-0.4216666666666667)],[np.float64(-0.27166666666666667)],[1],[0],[0],[1.1784420998301357],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
66,0,66,[np.float64(-0.37333333333333335)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.9511986998841166],['target'],66,0,66,0,150.36704090004787,,5,150.35652519995347,150.36704090004787,150.36704090004787,0.007768699899315834,152.3077825999353,[np.float64(-0.37333333333333335)],[np.float64(-0.30333333333333334)],[1],[0],[0],[1.9511986998841166],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
67,0,67,[np.float64(0.22)],[np.float64(0.013333333333333334)],[1],[0],[0],[2.0514277999754995],['target'],67,0,67,0,152.33210600004531,,10,152.32456159987487,152.33210600004531,152.33210600004531,0.016694099875167012,154.37602339987643,[np.float64(0.22)],[np.float64(0.013333333333333334)],[1],[0],[0],[2.0514277999754995],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
68,0,68,[np.float64(-0.08)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.762863599928096],['target'],68,0,68,0,154.4014632999897,,10,154.39144150004722,154.4014632999897,154.4014632999897,0.015326999826356769,156.15434319991618,[np.float64(-0.08)],[np.float64(0.4033333333333333)],[1],[0],[0],[1.762863599928096],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
69,0,69,[np.float64(0.245)],[np.float64(0.185)],[1],[0],[0],[3.3318193000741303],[None],69,0,69,0,156.17971990001388,,10,156.16972969984636,156.17971990001388,156.17971990001388,0.015297099947929382,159.50158639997244,[np.float64(0.245)],[np.float64(0.185)],[1],[0],[0],[3.3318193000741303],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
70,0,70,[np.float64(-0.06833333333333333)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.2832462000660598],['target'],70,0,70,0,159.5266350999009,,10,159.51696859998628,159.5266350999009,159.5266350999009,0.015289299888536334,160.80024969996884,[np.float64(-0.06833333333333333)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.2832462000660598],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
71,0,71,[np.float64(-0.14833333333333334)],[np.float64(0.445)],[1],[0],[0],[1.289866899838671],['target'],71,0,71,0,160.82491109985858,,10,160.81549519998953,160.82491109985858,160.82491109985858,0.015152100007981062,162.10541059984826,[np.float64(-0.14833333333333334)],[np.float64(0.445)],[1],[0],[0],[1.289866899838671],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
72,0,72,[np.float64(0.115)],[np.float64(-0.25833333333333336)],[1],[0],[0],[2.707454399904236],[None],72,0,72,0,162.13143569999374,,10,162.1206304000225,162.13143569999374,162.13143569999374,0.015087199863046408,164.82812119997106,[np.float64(0.115)],[np.float64(-0.25833333333333336)],[1],[0],[0],[2.707454399904236],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
73,0,73,[np.float64(-0.33166666666666667)],[np.float64(0.4633333333333333)],[1],[0],[0],[2.686261000111699],['target'],73,0,73,0,164.85340599995106,,10,164.84322529984638,164.85340599995106,164.85340599995106,0.015013399999588728,167.52952290000394,[np.float64(-0.33166666666666667)],[np.float64(0.4633333333333333)],[1],[0],[0],[2.686261000111699],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
74,0,74,[np.float64(-0.21166666666666667)],[np.float64(0.4266666666666667)],[1],[0],[0],[1.4635481999721378],['target'],74,0,74,0,167.55378649989143,,10,167.54470620001666,167.55378649989143,167.55378649989143,0.015089699998497963,169.00828989990987,[np.float64(-0.21166666666666667)],[np.float64(0.4266666666666667)],[1],[0],[0],[1.4635481999721378],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
75,0,75,[np.float64(0.28833333333333333)],[np.float64(-0.21166666666666667)],[1],[0],[0],[1.783924699993804],['target'],75,0,75,0,169.0264911998529,,5,169.01592439995147,169.0264911998529,169.0264911998529,0.007543399930000305,170.79988950002007,[np.float64(0.28833333333333333)],[np.float64(-0.21166666666666667)],[1],[0],[0],[1.783924699993804],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
76,0,76,[np.float64(-0.31666666666666665)],[np.float64(0.375)],[1],[0],[0],[1.5203146999701858],['target'],76,0,76,0,170.8185413000174,,5,170.8077330000233,170.8185413000174,170.8185413000174,0.0077692000195384026,172.3280865000561,[np.float64(-0.31666666666666665)],[np.float64(0.375)],[1],[0],[0],[1.5203146999701858],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
77,0,77,[np.float64(-0.13833333333333334)],[np.float64(0.23333333333333334)],[1],[0],[0],[1.755999700166285],['target'],77,0,77,0,172.34642970003188,,5,172.33580760005862,172.34642970003188,172.34642970003188,0.007648000027984381,174.09184559993446,[np.float64(-0.13833333333333334)],[np.float64(0.23333333333333334)],[1],[0],[0],[1.755999700166285],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
78,0,78,[np.float64(0.48)],[np.float64(0.3416666666666667)],[1],[0],[0],[2.047565700020641],['target'],78,0,78,0,174.11019789986312,,5,174.09967230004258,174.11019789986312,174.11019789986312,0.007754999911412597,176.14727750001475,[np.float64(0.48)],[np.float64(0.3416666666666667)],[1],[0],[0],[2.047565700020641],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
79,0,79,[np.float64(-0.27)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.6374081000685692],['target'],79,0,79,0,176.165186899947,,5,176.15525839990005,176.165186899947,176.165186899947,0.007907000137493014,177.7927037999034,[np.float64(-0.27)],[np.float64(0.4166666666666667)],[1],[0],[0],[1.6374081000685692],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
80,0,80,[np.float64(-0.14666666666666667)],[np.float64(-0.16)],[1],[0],[0],[2.297305400017649],['target'],80,0,80,0,177.81805090000853,,10,177.80799079989083,177.81805090000853,177.81805090000853,0.01518210000358522,180.10533070005476,[np.float64(-0.14666666666666667)],[np.float64(-0.16)],[1],[0],[0],[2.297305400017649],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
81,0,81,[np.float64(0.11833333333333333)],[np.float64(-0.23666666666666666)],[1],[0],[0],[1.9155986998230219],['target'],81,0,81,0,180.13039970002137,,10,180.1204949999228,180.13039970002137,180.13039970002137,0.015071500092744827,182.03612730000168,[np.float64(0.11833333333333333)],[np.float64(-0.23666666666666666)],[1],[0],[0],[1.9155986998230219],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
82,0,82,[np.float64(0.06833333333333333)],[np.float64(0.21333333333333335)],[1],[0],[0],[1.4018099999520928],['target'],82,0,82,0,182.0543800999876,,5,182.04398489999585,182.0543800999876,182.0543800999876,0.007761200191453099,183.4458347999025,[np.float64(0.06833333333333333)],[np.float64(0.21333333333333335)],[1],[0],[0],[1.4018099999520928],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
83,0,83,[np.float64(-0.18666666666666668)],[np.float64(-0.075)],[1],[0],[0],[1.9507219998631626],['target'],83,0,83,0,183.47103439993225,,10,183.4608406999614,183.47103439993225,183.47103439993225,0.014931999845430255,185.41159949987195,[np.float64(-0.18666666666666668)],[np.float64(-0.075)],[1],[0],[0],[1.9507219998631626],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
84,0,84,[np.float64(-0.37166666666666665)],[np.float64(0.31166666666666665)],[1],[0],[0],[1.408183400053531],['target'],84,0,84,0,185.43594909994863,,10,185.4266784999054,185.43594909994863,185.43594909994863,0.014988200040534139,186.83490059990436,[np.float64(-0.37166666666666665)],[np.float64(0.31166666666666665)],[1],[0],[0],[1.408183400053531],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
85,0,85,[np.float64(-0.16666666666666666)],[np.float64(-0.1)],[1],[0],[0],[1.7139791999943554],['target'],85,0,85,0,186.85961589985527,,10,186.84990819985978,186.85961589985527,186.85961589985527,0.014911500038579106,188.56392570002936,[np.float64(-0.16666666666666666)],[np.float64(-0.1)],[1],[0],[0],[1.7139791999943554],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
86,0,86,[np.float64(-0.18833333333333332)],[np.float64(0.28833333333333333)],[1],[0],[0],[1.609718200052157],['target'],86,0,86,0,188.58216969994828,,5,188.57221789984033,188.58216969994828,188.58216969994828,0.008201800053939223,190.18197509995662,[np.float64(-0.18833333333333332)],[np.float64(0.28833333333333333)],[1],[0],[0],[1.609718200052157],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
87,0,87,[np.float64(-0.03)],[np.float64(0.085)],[1],[0],[0],[3.5471552000381052],['target'],87,0,87,0,190.2068415998947,,10,190.19729109993204,190.2068415998947,190.2068415998947,0.015245199901983142,193.74448499991558,[np.float64(-0.03)],[np.float64(0.085)],[1],[0],[0],[3.5471552000381052],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
88,0,88,[np.float64(-0.25333333333333335)],[np.float64(0.27666666666666667)],[1],[0],[0],[3.0604729000478983],[None],88,0,88,0,193.7624045999255,,5,193.75375379994512,193.7624045999255,193.7624045999255,0.00918320007622242,196.8142643000465,[np.float64(-0.25333333333333335)],[np.float64(0.27666666666666667)],[1],[0],[0],[3.0604729000478983],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
89,0,89,[np.float64(-0.13333333333333333)],[np.float64(0.185)],[1],[0],[0],[4.164833500050008],['target'],89,0,89,0,196.83853519987315,,10,196.82954249996692,196.83853519987315,196.83853519987315,0.015206699958071113,200.99441240006126,[np.float64(-0.13333333333333333)],[np.float64(0.185)],[1],[0],[0],[4.164833500050008],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
90,0,90,[np.float64(0.32166666666666666)],[np.float64(0.12666666666666668)],[1],[0],[0],[3.046935500111431],['target'],90,0,90,0,201.01952439988963,,10,201.00988249992952,201.01952439988963,201.01952439988963,0.015379999997094274,204.05685120006092,[np.float64(0.32166666666666666)],[np.float64(0.12666666666666668)],[1],[0],[0],[3.046935500111431],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
91,0,91,[np.float64(-0.26166666666666666)],[np.float64(0.20333333333333334)],[1],[0],[0],[1.7284882999956608],[None],91,0,91,0,204.07627650001086,,5,204.06455080001615,204.07627650001086,204.07627650001086,0.007608300074934959,205.7930773999542,[np.float64(-0.26166666666666666)],[np.float64(0.20333333333333334)],[1],[0],[0],[1.7284882999956608],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
92,0,92,[np.float64(-0.16666666666666666)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.4018329000100493],['target'],92,0,92,0,205.81079560006037,,5,205.80089309997857,205.81079560006037,205.81079560006037,0.007741899928078055,207.2027636000421,[np.float64(-0.16666666666666666)],[np.float64(-0.006666666666666667)],[1],[0],[0],[1.4018329000100493],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
93,0,93,[np.float64(-0.46166666666666667)],[np.float64(0.43166666666666664)],[1],[0],[0],[1.9644202999770641],['target'],93,0,93,0,207.22767070005648,,10,207.21777709992602,207.22767070005648,207.22767070005648,0.01494179992005229,209.18223639996722,[np.float64(-0.46166666666666667)],[np.float64(0.43166666666666664)],[1],[0],[0],[1.9644202999770641],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
94,0,94,[np.float64(0.09833333333333333)],[np.float64(-0.09)],[1],[0],[0],[3.088435700163245],['target'],94,0,94,0,209.20025969995186,,5,209.1901901999954,209.20025969995186,209.20025969995186,0.007858900120481849,212.27866259985603,[np.float64(0.09833333333333333)],[np.float64(-0.09)],[1],[0],[0],[3.088435700163245],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
95,0,95,[np.float64(0.19166666666666668)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.7432554000988603],['target'],95,0,95,0,212.29711179994047,,5,212.2861033999361,212.29711179994047,212.29711179994047,0.007367799989879131,214.02939599985257,[np.float64(0.19166666666666668)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.7432554000988603],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
96,0,96,[np.float64(0.4033333333333333)],[np.float64(0.21833333333333332)],[1],[0],[0],[1.6864775998983532],['target'],96,0,96,0,214.04761300003156,,5,214.03700600005686,214.04761300003156,214.04761300003156,0.007537599885836244,215.72352289990522,[np.float64(0.4033333333333333)],[np.float64(0.21833333333333332)],[1],[0],[0],[1.6864775998983532],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
97,0,97,[np.float64(-0.19333333333333333)],[np.float64(0.4716666666666667)],[1],[0],[0],[2.0331826000474393],['target'],97,0,97,0,215.74841979984194,,10,215.73908420000225,215.74841979984194,215.74841979984194,0.015488599892705679,217.77231210004538,[np.float64(-0.19333333333333333)],[np.float64(0.4716666666666667)],[1],[0],[0],[2.0331826000474393],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
98,0,98,[np.float64(0.265)],[np.float64(0.09)],[1],[0],[0],[1.8664532001130283],['target'],98,0,98,0,217.79028269997798,,5,217.7805288999807,217.79028269997798,217.79028269997798,0.008120799902826548,219.64702189993113,[np.float64(0.265)],[np.float64(0.09)],[1],[0],[0],[1.8664532001130283],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
99,0,99,[np.float64(0.09833333333333333)],[np.float64(-0.45666666666666667)],[1],[0],[0],[3.561649899929762],[None],99,0,99,0,219.66600609989837,,5,219.65526959998533,219.66600609989837,219.66600609989837,0.008174100192263722,223.2169582999777,[np.float64(0.09833333333333333)],[np.float64(-0.45666666666666667)],[1],[0],[0],[3.561649899929762],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
100,0,100,[np.float64(-0.2866666666666667)],[np.float64(0.3516666666666667)],[1],[0],[0],[1.609403399983421],['target'],100,0,100,0,223.24212249997072,,10,223.23218140006065,223.24212249997072,223.24212249997072,0.015150599880144,224.84163230005652,[np.float64(-0.2866666666666667)],[np.float64(0.3516666666666667)],[1],[0],[0],[1.609403399983421],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
101,0,101,[np.float64(0.051666666666666666)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.777225400088355],['target'],101,0,101,0,224.86033429997042,,5,224.84929389995523,224.86033429997042,224.86033429997042,0.007579899858683348,226.6265511000529,[np.float64(0.051666666666666666)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.777225400088355],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
102,0,102,[np.float64(0.22666666666666666)],[np.float64(-0.32)],[1],[0],[0],[2.4848549000453204],['target'],102,0,102,0,226.64464239985682,,5,226.63440770003945,226.64464239985682,226.64464239985682,0.007786299800500274,229.11930239992216,[np.float64(0.22666666666666666)],[np.float64(-0.32)],[1],[0],[0],[2.4848549000453204],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
103,0,103,[np.float64(-0.49833333333333335)],[np.float64(-0.03666666666666667)],[1],[0],[0],[3.0955040000844747],['target'],103,0,103,0,229.1441575998906,,10,229.13479569996707,229.1441575998906,229.1441575998906,0.015416100155562162,232.23033709987067,[np.float64(-0.49833333333333335)],[np.float64(-0.03666666666666667)],[1],[0],[0],[3.0955040000844747],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
104,0,104,[np.float64(-0.445)],[np.float64(-0.38666666666666666)],[1],[0],[0],[1.6449096000287682],['target'],104,0,104,0,232.25594389997423,,10,232.24541179998778,232.25594389997423,232.25594389997423,0.014982299879193306,233.89035839983262,[np.float64(-0.445)],[np.float64(-0.38666666666666666)],[1],[0],[0],[1.6449096000287682],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
105,0,105,[np.float64(0.11833333333333333)],[np.float64(0.36)],[1],[0],[0],[2.1438950998708606],['target'],105,0,105,0,233.91470950003713,,10,233.90582760004327,233.91470950003713,233.91470950003713,0.015377099858596921,236.04976449999958,[np.float64(0.11833333333333333)],[np.float64(0.36)],[1],[0],[0],[2.1438950998708606],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
106,0,106,[np.float64(0.025)],[np.float64(0.13166666666666665)],[1],[0],[0],[1.5548322000540793],['target'],106,0,106,0,236.06857250002213,,5,236.0575556999538,236.06857250002213,236.06857250002213,0.007697199936956167,237.61242859996855,[np.float64(0.025)],[np.float64(0.13166666666666665)],[1],[0],[0],[1.5548322000540793],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
107,0,107,[np.float64(-0.215)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.408595599932596],['target'],107,0,107,0,237.63078400003724,,5,237.6203723999206,237.63078400003724,237.63078400003724,0.00787009997293353,239.0290079000406,[np.float64(-0.215)],[np.float64(0.17666666666666667)],[1],[0],[0],[1.408595599932596],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
108,0,108,[np.float64(0.3883333333333333)],[np.float64(-0.12333333333333334)],[1],[0],[0],[2.1166894000489265],['target'],108,0,108,0,239.0470221999567,,5,239.03731819987297,239.0470221999567,239.0470221999567,0.008240499999374151,241.1540463999845,[np.float64(0.3883333333333333)],[np.float64(-0.12333333333333334)],[1],[0],[0],[2.1166894000489265],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
109,0,109,[np.float64(0.42)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.8172982998657972],['target'],109,0,109,0,241.1796356998384,,10,241.16963799996302,241.1796356998384,241.1796356998384,0.015518500003963709,242.9869696998503,[np.float64(0.42)],[np.float64(0.22666666666666666)],[1],[0],[0],[1.8172982998657972],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
110,0,110,[np.float64(-0.045)],[np.float64(-0.07166666666666667)],[1],[0],[0],[2.0264577998314053],['target'],110,0,110,0,243.012916599866,,10,243.00209679990076,243.012916599866,243.012916599866,0.01503880019299686,245.02859140001237,[np.float64(-0.045)],[np.float64(-0.07166666666666667)],[1],[0],[0],[2.0264577998314053],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
111,0,111,[np.float64(0.3933333333333333)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.9298642000649124],['target'],111,0,111,0,245.04742129985243,,5,245.03628750005737,245.04742129985243,245.04742129985243,0.007605699822306633,246.96618929994293,[np.float64(0.3933333333333333)],[np.float64(0.08666666666666667)],[1],[0],[0],[1.9298642000649124],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
112,0,112,[np.float64(-0.035)],[np.float64(-0.18833333333333332)],[1],[0],[0],[2.0687009000685066],['target'],112,0,112,0,246.98472069995478,,5,246.9740349999629,246.98472069995478,246.98472069995478,0.007774199824780226,249.0427756998688,[np.float64(-0.035)],[np.float64(-0.18833333333333332)],[1],[0],[0],[2.0687009000685066],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
113,0,113,[np.float64(0.28)],[np.float64(0.24333333333333335)],[1],[0],[0],[2.2274182999972254],['target'],113,0,113,0,249.06771710002795,,10,249.0581978999544,249.06771710002795,249.06771710002795,0.015350499888882041,251.28565149987116,[np.float64(0.28)],[np.float64(0.24333333333333335)],[1],[0],[0],[2.2274182999972254],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
114,0,114,[np.float64(0.015)],[np.float64(0.42)],[1],[0],[0],[1.7973853999283165],['target'],114,0,114,0,251.31072559999302,,10,251.3007845999673,251.31072559999302,251.31072559999302,0.015043999999761581,253.09821469988674,[np.float64(0.015)],[np.float64(0.42)],[1],[0],[0],[1.7973853999283165],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
115,0,115,[np.float64(-0.16833333333333333)],[np.float64(-0.06166666666666667)],[1],[0],[0],[2.017323600128293],['target'],115,0,115,0,253.13023149990477,,10,253.11545459995978,253.13023149990477,253.13023149990477,0.017136499984189868,255.13281259988435,[np.float64(-0.16833333333333333)],[np.float64(-0.06166666666666667)],[1],[0],[0],[2.017323600128293],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
116,0,116,[np.float64(-0.20166666666666666)],[np.float64(-0.11)],[1],[0],[0],[1.9091047002002597],['target'],116,0,116,0,255.15178399998695,,5,255.1405849000439,255.15178399998695,255.15178399998695,0.007679899921640754,257.04972799983807,[np.float64(-0.20166666666666666)],[np.float64(-0.11)],[1],[0],[0],[1.9091047002002597],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
