thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
14,0,14,[np.float64(-0.03666666666666667)],[np.float64(0.47)],[1],[0],[0],[1.8742861000355333],['target'],14,0,14,0,29.624620700022206,,5,29.613724200055003,29.624620700022206,29.624620700022206,0.007669700076803565,31.488049499923363,[np.float64(-0.03666666666666667)],[np.float64(0.47)],[1],[0],[0],[1.8742861000355333],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
15,0,15,[np.float64(0.3233333333333333)],[np.float64(0.43666666666666665)],[1],[0],[0],[2.0895469998940825],['target'],15,0,15,0,31.50614419998601,,5,31.49561359989457,31.50614419998601,31.50614419998601,0.007488900097087026,33.58520370000042,[np.float64(0.3233333333333333)],[np.float64(0.43666666666666665)],[1],[0],[0],[2.0895469998940825],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
16,0,16,[np.float64(0.27166666666666667)],[np.float64(-0.22666666666666666)],[1],[0],[0],[1.971407099859789],['target'],16,0,16,0,33.60350039997138,,5,33.59351379983127,33.60350039997138,33.60350039997138,0.008236000081524253,35.56495929998346,[np.float64(0.27166666666666667)],[np.float64(-0.22666666666666666)],[1],[0],[0],[1.971407099859789],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
17,0,17,[np.float64(0.085)],[np.float64(-0.14833333333333334)],[1],[0],[0],[1.6933257000055164],['target'],17,0,17,0,35.58347289985977,,5,35.572916199918836,35.58347289985977,35.58347289985977,0.00788230006583035,37.266287999926135,[np.float64(0.085)],[np.float64(-0.14833333333333334)],[1],[0],[0],[1.6933257000055164],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
18,0,18,[np.float64(0.23)],[np.float64(0.205)],[1],[0],[0],[2.108470099978149],['target'],18,0,18,0,37.290416799951345,,10,37.28188379993662,37.290416799951345,37.290416799951345,0.015519300010055304,39.39038509991951,[np.float64(0.23)],[np.float64(0.205)],[1],[0],[0],[2.108470099978149],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
19,0,19,[np.float64(-0.2633333333333333)],[np.float64(-0.35833333333333334)],[1],[0],[0],[2.0606053001247346],['target'],19,0,19,0,39.415499299997464,,10,39.40641009993851,39.415499299997464,39.415499299997464,0.01593510014936328,41.467051999876276,[np.float64(-0.2633333333333333)],[np.float64(-0.35833333333333334)],[1],[0],[0],[2.0606053001247346],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
20,0,20,[np.float64(0.295)],[np.float64(-0.235)],[1],[0],[0],[5.1305086999200284],['target'],20,0,20,0,41.49318049987778,,10,41.48236100003123,41.49318049987778,41.49318049987778,0.015217299805954099,46.61291139991954,[np.float64(0.295)],[np.float64(-0.235)],[1],[0],[0],[5.1305086999200284],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
21,0,21,[np.float64(-0.20166666666666666)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.7346304999664426],[None],21,0,21,0,46.63794899987988,,10,46.62816539988853,46.63794899987988,46.63794899987988,0.015151300001889467,48.362830199999735,[np.float64(-0.20166666666666666)],[np.float64(0.03333333333333333)],[1],[0],[0],[1.7346304999664426],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
22,0,22,[np.float64(-0.295)],[np.float64(0.06)],[1],[0],[0],[1.6938302000053227],['target'],22,0,22,0,48.38125899992883,,5,48.370740599930286,48.38125899992883,48.38125899992883,0.007817499805241823,50.0646093999967,[np.float64(-0.295)],[np.float64(0.06)],[1],[0],[0],[1.6938302000053227],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
23,0,23,[np.float64(0.36833333333333335)],[np.float64(-0.06833333333333333)],[1],[0],[0],[5.657314699841663],['target'],23,0,23,0,50.089033300057054,,10,50.08005220000632,50.089033300057054,50.089033300057054,0.01536900014616549,55.73740369989537,[np.float64(0.36833333333333335)],[np.float64(-0.06833333333333333)],[1],[0],[0],[5.657314699841663],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
24,0,24,[np.float64(-0.12)],[np.float64(0.15666666666666668)],[1],[0],[0],[1.6173898000270128],['target'],24,0,24,0,55.755862900055945,,5,55.74537789984606,55.755862900055945,55.755862900055945,0.007880899822339416,57.36281139985658,[np.float64(-0.12)],[np.float64(0.15666666666666668)],[1],[0],[0],[1.6173898000270128],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
25,0,25,[np.float64(0.37833333333333335)],[np.float64(-0.07166666666666667)],[1],[0],[0],[2.0257954001426697],['target'],25,0,25,0,57.380772799951956,,5,57.37195159983821,57.380772799951956,57.380772799951956,0.009063099976629019,59.39778560004197,[np.float64(0.37833333333333335)],[np.float64(-0.07166666666666667)],[1],[0],[0],[2.0257954001426697],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
26,0,26,[np.float64(-0.4166666666666667)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.7552956000436097],['target'],26,0,26,0,59.42254169983789,,10,59.41290199989453,59.42254169983789,59.42254169983789,0.01504880003631115,61.16822579992004,[np.float64(-0.4166666666666667)],[np.float64(0.18333333333333332)],[1],[0],[0],[1.7552956000436097],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
27,0,27,[np.float64(-0.44166666666666665)],[np.float64(0.325)],[1],[0],[0],[1.6726234999950975],['target'],27,0,27,0,61.19319899985567,,10,61.183665100019425,61.19319899985567,61.19319899985567,0.015347100095823407,62.85634779999964,[np.float64(-0.44166666666666665)],[np.float64(0.325)],[1],[0],[0],[1.6726234999950975],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
28,0,28,[np.float64(-0.49333333333333335)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.5986509998328984],['target'],28,0,28,0,62.88758479990065,,10,62.87595509993844,62.88758479990065,62.88758479990065,0.019491600105538964,64.47466259985231,[np.float64(-0.49333333333333335)],[np.float64(-0.10833333333333334)],[1],[0],[0],[1.5986509998328984],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
29,0,29,[np.float64(0.395)],[np.float64(0.08)],[1],[0],[0],[2.760861499933526],['target'],29,0,29,0,64.49861219990999,,10,64.49109119991772,64.49861219990999,64.49861219990999,0.01629179995507002,67.25198949989863,[np.float64(0.395)],[np.float64(0.08)],[1],[0],[0],[2.760861499933526],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
30,0,30,[np.float64(0.195)],[np.float64(0.13666666666666666)],[1],[0],[0],[1.4223219999112189],['target'],30,0,30,0,67.27016469999216,,5,67.2597342999652,67.27016469999216,67.27016469999216,0.007651099935173988,68.68209549994208,[np.float64(0.195)],[np.float64(0.13666666666666666)],[1],[0],[0],[1.4223219999112189],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
31,0,31,[np.float64(0.11666666666666667)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.083273700205609],['target'],31,0,31,0,68.70151970000006,,5,68.68976869992912,68.70151970000006,68.70151970000006,0.007600799901410937,70.7730982999783,[np.float64(0.11666666666666667)],[np.float64(-0.26666666666666666)],[1],[0],[0],[2.083273700205609],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
32,0,32,[np.float64(0.4483333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.84964710008353],['target'],32,0,32,0,70.80465739988722,,10,70.79077730001882,70.80465739988722,70.80465739988722,0.017584999790415168,72.64046939997934,[np.float64(0.4483333333333333)],[np.float64(0.11333333333333333)],[1],[0],[0],[1.84964710008353],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
33,0,33,[np.float64(-0.30666666666666664)],[np.float64(-0.41833333333333333)],[1],[0],[0],[1.9062395000364631],['target'],33,0,33,0,72.66524260002188,,10,72.6579074000474,72.66524260002188,72.66524260002188,0.01733920001424849,74.56418420001864,[np.float64(-0.30666666666666664)],[np.float64(-0.41833333333333333)],[1],[0],[0],[1.9062395000364631],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
34,0,34,[np.float64(-0.37833333333333335)],[np.float64(0.42)],[1],[0],[0],[2.7147001000121236],['target'],34,0,34,0,74.58277129987255,,5,74.57184759993106,74.58277129987255,74.58277129987255,0.007570100016891956,77.28658839990385,[np.float64(-0.37833333333333335)],[np.float64(0.42)],[1],[0],[0],[2.7147001000121236],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
35,0,35,[np.float64(-0.245)],[np.float64(-0.24)],[1],[0],[0],[2.1581561001949012],['target'],35,0,35,0,77.30462569999509,,5,77.29446700005792,77.30462569999509,77.30462569999509,0.007805499946698546,79.45265999995172,[np.float64(-0.245)],[np.float64(-0.24)],[1],[0],[0],[2.1581561001949012],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
36,0,36,[np.float64(0.3016666666666667)],[np.float64(-0.13833333333333334)],[1],[0],[0],[2.617491800105199],['target'],36,0,36,0,79.47103839996271,,5,79.46041919989511,79.47103839996271,79.47103839996271,0.007684899959713221,82.07796079991385,[np.float64(0.3016666666666667)],[np.float64(-0.13833333333333334)],[1],[0],[0],[2.617491800105199],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
37,0,37,[np.float64(-0.08833333333333333)],[np.float64(-0.455)],[1],[0],[0],[3.296555400127545],['target'],37,0,37,0,82.10293169994839,,10,82.09415889997035,82.10293169994839,82.10293169994839,0.016127000097185373,85.39074989990331,[np.float64(-0.08833333333333333)],[np.float64(-0.455)],[1],[0],[0],[3.296555400127545],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
38,0,38,[np.float64(0.43833333333333335)],[np.float64(0.20333333333333334)],[1],[0],[0],[2.1586933999788016],['target'],38,0,38,0,85.40857309987769,,5,85.39841529983096,85.40857309987769,85.40857309987769,0.007568199886009097,87.55714709986933,[np.float64(0.43833333333333335)],[np.float64(0.20333333333333334)],[1],[0],[0],[2.1586933999788016],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
39,0,39,[np.float64(0.008333333333333333)],[np.float64(-0.065)],[1],[0],[0],[6.339618699857965],['target'],39,0,39,0,87.5822725999169,,10,87.57213580003008,87.5822725999169,87.5822725999169,0.014917099848389626,93.91179180005565,[np.float64(0.008333333333333333)],[np.float64(-0.065)],[1],[0],[0],[6.339618699857965],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
40,0,40,[np.float64(0.23)],[np.float64(0.42833333333333334)],[1],[0],[0],[1.7002554000355303],['target'],40,0,40,0,93.92950149998069,,5,93.91972179990262,93.92950149998069,93.92950149998069,0.007839600089937449,95.6200164000038,[np.float64(0.23)],[np.float64(0.42833333333333334)],[1],[0],[0],[1.7002554000355303],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
41,0,41,[np.float64(0.39666666666666667)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.2899996999185532],['target'],41,0,41,0,95.63874850003049,,5,95.62807570002042,95.63874850003049,95.63874850003049,0.007983500137925148,97.91811059997417,[np.float64(0.39666666666666667)],[np.float64(-0.31166666666666665)],[1],[0],[0],[2.2899996999185532],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
42,0,42,[np.float64(0.18166666666666667)],[np.float64(0.04833333333333333)],[1],[0],[0],[1.8668921999633312],['target'],42,0,42,0,97.94319160003215,,10,97.93349769990891,97.94319160003215,97.94319160003215,0.015315999975427985,99.80042740004137,[np.float64(0.18166666666666667)],[np.float64(0.04833333333333333)],[1],[0],[0],[1.8668921999633312],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
43,0,43,[np.float64(-0.14666666666666667)],[np.float64(-0.40166666666666667)],[1],[0],[0],[1.957274500047788],['target'],43,0,43,0,99.8182995999232,,5,99.80833859997801,99.8182995999232,99.8182995999232,0.007817399920895696,101.76565349986777,[np.float64(-0.14666666666666667)],[np.float64(-0.40166666666666667)],[1],[0],[0],[1.957274500047788],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
44,0,44,[np.float64(-0.04)],[np.float64(0.08833333333333333)],[1],[0],[0],[4.637487699976191],['target'],44,0,44,0,101.79100069985725,,10,101.7806838999968,101.79100069985725,101.79100069985725,0.0149594999384135,106.41820299997926,[np.float64(-0.04)],[np.float64(0.08833333333333333)],[1],[0],[0],[4.637487699976191],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
45,0,45,[np.float64(-0.295)],[np.float64(-0.37)],[1],[0],[0],[3.90797399985604],['target'],45,0,45,0,106.44329630001448,,10,106.43415450002067,106.44329630001448,106.44329630001448,0.0158587999176234,110.3421781999059,[np.float64(-0.295)],[np.float64(-0.37)],[1],[0],[0],[3.90797399985604],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
46,0,46,[np.float64(0.36)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.8727795998565853],['target'],46,0,46,0,110.36681929999031,,10,110.35805869987234,110.36681929999031,110.36681929999031,0.01574469986371696,112.23087870003656,[np.float64(0.36)],[np.float64(0.058333333333333334)],[1],[0],[0],[1.8727795998565853],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
47,0,47,[np.float64(-0.37)],[np.float64(0.16)],[1],[0],[0],[1.804053199943155],['target'],47,0,47,0,112.2554877998773,,10,112.24631239986047,112.2554877998773,112.2554877998773,0.015339599922299385,114.05040309997275,[np.float64(-0.37)],[np.float64(0.16)],[1],[0],[0],[1.804053199943155],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
48,0,48,[np.float64(-0.11333333333333333)],[np.float64(-0.08666666666666667)],[1],[0],[0],[2.96356979990378],[None],48,0,48,0,114.07506760000251,,10,114.06608819984831,114.07506760000251,114.07506760000251,0.015592199983075261,117.02970189996995,[np.float64(-0.11333333333333333)],[np.float64(-0.08666666666666667)],[1],[0],[0],[2.96356979990378],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
49,0,49,[np.float64(0.32166666666666666)],[np.float64(-0.4066666666666667)],[1],[0],[0],[2.9189488000702113],['target'],49,0,49,0,117.0610872998368,,10,117.04761560005136,117.0610872998368,117.0610872998368,0.017813100013881922,119.96659670001827,[np.float64(0.32166666666666666)],[np.float64(-0.4066666666666667)],[1],[0],[0],[2.9189488000702113],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
50,0,50,[np.float64(0.19166666666666668)],[np.float64(0.04833333333333333)],[1],[0],[0],[1.5341521000955254],['target'],50,0,50,0,119.98527129995637,,5,119.97434539999813,119.98527129995637,119.98527129995637,0.007657299982383847,121.5085380000528,[np.float64(0.19166666666666668)],[np.float64(0.04833333333333333)],[1],[0],[0],[1.5341521000955254],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
51,0,51,[np.float64(0.016666666666666666)],[np.float64(-0.22833333333333333)],[1],[0],[0],[2.713335399981588],['target'],51,0,51,0,121.53345809993334,,10,121.52394729992375,121.53345809993334,121.53345809993334,0.015334400115534663,124.23731749993749,[np.float64(0.016666666666666666)],[np.float64(-0.22833333333333333)],[1],[0],[0],[2.713335399981588],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
52,0,52,[np.float64(0.11833333333333333)],[np.float64(0.3883333333333333)],[1],[0],[0],[2.7634181000757962],['target'],52,0,52,0,124.25570419989526,,5,124.24535569990985,124.25570419989526,124.25570419989526,0.007946299854665995,127.00881200004369,[np.float64(0.11833333333333333)],[np.float64(0.3883333333333333)],[1],[0],[0],[2.7634181000757962],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
53,0,53,[np.float64(-0.41833333333333333)],[np.float64(-0.415)],[1],[0],[0],[1.7839033999480307],['target'],53,0,53,0,127.02688149991445,,5,127.01654059998691,127.02688149991445,127.02688149991445,0.007655999856069684,128.8004828998819,[np.float64(-0.41833333333333333)],[np.float64(-0.415)],[1],[0],[0],[1.7839033999480307],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
54,0,54,[np.float64(0.19)],[np.float64(-0.28)],[1],[0],[0],[1.6658075999002904],['target'],54,0,54,0,128.81833639997058,,5,128.80801479984075,128.81833639997058,128.81833639997058,0.007456299848854542,130.47386420005932,[np.float64(0.19)],[np.float64(-0.28)],[1],[0],[0],[1.6658075999002904],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
55,0,55,[np.float64(-0.36833333333333335)],[np.float64(0.4)],[1],[0],[0],[1.533459800062701],['target'],55,0,55,0,130.49229729990475,,5,130.481772699859,130.49229729990475,130.49229729990475,0.007833600044250488,132.01527419988997,[np.float64(-0.36833333333333335)],[np.float64(0.4)],[1],[0],[0],[1.533459800062701],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
56,0,56,[np.float64(-0.11833333333333333)],[np.float64(-0.275)],[1],[0],[0],[1.825882500037551],[None],56,0,56,0,132.03376209991984,,5,132.02296420000494,132.03376209991984,132.03376209991984,0.0076368998270481825,133.8488840998616,[np.float64(-0.11833333333333333)],[np.float64(-0.275)],[1],[0],[0],[1.825882500037551],[None],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
57,0,57,[np.float64(0.4066666666666667)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.7351823998615146],['target'],57,0,57,0,133.86694450001232,,5,133.85652859997936,133.86694450001232,133.86694450001232,0.00756980013102293,135.59174759988673,[np.float64(0.4066666666666667)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.7351823998615146],['target'],2,001,2025-10-01_15h33.34.386,untitled,,2025.1.1,142.36375067134384,2025-10-01 15h33.39.338950 +0530,
