thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
14,0,14,[np.float64(-0.36)],[np.float64(-0.37333333333333335)],[1],[0],[0],[2.26153750019148],['target'],14,0,14,0,29.80252639995888,,5,29.79330789996311,29.80252639995888,29.80252639995888,0.009054299909621477,32.054897599853575,[np.float64(-0.36)],[np.float64(-0.37333333333333335)],[1],[0],[0],[2.26153750019148],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
15,0,15,[np.float64(-0.505)],[np.float64(0.275)],[1],[0],[0],[2.477277100086212],['target'],15,0,15,0,32.08039220003411,,10,32.0712526999414,32.08039220003411,32.08039220003411,0.01624839985743165,34.548584799980745,[np.float64(-0.505)],[np.float64(0.275)],[1],[0],[0],[2.477277100086212],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
16,0,16,[np.float64(0.44166666666666665)],[np.float64(0.005)],[1],[0],[0],[2.414100999943912],['target'],16,0,16,0,34.5666245999746,,5,34.557434199843556,34.5666245999746,34.5666245999746,0.00871650013141334,36.971575299976394,[np.float64(0.44166666666666665)],[np.float64(0.005)],[1],[0],[0],[2.414100999943912],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
17,0,17,[np.float64(-0.056666666666666664)],[np.float64(0.09166666666666666)],[1],[0],[0],[3.7623958999756724],['target'],17,0,17,0,36.99655029992573,,10,36.98725209990516,36.99655029992573,36.99655029992573,0.015602000057697296,40.74970479984768,[np.float64(-0.056666666666666664)],[np.float64(0.09166666666666666)],[1],[0],[0],[3.7623958999756724],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
18,0,18,[np.float64(-0.4066666666666667)],[np.float64(0.43)],[1],[0],[0],[1.7274260998237878],['target'],18,0,18,0,40.76781539991498,,5,40.75827239989303,40.76781539991498,40.76781539991498,0.0085209000390023,42.48573950002901,[np.float64(-0.4066666666666667)],[np.float64(0.43)],[1],[0],[0],[1.7274260998237878],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
19,0,19,[np.float64(0.07333333333333333)],[np.float64(0.23833333333333334)],[1],[0],[0],[1.8577805999666452],['target'],19,0,19,0,42.51020859996788,,10,42.50264459988102,42.51020859996788,42.51020859996788,0.016834399895742536,44.3604623998981,[np.float64(0.07333333333333333)],[np.float64(0.23833333333333334)],[1],[0],[0],[1.8577805999666452],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
20,0,20,[np.float64(0.125)],[np.float64(-0.42833333333333334)],[1],[0],[0],[1.9087384999729693],['target'],20,0,20,0,44.378859099932015,,5,44.36868770001456,44.378859099932015,44.378859099932015,0.008131400216370821,46.277467200066894,[np.float64(0.125)],[np.float64(-0.42833333333333334)],[1],[0],[0],[1.9087384999729693],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
21,0,21,[np.float64(-0.3383333333333333)],[np.float64(-0.145)],[1],[0],[0],[1.3669503000564873],['target'],21,0,21,0,46.29609189997427,,5,46.284848199924454,46.29609189997427,46.29609189997427,0.007307599997147918,47.651836100034416,[np.float64(-0.3383333333333333)],[np.float64(-0.145)],[1],[0],[0],[1.3669503000564873],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
22,0,22,[np.float64(-0.03333333333333333)],[np.float64(-0.023333333333333334)],[1],[0],[0],[2.9700462999753654],['target'],22,0,22,0,47.67679399996996,,10,47.667825100012124,47.67679399996996,47.67679399996996,0.0159167000092566,50.63790680002421,[np.float64(-0.03333333333333333)],[np.float64(-0.023333333333333334)],[1],[0],[0],[2.9700462999753654],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
23,0,23,[np.float64(0.4816666666666667)],[np.float64(-0.023333333333333334)],[1],[0],[0],[2.5824599000625312],['target'],23,0,23,0,50.66336919995956,,10,50.65322229987942,50.66336919995956,50.66336919995956,0.015221800189465284,53.23572120000608,[np.float64(0.4816666666666667)],[np.float64(-0.023333333333333334)],[1],[0],[0],[2.5824599000625312],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
24,0,24,[np.float64(-0.06)],[np.float64(0.26)],[1],[0],[0],[1.5053066001273692],['target'],24,0,24,0,53.254397299839184,,5,53.244056900031865,53.254397299839184,53.254397299839184,0.008243100019171834,54.749405700014904,[np.float64(-0.06)],[np.float64(0.26)],[1],[0],[0],[1.5053066001273692],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
25,0,25,[np.float64(0.42333333333333334)],[np.float64(0.4066666666666667)],[1],[0],[0],[2.7913043000735343],['target'],25,0,25,0,54.76808079984039,,5,54.75745889986865,54.76808079984039,54.76808079984039,0.007980900118127465,57.54880540003069,[np.float64(0.42333333333333334)],[np.float64(0.4066666666666667)],[1],[0],[0],[2.7913043000735343],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
26,0,26,[np.float64(0.135)],[np.float64(0.025)],[1],[0],[0],[1.9203725999686867],['target'],26,0,26,0,57.572985199978575,,10,57.564913499867544,57.572985199978575,57.572985199978575,0.016035699984058738,59.48532469989732,[np.float64(0.135)],[np.float64(0.025)],[1],[0],[0],[1.9203725999686867],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
27,0,27,[np.float64(-0.4633333333333333)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.8247299001086503],['target'],27,0,27,0,59.5103492999915,,10,59.50115629984066,59.5103492999915,59.5103492999915,0.015742099843919277,61.32592580001801,[np.float64(-0.4633333333333333)],[np.float64(0.06333333333333334)],[1],[0],[0],[1.8247299001086503],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
28,0,28,[np.float64(0.18166666666666667)],[np.float64(0.0033333333333333335)],[1],[0],[0],[2.0468293000012636],['target'],28,0,28,0,61.350318799959496,,10,61.342072899919,61.350318799959496,61.350318799959496,0.01605429989285767,63.388942199992016,[np.float64(0.18166666666666667)],[np.float64(0.0033333333333333335)],[1],[0],[0],[2.0468293000012636],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
29,0,29,[np.float64(0.19666666666666666)],[np.float64(-0.245)],[1],[0],[0],[1.7757335000205785],['target'],29,0,29,0,63.40693569998257,,5,63.39752070000395,63.40693569998257,63.40693569998257,0.008488399907946587,65.17329609999433,[np.float64(0.19666666666666666)],[np.float64(-0.245)],[1],[0],[0],[1.7757335000205785],['target'],4,001,2025-10-01_15h57.22.233,untitled,,2025.1.1,144.47025660036988,2025-10-01 15h57.30.244339 +0530,
