word,word_type,color,stim_condition,correct_resp,thisN,thisTrialN,thisRepN,resp.keys,resp.corr,resp.rt,resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Instructions.started,instr_text.started,Instructions.stopped,trial.started,fixation.started,fixation.stopped,word_stim.started,resp.started,trial.stopped,trials.resp.keys,trials.resp.corr,trials.resp.rt,trials.resp.duration,Thanks.started,text.started,Thanks.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
Book,neutral,blue,I,b,9,9,0,b,1,0.6400416000396945,None,0,9,9,17,13.821459700004198,,,,,13.811145299987402,13.821459700004198,14.320920100028161,14.320920100028161,14.320920100028161,14.974396600038745,b,1,0.6400416000396945,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Injury,emotional,green,I,g,10,10,0,g,1,0.8123815000290051,None,0,10,10,6,14.987020500004292,,,,,14.980214000039268,14.987020500004292,15.487383200030308,15.487383200030308,15.487383200030308,16.30758770002285,g,1,0.8123815000290051,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Chair,neutral,green,I,g,11,11,0,g,1,0.5572037000092678,None,0,11,11,10,16.320411499997135,,,,,16.310246400011238,16.320411499997135,16.820418799994513,16.820418799994513,16.820418799994513,17.390763000003062,g,1,0.5572037000092678,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Paper,neutral,yellow,I,y,12,12,0,y,1,0.5247718999744393,None,0,12,12,15,17.4037788999849,,,,,17.39401360001648,17.4037788999849,17.904157000011764,17.904157000011764,17.904157000011764,18.44117120001465,y,1,0.5247718999744393,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Sadness,emotional,yellow,I,y,13,13,0,y,1,0.421548200014513,None,0,13,13,7,18.455232200038154,,,,,18.444047900033183,18.455232200038154,18.954103900003247,18.954103900003247,18.954103900003247,19.391473499999847,y,1,0.421548200014513,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Stone,neutral,yellow,I,y,14,14,0,y,1,0.4005227999878116,None,0,14,14,19,19.40377490001265,,,,,19.3941622999846,19.40377490001265,19.904406399989966,19.904406399989966,19.904406399989966,20.30814650002867,y,1,0.4005227999878116,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Death,emotional,green,I,g,15,15,0,g,1,0.7395588000072166,None,0,15,15,2,20.32065390003845,,,,,20.313536500034388,20.32065390003845,20.82086189999245,20.82086189999245,20.82086189999245,21.574019099993166,g,1,0.7395588000072166,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Garden,neutral,red,I,r,16,16,0,r,1,0.587850600015372,None,0,16,16,16,21.587047900015023,,,,,21.576498300011735,21.587047900015023,22.087422200012952,22.087422200012952,22.087422200012952,22.69141050003236,r,1,0.587850600015372,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Fear,emotional,red,C,r,17,17,0,r,1,0.7187235999736004,None,0,17,17,0,22.703719399985857,,,,,22.69619970000349,22.703719399985857,23.20411440002499,23.20411440002499,23.20411440002499,23.926756900036708,r,1,0.7187235999736004,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Threat,emotional,blue,I,b,18,18,0,b,1,1.2972640999942087,None,0,18,18,5,23.93678910000017,,,,,23.929260100005195,23.93678910000017,24.437303100014105,24.437303100014105,24.437303100014105,25.741512400039937,b,1,1.2972640999942087,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Panic,emotional,yellow,I,y,19,19,0,y,1,0.8086936000036076,None,0,19,19,3,25.753811300033703,,,,,25.74496550002368,25.753811300033703,26.25350900000194,26.25350900000194,26.25350900000194,27.07481890002964,y,1,0.8086936000036076,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Threat,emotional,blue,I,b,20,0,1,b,1,0.6554673999780789,None,1,0,20,5,27.087116100010462,,,,,27.07748249999713,27.087116100010462,27.587249500036705,27.587249500036705,27.587249500036705,28.25724910001736,b,1,0.6554673999780789,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Abuse,emotional,red,C,r,21,1,1,r,1,1.107614199980162,None,1,1,21,4,28.2705764999846,,,,,28.259914099995513,28.2705764999846,28.770403400005307,28.770403400005307,28.770403400005307,29.890115900023375,r,1,1.107614199980162,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Stone,neutral,yellow,I,y,22,2,1,y,1,1.0176418999908492,None,1,2,22,19,29.903459599998314,,,,,29.892833599995356,29.903459599998314,30.403192900004797,30.403192900004797,30.403192900004797,31.42442250001477,y,1,1.0176418999908492,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Violence,emotional,blue,I,b,23,3,1,b,1,0.7666522999643348,None,1,3,23,9,31.436594500031788,,,,,31.427820799988694,31.436594500031788,31.9373620999977,31.9373620999977,31.9373620999977,32.70736860000761,b,1,0.7666522999643348,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Chair,neutral,green,I,g,24,4,1,g,1,0.6750642000115477,None,1,4,24,10,32.72036849998403,,,,,32.71001330000581,32.72036849998403,33.2202589000226,33.2202589000226,33.2202589000226,33.90721820003819,g,1,0.6750642000115477,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Table,neutral,blue,I,b,25,5,1,b,1,0.7452960999798961,None,1,5,25,13,33.92096970003331,,,,,33.909889000002295,33.92096970003331,34.42073389998404,34.42073389998404,34.42073389998404,35.17368250002619,b,1,0.7452960999798961,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Garden,neutral,red,I,r,26,6,1,r,1,0.7674228000105359,None,1,6,26,16,35.18685120000737,,,,,35.17642520001391,35.18685120000737,35.68645280000055,35.68645280000055,35.68645280000055,36.457207900006324,r,1,0.7674228000105359,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Panic,emotional,yellow,I,y,27,7,1,y,1,0.6582765000057407,None,1,7,27,3,36.4707409000257,,,,,36.45989310002187,36.4707409000257,36.97030809998978,36.97030809998978,36.97030809998978,37.64163189998362,y,1,0.6582765000057407,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Sadness,emotional,yellow,I,y,28,8,1,y,1,0.5610497999587096,None,1,8,28,7,37.652942200016696,,,,,37.644859899999574,37.652942200016696,38.15329710004153,38.15329710004153,38.15329710004153,38.72319759998936,y,1,0.5610497999587096,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Paper,neutral,yellow,I,y,29,9,1,y,1,0.4319011999759823,None,1,9,29,15,38.736091100028716,,,,,38.72611789999064,38.736091100028716,39.23605100001441,39.23605100001441,39.23605100001441,39.673842300020624,y,1,0.4319011999759823,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Window,neutral,red,I,r,30,10,1,r,1,0.7733521000482142,None,1,10,30,12,39.68658520001918,,,,,39.676517600019,39.68658520001918,40.18612630001735,40.18612630001735,40.18612630001735,40.97419209999498,r,1,0.7733521000482142,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Fear,emotional,red,C,r,31,11,1,r,1,0.5879466999904253,None,1,11,31,0,40.98646490002284,,,,,40.97667740000179,40.98646490002284,41.486368699988816,41.486368699988816,41.486368699988816,42.0903624999919,r,1,0.5879466999904253,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Anger,emotional,red,C,r,32,12,1,r,1,0.4860935999895446,None,1,12,32,8,42.103015000000596,,,,,42.09302949998528,42.103015000000596,42.60276069998508,42.60276069998508,42.60276069998508,43.09052279999014,r,1,0.4860935999895446,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Road,neutral,green,I,g,33,13,1,g,1,0.72129140002653,None,1,13,33,18,43.103035300038755,,,,,43.093953900039196,43.103035300038755,43.60328159999335,43.60328159999335,43.60328159999335,44.34041220002109,g,1,0.72129140002653,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Pencil,neutral,green,I,g,34,14,1,g,1,0.5772502000327222,None,1,14,34,14,44.3533740999992,,,,,44.343067300040275,44.3533740999992,44.85343090002425,44.85343090002425,44.85343090002425,45.44002800004091,g,1,0.5772502000327222,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Death,emotional,green,I,g,35,15,1,g,1,0.42527459998382255,None,1,15,35,2,45.45294610003475,,,,,45.44308330002241,45.45294610003475,45.95329879998462,45.95329879998462,45.95329879998462,46.389465900021605,g,1,0.42527459998382255,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Book,neutral,blue,I,b,36,16,1,b,1,0.5661900999839418,None,1,16,36,17,46.40294659999199,,,,,46.39274799998384,46.40294659999199,46.90349460003199,46.90349460003199,46.90349460003199,47.47524599998724,b,1,0.5661900999839418,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Bottle,neutral,yellow,I,y,37,17,1,y,1,0.8855370000237599,None,1,17,37,11,47.48706930002663,,,,,47.4788247999968,47.48706930002663,47.98617759998888,47.98617759998888,47.98617759998888,48.874388900003396,y,1,0.8855370000237599,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Injury,emotional,green,I,g,38,18,1,g,1,1.1418730999575928,None,1,18,38,6,48.88609109999379,,,,,48.87791949999519,48.88609109999379,49.38573149999138,49.38573149999138,49.38573149999138,50.54086479998659,g,1,1.1418730999575928,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Pain,emotional,blue,I,b,39,19,1,b,1,1.2008401000057347,None,1,19,39,1,50.55273390002549,,,,,50.543315000017174,50.55273390002549,51.05292849999387,51.05292849999387,51.05292849999387,52.25589900003979,b,1,1.2008401000057347,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Panic,emotional,yellow,I,y,40,0,2,y,1,0.9320747000165284,None,2,0,40,3,52.27026439999463,,,,,52.25883690000046,52.27026439999463,52.76925760001177,52.76925760001177,52.76925760001177,53.70714000001317,y,1,0.9320747000165284,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Anger,emotional,red,C,r,41,1,2,r,1,0.5948342999909073,None,2,1,41,8,53.719058500020765,,,,,53.71025160001591,53.719058500020765,54.21893600001931,54.21893600001931,54.21893600001931,54.822197400033474,r,1,0.5948342999909073,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Bottle,neutral,yellow,I,y,42,2,2,y,1,1.242516099999193,None,2,2,42,11,54.835833800025284,,,,,54.82494070002576,54.835833800025284,55.33550829999149,55.33550829999149,55.33550829999149,56.58925130002899,y,1,1.242516099999193,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Death,emotional,green,I,g,43,3,2,g,1,0.7926161999930628,None,2,3,43,2,56.60229210002581,,,,,56.59203540004091,56.60229210002581,57.10234909999417,57.10234909999417,57.10234909999417,57.905642300029285,g,1,0.7926161999930628,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Violence,emotional,blue,I,b,44,4,2,b,1,0.8268079999834299,None,2,4,44,9,57.91917599999579,,,,,57.908670200034976,57.91917599999579,58.41955739998957,58.41955739998957,58.41955739998957,59.25565280002775,b,1,0.8268079999834299,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Sadness,emotional,yellow,I,y,45,5,2,y,1,1.1483352000359446,None,2,5,45,7,59.26930129999528,,,,,59.258304100017995,59.26930129999528,59.76887930004159,59.76887930004159,59.76887930004159,60.92305069998838,y,1,1.1483352000359446,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Pain,emotional,blue,I,b,46,6,2,b,1,0.949501600000076,None,2,6,46,1,60.93561290000798,,,,,60.92607400001725,60.93561290000798,61.43585360003635,61.43585360003635,61.43585360003635,62.389741600025445,b,1,0.949501600000076,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Garden,neutral,red,I,r,47,7,2,r,1,0.6017210999852978,None,2,7,47,16,62.40196739998646,,,,,62.39227499999106,62.40196739998646,62.90371159999631,62.90371159999631,62.90371159999631,63.506385100015905,r,1,0.6017210999852978,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Book,neutral,blue,I,b,48,8,2,y,0,0.8675614999956451,None,2,8,48,17,63.518869500025176,,,,,63.50904249999439,63.518869500025176,64.01896340004168,64.01896340004168,64.01896340004168,64.88943390001077,y,0,0.8675614999956451,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Threat,emotional,blue,I,b,49,9,2,b,1,0.9900528999860398,None,2,9,49,5,64.90209869999671,,,,,64.89230790000875,64.90209869999671,65.40216629998758,65.40216629998758,65.40216629998758,66.40612540004076,b,1,0.9900528999860398,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Stone,neutral,yellow,I,y,50,10,2,y,1,0.8853606000193395,None,2,10,50,19,66.41850850003539,,,,,66.40874769998481,66.41850850003539,66.91882550000446,66.91882550000446,66.91882550000446,67.80675580003299,y,1,0.8853606000193395,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Table,neutral,blue,I,b,51,11,2,b,1,0.8716840999550186,None,2,11,51,13,67.81904420000501,,,,,67.8100892000366,67.81904420000501,68.31873629998881,68.31873629998881,68.31873629998881,69.20560970000224,b,1,0.8716840999550186,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Window,neutral,red,I,r,52,12,2,r,1,0.9332791999913752,None,2,12,52,12,69.21844960004091,,,,,69.2086866000318,69.21844960004091,69.71874400001252,69.71874400001252,69.71874400001252,70.65536199999042,r,1,0.9332791999913752,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Paper,neutral,yellow,I,y,53,13,2,y,1,0.7295223000110127,None,2,13,53,15,70.66927190002752,,,,,70.65796560002491,70.66927190002752,71.16879510000581,71.16879510000581,71.16879510000581,71.90625150001142,y,1,0.7295223000110127,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Abuse,emotional,red,C,r,54,14,2,r,1,0.9297525000292808,None,2,14,54,4,71.91942739998922,,,,,71.9101371000288,71.91942739998922,72.4184636999853,72.4184636999853,72.4184636999853,73.35580530000152,r,1,0.9297525000292808,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Chair,neutral,green,I,g,55,15,2,g,1,0.7145173000171781,None,2,15,55,10,73.36848420003662,,,,,73.35888790001627,73.36848420003662,73.86832810001215,73.86832810001215,73.86832810001215,74.59026420000009,g,1,0.7145173000171781,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Injury,emotional,green,I,g,56,16,2,g,1,0.48893940000562,None,2,16,56,6,74.60159780003596,,,,,74.59290380001767,74.60159780003596,75.10258890001569,75.10258890001569,75.10258890001569,75.60523129999638,g,1,0.48893940000562,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Pencil,neutral,green,I,g,57,17,2,g,1,0.4122352999984287,None,2,17,57,14,75.6182487999904,,,,,75.60818660003133,75.6182487999904,76.11816320003709,76.11816320003709,76.11816320003709,76.53873299999395,g,1,0.4122352999984287,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Road,neutral,green,I,g,58,18,2,g,1,0.4184711999841966,None,2,18,58,18,76.55186619999586,,,,,76.54116329998942,76.55186619999586,77.05210309999529,77.05210309999529,77.05210309999529,77.47258190001594,g,1,0.4184711999841966,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Fear,emotional,red,C,r,59,19,2,r,1,0.6856161000323482,None,2,19,59,0,77.48473190004006,,,,,77.47566009999719,77.48473190004006,77.98487600003136,77.98487600003136,77.98487600003136,78.67239160003373,r,1,0.6856161000323482,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Pencil,neutral,green,I,g,60,0,3,g,1,0.6205835999571718,None,3,0,60,14,78.68470600002911,,,,,78.67511250003008,78.68470600002911,79.18525770003907,79.18525770003907,79.18525770003907,79.8220835000393,g,1,0.6205835999571718,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Panic,emotional,yellow,I,y,61,1,3,y,1,0.6054745999863371,None,3,1,61,3,79.83477030001814,,,,,79.82466560002649,79.83477030001814,80.3351100999862,80.3351100999862,80.3351100999862,80.9569358000299,y,1,0.6054745999863371,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Anger,emotional,red,C,r,62,2,3,r,1,0.647997599968221,None,3,2,62,8,80.96801720000803,,,,,80.95981299999403,80.96801720000803,81.46779700001935,81.46779700001935,81.46779700001935,82.12231250002515,r,1,0.647997599968221,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Stone,neutral,yellow,I,y,63,3,3,b,0,1.012384999950882,None,3,3,63,19,82.13530760002322,,,,,82.124825100007,82.13530760002322,82.634639099997,82.634639099997,82.634639099997,83.65492450003512,b,0,1.012384999950882,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Violence,emotional,blue,I,b,64,4,3,b,1,0.5789860999793746,None,3,4,64,9,83.66769830003614,,,,,83.65791539999191,83.66769830003614,84.16842130001169,84.16842130001169,84.16842130001169,84.75492879998637,b,1,0.5789860999793746,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Abuse,emotional,red,C,r,65,5,3,r,1,0.5880543999955989,None,3,5,65,4,84.76818190002814,,,,,84.75791859999299,84.76818190002814,85.26785400003428,85.26785400003428,85.26785400003428,85.87140920001548,r,1,0.5880543999955989,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Threat,emotional,blue,I,b,66,6,3,b,1,1.1273412000155076,None,3,6,66,5,85.8844390999875,,,,,85.87534940004116,85.8844390999875,86.38517770002363,86.38517770002363,86.38517770002363,87.52196660003392,b,1,1.1273412000155076,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Road,neutral,green,I,g,67,7,3,g,1,0.7292287000454962,None,3,7,67,18,87.5349334999919,,,,,87.52448449999793,87.5349334999919,88.03501410002355,88.03501410002355,88.03501410002355,88.77143680001609,g,1,0.7292287000454962,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Bottle,neutral,yellow,I,y,68,8,3,y,1,0.4797268999973312,None,3,8,68,11,88.78448600001866,,,,,88.77409820002504,88.78448600001866,89.28413460002048,89.28413460002048,89.28413460002048,89.77129220002098,y,1,0.4797268999973312,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
Table,neutral,blue,I,b,69,9,3,b,1,0.6838947999640368,None,3,9,69,13,89.7844211999909,,,,,89.77382659999421,89.7844211999909,90.28482830000576,90.28482830000576,90.28482830000576,90.97169790003682,b,1,0.6838947999640368,None,,,,5,001,2025-11-19_00h57.30.606,emotional stroop_untitled,,2025.1.1,60.129904655169184,2025-11-19 00h57.36.210315 +0530,
